,english,spanish,Distances
1015,gay,homosexual,0.0
1016,picked,escogido,0.5
1017,mission,misión,0.75
1018,favor,favor,1.0
1019,nick,mella,0.0
1020,named,nombrada,0.6
1021,arrived,llegado,0.25
1022,allowed,permitió,0.0
1023,action,acción,0.5
1024,c,c,1.0
1025,duty,deber,0.3333333333333333
1026,price,precio,1.0
1027,guard,guardia,1.0
1028,pictures,fotos,0.4
1029,risk,riesgo,0.6666666666666666
1030,innocent,inocente,0.8
1031,danny,danny,1.0
1032,legs,piernas,0.25
1033,notice,aviso,0.0
1034,learned,aprendió,0.6
1035,begin,empezar,0.0
1036,enemy,enemigo,0.6666666666666666
1037,played,jugó,0.0
1038,kick,patada,0.0
1039,race,la raza,0.25
1040,suit,traje,0.0
1041,jimmy,palanqueta,0.0
1042,allow,permitir,0.0
1043,fit,adaptar,0.25
1044,yep,sí,0.0
1045,director,director,1.0
1046,shh,shh,1.0
1047,surprised,sorprendido,0.7142857142857143
1048,pregnant,embarazada,0.0
1049,nine,nueve,0.5
1050,dollars,dolares,0.8
1051,mrs,sra.,0.3333333333333333
1052,spot,lugar,0.0
1053,cross,cruz,0.5
1054,arm,brazo,0.3333333333333333
1055,upstairs,piso superior,0.42857142857142855
1056,steal,robar,0.0
1057,feelings,sentimientos,0.2857142857142857
1058,brothers,hermanos,0.3333333333333333
1059,rings,anillos,0.25
1060,chicken,pollo,0.0
1061,names,nombres,0.6
1062,grunts,gruñidos,0.6
1063,apart,aparte,1.0
1064,twice,dos veces,0.16666666666666666
1065,department,departamento,1.0
1066,according,de acuerdo a,0.3333333333333333
1067,silly,tonto,0.0
1068,bob,beto,0.5
1069,hero,héroe,0.6666666666666666
1070,gas,gas,1.0
1071,closed,cerrado,0.5
1072,admit,admitir,0.75
1073,destroy,destruir,0.8
1074,sergeant,sargento,1.0
1075,alex,alex,1.0
1076,guilty,culpable,0.2
1077,low,bajo,0.0
1078,leg,pierna,0.0
1079,taste,gusto,0.6666666666666666
1080,waste,desperdicio,0.16666666666666666
1081,tony,tony,1.0
1082,earlier,más temprano,0.1111111111111111
1083,awesome,increíble,0.0
1084,fired,encendido,0.2
1085,london,londres,0.6
1086,west,oeste,0.6666666666666666
1087,bunch,racimo,0.25
1088,battle,batalla,0.75
1089,study,estudiar,0.75
1090,bigger,más grande,0.25
1091,mention,mencion,0.75
1092,writing,escritura,0.2
1093,helping,ayudar,0.0
1094,bell,campana,0.0
1095,ray,rayo,1.0
1096,sold,vendido,0.25
1097,ways,maneras,0.25
1098,stage,escenario,0.25
1099,written,escrito,0.2
1100,keeping,acuerdo,0.0
1101,hole,agujero,0.0
1102,locked,bloqueado,0.25
1103,lock,cerrar,0.0
1104,weapon,arma,0.0
1105,jim,jim,1.0
1106,places,lugares,0.25
1107,helped,ayudó,0.0
1108,indeed,por supuesto,0.0
1109,energy,energía,0.75
1110,treat,tratar,0.75
1111,burn,quemar,0.0
1112,stole,robó,0.0
1113,hiding,ocultación,0.0
1114,form,forma,1.0
1115,sky,cielo,0.0
1116,gasps,jadeos,0.25
1117,breakfast,desayuno,0.0
1118,band,banda,1.0
1119,figured,figurado,1.0
1120,seemed,pareció,0.0
1121,empty,vacío,0.0
1122,fresh,nuevo,0.0
1123,prince,príncipe,0.6666666666666666
1124,track,pista,0.0
1125,spirit,espíritu,0.8
1126,complete,completo,1.0
1127,reading,lectura,0.0
1128,nose,nariz,0.3333333333333333
1129,favorite,favorito,1.0
1130,memory,memoria,0.75
1131,sarah,sara,0.6666666666666666
1132,laughter,la risa,0.2
1133,roll,rodar,0.3333333333333333
1134,witness,testigo,0.2
1135,starts,empieza,0.0
1136,double,doble,1.0
1137,however,sin embargo,0.14285714285714285
1138,bathroom,baño,0.2
1139,e,mi,0.0
1140,build,construir,0.0
1141,bomb,bomba,1.0
1142,pressure,presión,0.6
1143,flight,vuelo,0.2
1144,interest,interés,0.6
1145,flowers,flores,0.8
1146,goddamn,maldita sea,0.16666666666666666
1147,following,siguiendo,0.16666666666666666
1148,dogs,perros,0.25
1149,steve,steve,1.0
1150,throat,garganta,0.2
1151,cost,costo,1.0
1152,danger,peligro,0.5
1153,closer,cerca,0.25
1154,asshole,estúpido,0.2
1155,neck,cuello,0.0
1156,van,camioneta,0.25
1157,raise,elevar,0.0
1158,acting,interino,0.25
1159,mommy,mamá,0.5
1160,plans,planes,1.0
1161,adam,adán,0.3333333333333333
1162,shooting,tiroteo,0.2
1163,beg,mendigar,0.2
1164,narrator,narrador,0.8
1165,losing,perdiendo,0.2
1166,ridiculous,ridículo,0.6
1167,suspect,sospechar,0.6666666666666666
1168,bottle,botella,0.75
1169,warm,cálido,0.0
1170,beauty,belleza,0.25
1171,nature,naturaleza,0.6
1172,medical,médico,0.5
1173,apparently,aparentemente,0.42857142857142855
1174,asleep,dormido,0.0
1175,guns,pistolas,0.2
1176,video,video,1.0
1177,rain,lluvia,0.0
1178,camp,acampar,0.75
1179,shame,verguenza,0.0
1180,driver,conductor,0.3333333333333333
1181,keys,llaves,0.25
1182,bird,pájaro,0.0
1183,built,construido,0.16666666666666666
1184,crowd,multitud,0.2
1185,extra,extra,1.0
1186,heavy,pesado,0.0
1187,simply,simplemente,0.5714285714285714
1188,famous,famoso,1.0
1189,pants,pantalones,0.6666666666666666
1190,majesty,majestad,0.8
1191,keeps,mantiene,0.0
1192,level,nivel,0.6666666666666666
1193,tommy,tommy,1.0
1194,faith,fe,0.3333333333333333
1195,animals,animales,1.0
1196,commander,comandante,0.5
1197,wild,salvaje,0.25
1198,richard,ricardo,0.8
1199,showed,mostró,0.2
1200,awful,horrible,0.2
1201,lay,poner,0.0
1202,deserve,merecer,0.0
1203,excellent,excelente,0.8333333333333334
1204,client,cliente,1.0
1205,plenty,mucho,0.0
1206,consider,considerar,0.8333333333333334
1207,excited,entusiasmado,0.16666666666666666
1208,engine,motor,0.0
1209,billy,porra,0.0
1210,pop,estallido,0.0
1211,ringing,el sonar,0.2
1212,animal,animal,1.0
1213,hoping,esperando,0.4
1214,responsible,responsable,1.0
1215,jane,jane,1.0
1216,wondering,preguntarse,0.14285714285714285
1217,devil,demonio,0.3333333333333333
1218,weekend,fin de semana,0.125
1219,stone,piedra,0.0
1220,sweetheart,cariño,0.16666666666666666
1221,large,largo,1.0
1222,military,militar,0.8
1223,cook,cocinero,0.25
1224,skin,piel,0.0
1225,knife,cuchillo,0.0
1226,common,común,0.75
1227,grace,gracia,1.0
1228,papers,documentos,0.16666666666666666
1229,drug,droga,1.0
1230,willing,deseoso,0.0
1231,necessary,necesario,0.6666666666666666
1232,whoever,quien,0.0
1233,blind,ciego,0.0
1234,flying,volador,0.2
1235,german,alemán,0.25
1236,beach,playa,0.0
1237,hat,sombrero,0.0
1238,walked,caminado,0.25
1239,lights,luces,0.4
1240,local,local,1.0
1241,stars,estrellas,0.6666666666666666
1242,although,a pesar de que,0.0
1243,code,código,0.5
1244,main,principal,0.16666666666666666
1245,grunting,gruñendo,0.5
1246,faster,más rápido,0.25
1247,hall,salón,0.25
1248,opportunity,oportunidad,0.5714285714285714
1249,bullshit,mierda,0.0
1250,corner,esquina,0.25
1251,fuckin,maldito,0.0
1252,cars,coches,0.5
1253,johnny,johnny,1.0
1254,agreed,acordado,0.5
1255,cup,taza,0.0
1256,lies,mentiras,0.2
1257,knowing,conocimiento,0.3333333333333333
1258,justice,justicia,1.0
1259,due,adeudado,0.3333333333333333
1260,rose,rosa,1.0
1261,leaves,hojas,0.3333333333333333
1262,princess,princesa,0.8333333333333334
1263,folks,amigos,0.25
1264,bottom,abajo,0.25
1265,apologize,disculparse,0.14285714285714285
1266,ghost,fantasma,0.2
1267,tight,apretado,0.0
1268,lee,sotavento,0.0
1269,dick,polla,0.0
1270,grandma,abuela,0.0
1271,restaurant,restaurante,1.0
1272,language,idioma,0.0
1273,weapons,armas,0.25
1274,east,este,1.0
1275,fellow,compañero,0.0
1276,note,nota,1.0
1277,leader,líder,0.75
1278,several,varios,0.5
1279,tells,dice,0.0
1280,clearly,claramente,0.5
1281,health,salud,0.25
1282,shows,espectáculos,0.25
1283,correct,correcto,1.0
1284,angel,ángel,0.75
1285,hanging,colgando,0.4
1286,stories,cuentos,0.25
1287,jake,jake,1.0
1288,pulled,tirado,0.25
1289,rule,regla,0.6666666666666666
1290,cousin,primo,0.0
1291,advice,consejo,0.0
1292,beyond,más allá de,0.1111111111111111
1293,held,retenida,0.25
1294,hardly,difícilmente,0.125
1295,pardon,indulto,0.0
1296,milk,leche,0.0
1297,dancing,bailando,0.2
1298,groans,gemidos,0.5
1299,gotten,conseguido,0.0
1300,spoke,habló,0.0
1301,speed,velocidad,0.2
1302,understood,comprendido,0.2857142857142857
1303,file,expediente,0.0
1304,tape,cinta,0.0
1305,practice,práctica,0.8333333333333334
1306,taught,enseñó,0.0
1307,among,entre,0.0
1308,murdered,asesinado,0.2
1309,emergency,emergencia,0.8333333333333334
1310,ought,debería,0.0
1311,somehow,de alguna manera,0.1111111111111111
1312,bridge,puente,0.0
1313,coach,entrenador,0.0
1314,martin,martín,0.8
1315,inspector,inspector,1.0
1316,minister,ministro,1.0
1317,states,estados,0.75
1318,applause,aplausos,0.5
1319,possibly,posiblemente,0.42857142857142855
1320,conversation,conversación,0.75
1321,hearing,audiencia,0.25
1322,national,nacional,0.75
1323,account,cuenta,0.75
1324,breath,aliento,0.25
1325,shouting,gritos,0.2
1326,crew,tripulación,0.14285714285714285
1327,lied,mintió,0.0
1328,meat,carne,0.0
1329,cake,pastel,0.0
1330,strength,fuerza,0.14285714285714285
1331,natural,natural,1.0
1332,career,carrera profesional,0.2727272727272727
1333,plus,más,0.3333333333333333
1334,dressed,vestido,0.4
1335,sight,visión,0.0
1336,vote,votar,0.6666666666666666
1337,powerful,poderoso,0.4
1338,copy,copiar,0.6666666666666666
1339,nonsense,disparates,0.16666666666666666
1340,student,alumno,0.2
1341,dropped,caído,0.2
1342,trial,prueba,0.3333333333333333
1343,freedom,libertad,0.2
1344,breathe,respirar,0.0
1345,market,mercado,0.5
1346,doc,doc,1.0
1347,soldiers,soldados,0.8
1348,serve,atender,0.0
1349,photo,foto,0.3333333333333333
1350,manager,gerente,0.0
1351,robert,roberto,1.0
1352,eddie,eddie,1.0
1353,towards,hacia,0.0
1354,biggest,más grande,0.125
1355,horrible,horrible,1.0
1356,arrested,detenido,0.2
1357,size,talla,0.0
1358,bringing,trayendo,0.3333333333333333
1359,noticed,observó,0.0
1360,fantastic,fantástico,0.8571428571428571
1361,papa,papá,0.6666666666666666
1362,operation,operación,0.6
1363,greatest,mayor,0.0
1364,nearly,por poco,0.2
1365,chinese,chino,0.75
1366,cheering,aplausos,0.0
1367,checked,comprobado,0.3333333333333333
1368,trick,truco,0.75
1369,breaking,rotura,0.2
1370,older,más viejo,0.0
1371,sweetie,cariño,0.0
1372,teeth,dientes,0.25
1373,pack,paquete,0.3333333333333333
1374,monster,monstruo,1.0
1375,ideas,ideas,1.0
1376,center,centro,1.0
1377,forgotten,olvidado,0.0
1378,travel,viajar,0.0
1379,hurts,duele,0.0
1380,belong,pertenecer,0.16666666666666666
1381,grandpa,abuelo,0.0
1382,target,objetivo,0.0
1383,games,juegos,0.3333333333333333
1384,science,ciencias,0.5
1385,planning,planificación,0.375
1386,project,proyecto,0.8
1387,remain,permanecer,0.5
1388,united,unido,0.6666666666666666
1389,paying,pago,0.5
1390,feed,alimento,0.0
1391,numbers,números,0.6
1392,fake,falso,0.3333333333333333
1393,chris,cris,0.75
1394,prepared,preparado,1.0
1395,aw,oh,0.0
1396,credit,crédito,0.8
1397,suicide,suicidio,1.0
1398,records,registros,0.3333333333333333
1399,investigation,investigación,0.75
1400,nurse,enfermera,0.4
1401,oil,aceite,0.0
1402,criminal,delincuente,0.16666666666666666
1403,soldier,soldado,0.75
1404,recognize,reconocer,0.4
1405,loud,alto,0.5
1406,plays,obras de teatro,0.0
1407,original,original,1.0
1408,heads,cabezas,0.25
1409,shirt,camisa,0.0
1410,example,ejemplo,0.75
1411,strike,huelga,0.0
1412,pray,rezar,0.0
1413,chair,silla,0.0
1414,invited,invitado,1.0
1415,fill,llenar,0.25
1416,survive,sobrevivir,0.6666666666666666
1417,jealous,celoso,0.6666666666666666
1418,universe,universo,1.0
1419,discuss,conversar,0.16666666666666666
1420,command,dominio,0.4
1421,easier,más fácil,0.125
1422,super,súper,0.75
1423,training,capacitación,0.14285714285714285
1424,incredible,increíble,0.8333333333333334
1425,pretend,fingir,0.0
1426,condition,condición,0.6666666666666666
1427,challenge,desafío,0.0
1428,bobby,poli,0.0
1429,prepare,preparar,0.8
1430,truly,realmente,0.2
1431,balls,pelotas,0.5
1432,roger,recibido,0.25
1433,perfectly,perfectamente,0.625
1434,ticket,boleto,0.25
1435,nowhere,en ningún lugar,0.18181818181818182
1436,honestly,honestamente,0.5714285714285714
1437,comfortable,cómodo,0.14285714285714285
1438,meaning,sentido,0.25
1439,view,vista,0.3333333333333333
1440,program,programa,1.0
1441,brown,marrón,0.4
1442,dry,seco,0.0
1443,wash,lavar,0.0
1444,turning,torneado,0.6
1445,concerned,preocupado,0.3333333333333333
1446,society,sociedad,0.5
1447,cards,tarjetas,0.4
1448,prefer,preferir,0.8
1449,nuts,nueces,0.6666666666666666
1450,stolen,robado,0.0
1451,release,liberar,0.0
1452,birth,nacimiento,0.0
1453,onto,sobre,0.0
1454,sunday,domingo,0.0
1455,research,investigar,0.16666666666666666
1456,usual,habitual,0.25
1457,guest,invitado,0.25
1458,amy,amy,1.0
1459,ln,en,0.5
1460,ugly,feo,0.0
1461,lift,levantar,0.4
1462,opinion,opinión,0.75
1463,began,empezó,0.0
1464,destroyed,destruido,0.8333333333333334
1465,character,personaje,0.16666666666666666
1466,mountain,montaña,0.75
1467,heat,calor,0.0
1468,surely,seguramente,0.3333333333333333
1469,movies,películas,0.16666666666666666
1470,ho,ho,1.0
1471,tie,corbata,0.25
1472,finding,hallazgo,0.2
1473,sheriff,alguacil,0.0
1474,whoo,guau,0.0
1475,pieces,piezas,0.6666666666666666
1476,bro,hermano,0.25
1477,color,color,1.0
1478,dumb,mudo,0.3333333333333333
1479,unfortunately,desafortunadamente,0.4
1480,mister,señor,0.5
1481,letting,dejar,0.0
1482,charles,charles,1.0
1483,daniel,daniel,1.0
1484,n,norte,0.3333333333333333
1485,bodies,cuerpos,0.25
1486,believed,creía,0.0
1487,matters,asuntos,0.4
1488,sword,espada,0.5
1489,threw,tiró,0.5
1490,ended,terminó,0.0
1491,screams,carcajadas,0.3333333333333333
1492,france,francia,1.0
1493,exist,existir,0.75
1494,ryan,ryan,1.0
1495,lab,laboratorio,0.4
1496,bullet,bala,0.5
1497,proof,prueba,0.6666666666666666
1498,base,base,1.0
1499,aware,consciente,0.0
1500,bucks,dólares,0.2
1501,cream,crema,1.0
1502,noise,ruido,0.0
1503,total,total,1.0
1504,selling,venta,0.2
1505,kim,kim,1.0
1506,gang,pandilla,0.2
1507,happiness,felicidad,0.0
1508,afford,solventar,0.0
1509,brilliant,brillante,1.0
1510,joy,alegría,0.0
1511,letters,letras,0.8
1512,students,estudiantes,1.0
1513,breathing,respiración,0.14285714285714285
1514,anna,ana,0.5
1515,female,femenino,0.5
1516,realized,comprendió,0.14285714285714285
1517,opened,abrió,0.0
1518,draw,dibujar,0.25
1519,aye,sí,0.0
1520,created,creado,0.75
1521,whenever,cuando sea,0.0
1522,male,masculino,0.4
1523,bite,morder,0.0
1524,slept,dormido,0.0
1525,shower,ducha,0.0
1526,stayed,permaneció,0.0
1527,social,social,1.0
1528,create,crear,0.6666666666666666
1529,followed,seguido,0.2
1530,ends,termina,0.0
1531,audience,audiencia,1.0
1532,purpose,objetivo,0.0
1533,kevin,kevin,1.0
1534,fate,destino,0.25
1535,handsome,guapo,0.0
1536,england,inglaterra,0.5
1537,eric,eric,1.0
1538,disappeared,desaparecido,0.6666666666666666
1539,lately,últimamente,0.2857142857142857
1540,weak,débil,0.0
1541,falling,descendente,0.14285714285714285
1542,friday,viernes,0.25
1543,suggest,sugerir,0.4
1544,lonely,solitaria,0.0
1545,saturday,sábado,0.4
1546,screw,tornillo,0.0
1547,dan,dan,1.0
1548,introduce,introducir,0.8333333333333334
1549,gentleman,caballero,0.16666666666666666
1550,b,b,1.0
1551,medicine,medicamento,0.6666666666666666
1552,ancient,antiguo,0.25
1553,settle,asentarse,0.4
1554,responsibility,responsabilidad,0.7777777777777778
1555,thousands,miles,0.16666666666666666
1556,fucked,jodido,0.25
1557,birds,aves,0.25
1558,enter,ingresar,0.4
1559,opening,apertura,0.25
1560,forced,forzado,0.75
1561,ugh,puaj,0.0
1562,brave,bravo,1.0
1563,split,separar,0.5
1564,weight,peso,0.0
1565,ordered,ordenado,0.75
1566,unit,unidad,0.3333333333333333
1567,pig,cerdo,0.0
1568,horses,caballos,0.2
1569,desk,escritorio,0.0
1570,finger,dedo,0.0
1571,tiny,diminuto,0.25
1572,expecting,esperando,0.3333333333333333
1573,pool,piscina,0.25
1574,focus,enfoque,0.0
1575,garden,jardín,0.6
1576,received,recibió,0.5
1577,property,propiedad,0.5
1578,slowly,despacio,0.0
1579,naked,desnudo,0.25
1580,mayor,alcalde,0.0
1581,flat,plano,0.3333333333333333
1582,issue,tema,0.0
1583,brings,trae,0.2
1584,british,británico,0.5
1585,pal,camarada,0.0
1586,interview,entrevista,0.6666666666666666
1587,fan,admirador,0.0
1588,signal,señal,0.5
1589,lines,líneas,0.75
1590,brian,brian,1.0
1591,silence,silencio,1.0
1592,surgery,cirugía,0.4
1593,harm,dañar,0.0
1594,sees,ve,0.0
1595,staff,personal,0.0
1596,al,alabama,0.3333333333333333
1597,chef,cocinero,0.25
1598,jeff,jeff,1.0
1599,insane,loco,0.0
1600,easily,fácilmente,0.14285714285714285
1601,signed,firmado,0.25
1602,weather,clima,0.0
1603,distance,distancia,1.0
1604,failed,ha fallado,0.5
1605,san,san,1.0
1606,add,agregar,0.0
1607,cares,se preocupa,0.16666666666666666
1608,process,proceso,0.8
1609,season,temporada,0.0
1610,access,acceso,0.75
1611,spanish,español,0.4
1612,model,modelo,1.0
1613,spare,repuesto,0.25
1614,recently,recientemente,0.5714285714285714
1615,discovered,descubierto,0.6666666666666666
1616,wet,mojado,0.0
1617,ohh,oh,0.5
1618,fingers,dedos,0.2
1619,loose,suelto,0.3333333333333333
1620,path,sendero,0.0
1621,russian,ruso,0.5
1622,expected,esperado,0.4
1623,member,miembro,1.0
1624,babe,bebé,0.6666666666666666
1625,returned,devuelto,0.0
1626,style,estilo,0.75
1627,pete,pete,1.0
1628,kinda,un tanto,0.2
1629,alarm,alarma,1.0
1630,sending,enviando,0.4
1631,based,establecido,0.3333333333333333
1632,covered,cubierto,0.5
1633,fbi,fbi,1.0
1634,japanese,japonés,0.8
1635,sugar,azúcar,0.25
1636,roof,techo,0.0
1637,streets,calles,0.2
1638,funeral,funeral,1.0
1639,bright,brillante,0.5
1640,damage,daño,0.3333333333333333
1641,jerry,alemán,0.0
1642,stomach,estómago,0.4
1643,bread,pan de molde,0.125
1644,remind,recordar,0.4
1645,lake,lago,0.5
1646,snow,nieve,0.3333333333333333
1647,castle,castillo,0.8
1648,speech,discurso,0.2
1649,manage,administrar,0.2857142857142857
1650,heading,bóveda,0.0
1651,ed,educar,0.3333333333333333
1652,block,bloquear,0.5
1653,shake,sacudir,0.25
1654,opens,abre,0.0
1655,buried,enterrado,0.4
1656,dr,dr.,0.6666666666666666
1657,doors,puertas,0.5
1658,thoughts,pensamientos,0.2857142857142857
1659,thomas,tomas,0.75
1660,simon,simón,0.75
1661,dig,excavar,0.0
1662,kate,kate,1.0
1663,post,correo,0.0
1664,showing,demostración,0.125
1665,drinks,bebidas,0.2
1666,reality,la realidad,0.3333333333333333
1667,soft,suave,0.3333333333333333
1668,harder,más difícil,0.1111111111111111
1669,football,fútbol,0.6
1670,spread,untado,0.25
1671,ill,enfermo,0.0
1672,coat,saco,0.0
1673,ruined,arruinado,0.75
1674,scott,escocés,0.4
1675,ears,orejas,0.6666666666666666
1676,chest,cofre,0.25
1677,andy,andy,1.0
1678,success,éxito,0.0
1679,sooner,cuanto antes,0.14285714285714285
1680,madame,señora,0.0
1681,safety,la seguridad,0.14285714285714285
1682,maria,maría,0.6666666666666666
1683,permission,permiso,0.6666666666666666
1684,fancy,lujoso,0.0
1685,spring,primavera,0.2
1686,cos,porque,0.0
1687,outta,fuera de,0.0
1688,theory,teoría,0.5
1689,gate,portón,0.2
1690,journey,viaje,0.0
1691,tickets,entradas,0.2
1692,expensive,caro,0.0
1693,paint,pintar,0.75
1694,lover,amante,0.0
1695,nope,no,0.5
1696,dave,dave,1.0
1697,mood,estado animico,0.14285714285714285
1698,members,miembros,1.0
1699,storm,tormenta,0.4
1700,page,página,0.5
1701,hidden,oculto,0.0
1702,cheese,queso,0.3333333333333333
1703,priest,sacerdote,0.4
1704,regret,lamentar,0.2
1705,contract,contrato,0.8333333333333334
1706,thief,ladrón,0.0
1707,divorce,divorcio,1.0
1708,lesson,lección,0.4
1709,personally,personalmente,0.625
1710,eggs,huevos,0.3333333333333333
1711,community,comunidad,0.5
1712,subject,tema,0.0
1713,rent,renta,1.0
1714,revenge,venganza,0.4
1715,trade,comercio,0.25
1716,nights,noches,0.6
1717,sudden,repentino,0.2
1718,forest,bosque,0.25
1719,bless,bendecir,0.2
1720,changes,cambios,0.4
1721,rush,prisa,0.3333333333333333
1722,ate,comió,0.0
1723,trees,árboles,0.4
1724,santa,papa noel,0.2
1725,basically,básicamente,0.42857142857142855
1726,da,da,1.0
1727,details,detalles,0.8
1728,owner,dueño,0.0
1729,doctors,medicos,0.4
1730,william,william,1.0
1731,amount,monto,1.0
1732,barely,apenas,0.0
1733,artist,artista,1.0
1734,pocket,bolsillo,0.0
1735,cancer,cáncer,0.8
1736,pair,par,1.0
1737,caused,causado,1.0
1738,alan,alan,1.0
1739,ruin,ruina,1.0
1740,dating,fechado,0.0
1741,grandfather,abuelo,0.0
1742,painting,cuadro,0.0
1743,bike,bicicleta,0.2
1744,loss,pérdida,0.0
1745,liar,mentiroso,0.2
1746,goin,entra,0.0
1747,hill,cerro,0.0
1748,winter,invierno,0.25
1749,points,puntos,1.0
1750,assistant,asistente,0.8333333333333334
1751,murderer,asesino,0.0
1752,legal,legal,1.0
1753,nah,no,0.5
1754,larry,larry,1.0
1755,growing,creciente,0.4
1756,tears,lágrimas,0.3333333333333333
1757,runs,carreras,0.4
1758,lisa,lisa,1.0
1759,buying,comprar,0.0
1760,exciting,emocionante,0.4
1761,farm,granja,0.25
1762,cheap,barato,0.0
1763,tongue,lengua,0.6666666666666666
1764,toilet,inodoro,0.0
1765,reasons,razones,0.75
1766,genius,genio,0.6666666666666666
1767,square,cuadrado,0.25
1768,secretary,secretario,0.8333333333333334
1769,europe,europa,1.0
1770,connection,conexión,0.5
1771,scare,susto,0.3333333333333333
1772,victims,victimas,1.0
1773,bones,huesos,0.3333333333333333
1774,rough,bruto,0.0
1775,downstairs,abajo,0.0
1776,bedroom,dormitorio,0.4
1777,obvious,obvio,0.6666666666666666
1778,cases,casos,1.0
1779,professional,profesional,0.8571428571428571
1780,university,universidad,0.6666666666666666
1781,walter,walter,1.0
1782,tour,recorrido,0.2
1783,player,jugador,0.25
1784,silver,plata,0.25
1785,pity,lástima,0.2
1786,pleased,encantado,0.2
1787,clock,reloj,0.25
1788,memories,recuerdos,0.4
1789,parts,partes,1.0
1790,rachel,raquel,0.5
1791,grew,creció,0.25
1792,ocean,oceano,1.0
1793,burning,incendio,0.2
1794,dna,adn,1.0
1795,invite,invitar,0.75
1796,foreign,extranjero,0.16666666666666666
1797,planned,planificado,0.6666666666666666
1798,ashamed,avergonzado,0.16666666666666666
1799,avoid,evitar,0.3333333333333333
1800,boring,aburrido,0.5
1801,crash,choque,0.25
1802,lower,más bajo,0.0
1803,bath,bañera,0.3333333333333333
1804,romantic,romántico,0.8333333333333334
1805,repeat,repetir,0.75
1806,fortune,fortuna,1.0
1807,secrets,misterios,0.4
1808,century,siglo,0.0
1809,warning,advertencia,0.3333333333333333
1810,jason,jason,1.0
1811,insurance,seguro,0.2
1812,airport,aeropuerto,1.0
1813,complicated,complicado,0.8571428571428571
1814,grown,crecido,0.25
1815,suck,chupar,0.0
1816,familiar,familiar,1.0
1817,reached,alcanzó,0.2
1818,rome,roma,1.0
1819,higher,más alto,0.0
1820,mentioned,mencionado,0.8
1821,gosh,dios mio,0.25
1822,results,resultados,0.8333333333333334
1823,filled,lleno,0.5
1824,woods,bosque,0.0
1825,temple,templo,1.0
1826,likely,probable,0.0
1827,rights,derechos,0.4
1828,younger,más joven,0.0
1829,belongs,pertenece,0.0
1830,knowledge,conocimiento,0.16666666666666666
1831,map,mapa,1.0
1832,competition,competencia,0.6666666666666666
1833,finds,encuentra,0.2
1834,photos,fotos,0.5
1835,indistinct,indistinto,0.8571428571428571
1836,yelling,gritando,0.2
1837,defense,defensa,1.0
1838,carefully,con cuidado,0.16666666666666666
1839,useless,inútil,0.0
1840,guests,huéspedes,0.3333333333333333
1841,goodness,bondad,0.2
1842,per,por,1.0
1843,bleep,emitir pitidos,0.125
1844,including,incluido,0.6666666666666666
1845,jobs,trabajos,0.4
1846,china,china,1.0
1847,event,evento,1.0
1848,humans,humanos,1.0
1849,glasses,lentes,0.4
1850,annie,annie,1.0
1851,attacked,atacado,0.6
1852,waited,esperado,0.25
1853,stops,se detiene,0.2
1854,period,período,0.75
1855,shape,forma,0.0
1856,beeping,pitido,0.25
1857,proper,correcto,0.2
1858,depends,depende,0.8
1859,telephone,teléfono,0.6
1860,celebrate,celebrar,0.8
1861,request,solicitud,0.2
1862,fixed,fijado,0.6666666666666666
1863,political,político,0.6
1864,assume,asumir,0.3333333333333333
1865,grant,otorgar,0.25
1866,affair,asunto,0.0
1867,sexy,sexy,1.0
1868,led,dirigió,0.0
1869,matt,mate,0.6666666666666666
1870,grave,tumba,0.0
1871,officers,oficiales,0.6
1872,giant,gigante,0.75
1873,plant,planta,1.0
1874,eventually,finalmente,0.16666666666666666
1875,fought,luchado,0.25
1876,hired,contratado,0.3333333333333333
1877,site,sitio,1.0
1878,pounds,libras,0.25
1879,speaks,habla,0.0
1880,delicious,delicioso,1.0
1881,statement,declaración,0.0
1882,millions,millones,1.0
1883,rise,elevar,0.0
1884,jacket,chaqueta,0.25
1885,kelly,kelly,1.0
1886,badly,gravemente,0.0
1887,tall,alto,0.3333333333333333
1888,alice,alicia,1.0
1889,mercy,misericordia,0.5
1890,whore,puta,0.0
1891,saving,ahorro,0.0
1892,f,f,1.0
1893,suffer,sufrir,0.75
1894,switch,cambiar,0.0
1895,deliver,entregar,0.2
1896,royal,real,0.6666666666666666
1897,meal,comida,0.3333333333333333
1898,direction,dirección,0.6666666666666666
1899,families,familias,1.0
1900,odd,extraño,0.0
1901,walls,paredes,0.25
1902,sexual,sexual,1.0
1903,forces,efectivo,0.25
1904,particular,especial,0.3333333333333333
1905,data,datos,0.6666666666666666
1906,horn,bocina,0.3333333333333333
1907,golden,dorado,0.25
1908,chase,perseguir,0.2
1909,powers,potestades,0.3333333333333333
1910,attorney,abogado,0.0
1911,official,oficial,0.75
1912,rat,rata,1.0
1913,pizza,pizza,1.0
1914,confused,confundido,0.6666666666666666
1915,faces,caras,0.3333333333333333
1916,positive,positivo,1.0
1917,becomes,se convierte,0.14285714285714285
1918,shock,choque,0.25
1919,soup,sopa,1.0
1920,emily,emily,1.0
1921,offered,ofrecido,0.5
1922,wherever,lo que sea,0.0
1923,courage,coraje,0.6666666666666666
1924,doin,haciendo,0.25
1925,answers,respuestas,0.3333333333333333
1926,yellow,amarillo,0.25
1927,patients,pacientes,0.8
1928,raised,aumentó,0.0
1929,changing,cambiando,0.3333333333333333
