,german,english,Distances
1007,wette,bet,0.3333333333333333
1008,reich,rich,1.0
1009,sekunde,second,0.75
1010,fahre,drive,0.0
1011,schwöre,swear,0.5
1012,geredet,talked,0.0
1013,james,james,1.0
1014,madame,madam,1.0
1015,eigene,own,0.5
1016,zeiten,times,0.0
1017,traurig,sad,0.0
1018,anruf,call,0.0
1019,nachrichten,messages,0.0
1020,frieden,peace,0.0
1021,karte,map,0.0
1022,güte,quality,0.25
1023,diesmal,this time,0.16666666666666666
1024,schade,a pity,0.0
1025,persönlich,personally,0.625
1026,kriege,get,0.0
1027,stirbt,dies,0.0
1028,bleibe,stay,0.0
1029,verändert,changes,0.14285714285714285
1030,sonne,sun,0.6666666666666666
1031,lieb,dear,0.0
1032,nämlich,namely,0.5
1033,letztes,last,0.4
1034,bekam,got,0.0
1035,ruft,calls,0.0
1036,professor,professor,1.0
1037,gericht,court,0.4
1038,nase,nose,1.0
1039,ewig,eternal,0.0
1040,singen,to sing,0.4
1041,bank,bank,1.0
1042,beschäftigt,employed,0.0
1043,computer,computer,1.0
1044,yeah,yeah,1.0
1045,toten,kill,0.0
1046,weihnachten,christmas,0.14285714285714285
1047,offensichtlich,apparently,0.2
1048,naja,oh well,0.0
1049,henry,henry,1.0
1050,gefühle,feelings,0.0
1051,fuß,foot,0.5
1052,show,show,1.0
1053,überraschung,surprise,0.2222222222222222
1054,geheimnis,secret,0.0
1055,fbi,fbi,1.0
1056,kontakt,contact,0.6
1057,gold,gold,1.0
1058,drogen,drugs,0.75
1059,regierung,government,0.2857142857142857
1060,wein,wine,1.0
1061,kriegst,get,0.4
1062,ermordet,murdered,0.4
1063,fotos,photos,0.5
1064,entfernt,away,0.0
1065,geschlafen,slept,0.2857142857142857
1066,erledigen,take care of,0.0
1067,ran,ran,1.0
1068,gegenüber,opposite to,0.0
1069,schlaf,sleep,0.4
1070,lust,desire,0.3333333333333333
1071,wunderschön,very beautiful,0.0
1072,witzig,funny,0.0
1073,nick,nod,0.3333333333333333
1074,zerstört,destroyed,0.2857142857142857
1075,übrigens,by the way,0.0
1076,willen,sake,0.0
1077,heim,home,1.0
1078,richtigen,right,0.5
1079,namens,called,0.0
1080,zeigt,indicates,0.2
1081,geliebt,loved,0.25
1082,gehören,belong,0.0
1083,brachte,brought,0.8
1084,herrn,mr,0.25
1085,blick,view,0.0
1086,besuch,visit,0.25
1087,schlechte,bad,0.0
1088,bewegen,move,0.0
1089,haare,hair,1.0
1090,antworten,reply,0.0
1091,präsident,president,0.8571428571428571
1092,sagtest,said,0.2
1093,hoffnung,hope,0.16666666666666666
1094,stecken,put,0.2
1095,lebe,live,0.5
1096,rechts,to the right,0.2222222222222222
1097,interessant,interesting,0.7142857142857143
1098,entscheiden,decide,0.2857142857142857
1099,miteinander,commonality,0.2857142857142857
1100,meint,means,0.6666666666666666
1101,liebst,love,0.25
1102,bleibst,stay,0.2
1103,kümmere,take care,0.2
1104,wohnen,reside,0.0
1105,weder,neither,0.25
1106,möglichkeit,opportunity,0.0
1107,kaputt,broken,0.0
1108,bekomme,get,0.0
1109,flugzeug,airplane,0.0
1110,vergangenheit,past,0.125
1111,zweite,second,0.0
1112,armee,army,0.6666666666666666
1113,jim,jim,1.0
1114,tee,tea,1.0
1115,entweder,either,0.4
1116,weiss,white,0.3333333333333333
1117,don,don,1.0
1118,detective,detective,1.0
1119,aufhalten,stop,0.2
1120,stellt,puts,0.2
1121,verspreche,promise,0.2857142857142857
1122,überrascht,surprised,0.25
1123,sauber,clean,0.0
1124,hau,hau,1.0
1125,mark,mark,1.0
1126,schlag,blow,0.2
1127,sheriff,sheriff,1.0
1128,untertitel,subtitle,0.5
1129,setzt,puts,0.25
1130,frag,ask,0.0
1131,vaters,father,0.25
1132,nervös,nervous,0.8
1133,gesellschaft,society,0.2222222222222222
1134,verstecken,hide,0.0
1135,schuldig,guilty,0.16666666666666666
1136,hals,neck,0.0
1137,schützen,protection,0.2857142857142857
1138,besuchen,to visit,0.0
1139,of,of,1.0
1140,passen,fit,0.0
1141,überleben,to survive,0.0
1142,erhalten,receive,0.2
1143,teilen,share,0.0
1144,gebäude,building,0.2
1145,schicksal,fate,0.0
1146,zeichen,sign,0.25
1147,richter,judge,0.0
1148,besorgt,concerned,0.16666666666666666
1149,küche,kitchen,0.6
1150,lief,ran,0.0
1151,vergnügen,enjoyment,0.0
1152,wüsste,knew,0.0
1153,volk,people,0.0
1154,lhr,you,0.0
1155,herausfinden,find out,0.2857142857142857
1156,königin,queen,0.2
1157,soldaten,soldiers,0.6
1158,feiern,to celebrate,0.14285714285714285
1159,situation,situation,1.0
1160,lag,lay,0.5
1161,gelassen,calmly,0.2
1162,allerdings,indeed,0.14285714285714285
1163,soweit,so far,0.25
1164,gefahren,hazards,0.0
1165,verstand,understanding,0.5555555555555556
1166,bord,board,1.0
1167,schönes,beautiful,0.0
1168,jimmy,jimmy,1.0
1169,billy,billy,1.0
1170,angefangen,begun,0.3333333333333333
1171,lee,lee,1.0
1172,fühlst,feel,0.3333333333333333
1173,bob,bob,1.0
1174,mussten,had to,0.2
1175,rat,advice,0.0
1176,worauf,what,0.3333333333333333
1177,gebeten,asked,0.0
1178,tony,tony,1.0
1179,kamera,camera,0.6666666666666666
1180,achtung,danger,0.2
1181,lieutenant,lieutenant,1.0
1182,ganzes,whole,0.0
1183,schuhe,shoes,0.5
1184,sarah,sarah,1.0
1185,glückwunsch,congratulation,0.0
1186,niemandem,no one,0.4
1187,gibst,give,0.25
1188,statt,instead of,0.3333333333333333
1189,übernehmen,take over,0.0
1190,gegend,area,0.0
1191,wald,forest,0.0
1192,al,al,1.0
1193,la,la,1.0
1194,nimmst,take,0.0
1195,danny,danny,1.0
1196,erkennen,recognize,0.4
1197,glas,glass,0.75
1198,falsche,wrong,0.0
1199,verantwortlich,responsible,0.2
1200,jesus,jesus,1.0
1201,stöhnt,moans,0.16666666666666666
1202,herein,in,0.3333333333333333
1203,kleid,dress,0.0
1204,zerstören,destroy,0.42857142857142855
1205,jawohl,yes sir,0.0
1206,london,london,1.0
1207,gegessen,eaten,0.2
1208,abendessen,dinner,0.16666666666666666
1209,gesetz,law,0.0
1210,gemeinsam,together,0.0
1211,geholfen,helped,0.4
1212,erster,first,0.5
1213,wohnt,resides,0.0
1214,schritt,step,0.3333333333333333
1215,guck,look,0.3333333333333333
1216,nahe,vicinity,0.2
1217,aussieht,looks,0.0
1218,beginnen,start,0.0
1219,dachten,thought,0.2
1220,band,tape,0.0
1221,ungefähr,approximately,0.0
1222,aufgabe,task,0.0
1223,neun,nine,1.0
1224,furchtbar,awful,0.0
1225,drinnen,inside,0.2
1226,zuvor,before,0.3333333333333333
1227,charles,charles,1.0
1228,freue,am happy,0.0
1229,amerika,america,0.6666666666666666
1230,übrig,left over,0.0
1231,spur,track,0.0
1232,falschen,wrong,0.0
1233,sergeant,sergeant,1.0
1234,melden,report,0.0
1235,helfe,help,0.6666666666666666
1236,werfen,throw,0.0
1237,bill,bill,1.0
1238,haltet,hold,0.5
1239,erinnert,remind,0.4
1240,hängt,hangs,0.6
1241,freude,pleasure,0.0
1242,ehemann,husband,0.4
1243,erschossen,shot,0.2857142857142857
1244,verzeihen,pardon,0.4
1245,schwein,pig,0.0
1246,uh,uh,1.0
1247,monster,monster,1.0
1248,entschieden,decided,0.2857142857142857
1249,mission,mission,1.0
1250,verdammten,damn,0.42857142857142855
1251,brauch,need,0.0
1252,gewusst,knew,0.0
1253,vorne,in front,0.3333333333333333
1254,stopp,stop,0.75
1255,übel,bad,0.3333333333333333
1256,schlampe,slut,0.3333333333333333
1257,schöner,more beautiful,0.0
1258,adresse,address,0.8
1259,unsinn,nonsense,0.6
1260,messer,knife,0.0
1261,gesund,healthy,0.0
1262,respekt,respect,0.8
1263,pro,per,1.0
1264,leisten,afford,0.0
1265,davor,before,0.3333333333333333
1266,richard,richard,1.0
1267,bedeuten,mean,0.25
1268,ball,ball,1.0
1269,mitnehmen,take along,0.16666666666666666
1270,gespielt,played,0.2
1271,to,to,1.0
1272,schwierigkeiten,difficulties,0.1111111111111111
1273,hälfte,half,0.6
1274,kannte,knew,0.5
1275,stehe,stand,0.5
1276,maria,maria,1.0
1277,planeten,planet,0.8
1278,schwanger,pregnant,0.14285714285714285
1279,gruppe,group,0.75
1280,anna,ann,1.0
1281,verhaftet,arrested,0.3333333333333333
1282,deal,deal,1.0
1283,irgendwelche,any,0.125
1284,händen,hands,0.6
1285,versteht,understands,0.375
1286,drehen,turn,0.5
1287,eis,ice,0.0
1288,danken,to thank,0.16666666666666666
1289,erfolg,success,0.0
1290,zufrieden,satisfied,0.0
1291,schließen,shut down,0.2857142857142857
1292,besorgen,obtain,0.4
1293,wochenende,weekend,0.5
1294,worüber,about what,0.0
1295,stimmen,voices,0.0
1296,nehmt,take,0.0
1297,martin,martin,1.0
1298,m,m,1.0
1299,witze,jokes,0.0
1300,beine,legs,0.0
1301,verbrechen,crime,0.14285714285714285
1302,bericht,report,0.4
1303,nachts,at night,0.3333333333333333
1304,prinzessin,princess,0.7142857142857143
1305,schmerz,pain,0.0
1306,klingelt,rings,0.3333333333333333
1307,position,position,1.0
1308,echte,real,0.0
1309,gleichen,same,0.0
1310,fernsehen,watch tv,0.0
1311,wünsche,wishes,0.3333333333333333
1312,schließlich,after all,0.125
1313,gefangen,caught,0.0
1314,schätzchen,baby,0.0
1315,seh,see,0.5
1316,schwierig,difficult,0.0
1317,angebot,offer,0.0
1318,nah,close,0.0
1319,jane,jane,1.0
1320,gewartet,waited,0.4
1321,kümmert,takes care,0.16666666666666666
1322,ring,ring,1.0
1323,rennen,run,0.5
1324,lied,song,0.0
1325,eier,eggs,0.0
1326,sorry,sorry,1.0
1327,fantastisch,fantastic,0.75
1328,schaut,looks,0.0
1329,hielt,held,0.6666666666666666
1330,falle,cases,0.0
1331,drink,drink,1.0
1332,insel,island,0.25
1333,dauern,last,0.0
1334,daher,hence,0.0
1335,zufällig,coincidentally,0.2222222222222222
1336,dorf,village,0.0
1337,clark,clark,1.0
1338,bewegt,emotional,0.0
1339,mitten,in the middle,0.1111111111111111
1340,bullen,cops,0.0
1341,feind,enemy,0.0
1342,einverstanden,i agree,0.125
1343,neuer,news,0.3333333333333333
1344,bauen,to build,0.2
1345,trägt,carries,0.2
1346,hängen,hang,0.6
1347,freunden,friends,0.8
1348,deren,whose,0.0
1349,halb,half,0.6666666666666666
1350,verpasst,lost,0.3333333333333333
1351,sprach,spoke,0.4
1352,leise,quietly,0.25
1353,armen,poor,0.0
1354,wusstest,knew,0.0
1355,fanden,found,0.75
1356,unternehmen,companies,0.14285714285714285
1357,träume,dreams,0.25
1358,schläft,is sleeping,0.2857142857142857
1359,kostet,costs,0.5
1360,spiele,games,0.0
1361,entlang,along,0.6
1362,johnny,johnny,1.0
1363,versprechen,promise,0.25
1364,tiere,animals,0.0
1365,freiheit,freedom,0.5
1366,verdienen,earn,0.4
1367,aha,aha,1.0
1368,unterhalten,converse,0.14285714285714285
1369,eingeladen,invited,0.4
1370,schaden,damage,0.0
1371,genannt,called,0.0
1372,beenden,break up,0.2
1373,ray,rays,0.6666666666666666
1374,geändert,changed,0.16666666666666666
1375,thomas,thomas,1.0
1376,lächerlich,ridiculous,0.25
1377,geschlagen,beaten,0.14285714285714285
1378,park,park,1.0
1379,schätzen,estimate,0.2857142857142857
1380,männern,men,0.3333333333333333
1381,t,t,1.0
1382,beginnt,begins,0.6
1383,ehren,to honor,0.2
1384,größte,largest,0.4
1385,energie,energy,0.75
1386,fleisch,flesh,0.8
1387,besonderes,special,0.16666666666666666
1388,besteht,consists,0.16666666666666666
1389,reichen,pass,0.0
1390,robert,robert,1.0
1391,zeitung,newspaper,0.0
1392,worum,what,0.3333333333333333
1393,nachgedacht,thought,0.5
1394,betrunken,drunk,0.5
1395,sowas,like this,0.16666666666666666
1396,patienten,patients,0.8
1397,gespräch,conversation,0.14285714285714285
1398,leiden,suffer,0.0
1399,taxi,taxi,1.0
1400,tötet,kills,0.0
1401,see,lake,0.0
1402,unterschied,difference,0.14285714285714285
1403,wind,wind,1.0
1404,singt,sings,0.75
1405,schreien,scream,0.6
1406,daniel,daniel,1.0
1407,sahen,saw,0.3333333333333333
1408,wand,wall,0.3333333333333333
1409,bus,bus,1.0
1410,lhre,your,0.3333333333333333
1411,angriff,attack,0.0
1412,verhalten,behave,0.16666666666666666
1413,loch,hole,0.0
1414,interesse,interest,0.8
1415,treten,to step,0.4
1416,quatsch,rubbish,0.2
1417,trifft,meets,0.0
1418,polizist,police officer,0.25
1419,blumen,flower,0.25
1420,neuigkeiten,news,0.2
1421,bringst,bring,0.6666666666666666
1422,flasche,bottle,0.0
1423,rief,shouted,0.0
1424,schuss,shot,0.4
1425,fassen,grasp,0.25
1426,meer,sea,0.0
1427,konntest,could,0.0
1428,schafft,creates,0.16666666666666666
1429,maschine,machine,0.8
1430,spreche,speak,0.4
1431,bein,leg,0.0
1432,eddie,eddy,0.6666666666666666
1433,bekommst,get,0.16666666666666666
1434,verbringen,spend,0.14285714285714285
1435,bücher,books,0.2
1436,blöd,silly,0.25
1437,frühstück,breakfast,0.3333333333333333
1438,tommy,tommy,1.0
1439,meter,meter,1.0
1440,bilder,pictures,0.2
1441,aufpassen,watch after,0.0
1442,claire,claire,1.0
1443,muß,got to,0.0
1444,freuen,be happy,0.0
1445,engel,angel,1.0
1446,offenbar,apparently,0.14285714285714285
1447,gelegenheit,opportunity,0.14285714285714285
1448,fang,catch,0.0
1449,lüge,lie,0.3333333333333333
1450,ohren,ears,0.3333333333333333
1451,au,ouch,0.0
1452,angetan,done,0.25
1453,beeil,hurry,0.0
1454,brechen,break,0.4
1455,brüder,brothers,0.5
1456,zeitpunkt,time,0.16666666666666666
1457,ecke,corner,0.25
1458,brücke,bridge,0.4
1459,druck,pressure,0.2
1460,mitgebracht,brought,0.5
1461,seufzt,sighs,0.25
1462,date,dates,0.6666666666666666
1463,haufen,heap,0.3333333333333333
1464,oma,granny,0.0
1465,auftrag,assignment,0.0
1466,leer,empty,0.0
1467,entkommen,escape,0.0
1468,bobby,bobby,1.0
1469,weißen,white,0.3333333333333333
1470,lösung,solution,0.2
1471,wart,wait,0.6666666666666666
1472,pause,break,0.0
1473,irre,crazy,0.25
1474,gestellt,placed,0.16666666666666666
1475,keller,"basement, cellar",0.2727272727272727
1476,gebrochen,broken,0.5
1477,weinen,cry,0.0
1478,nutzen,to use,0.25
1479,wünschen,to wish,0.2857142857142857
1480,fragt,asks,0.0
1481,maul,mouth,0.3333333333333333
1482,verantwortung,responsibility,0.1111111111111111
1483,schloss,castle,0.16666666666666666
1484,hut,cap,0.0
1485,lächeln,smile,0.16666666666666666
1486,ryan,ryan,1.0
1487,red,red,1.0
1488,grad,degree,0.3333333333333333
1489,zweiten,second,0.0
1490,hinaus,out,0.0
1491,mitkommen,come along,0.0
1492,vorhin,earlier,0.25
1493,fahrt,journey,0.0
1494,gemeint,meant,0.75
1495,ernsthaft,serious,0.14285714285714285
1496,gebaut,built,0.3333333333333333
1497,bombe,bomb,1.0
1498,hasst,hates,0.5
1499,versteh,understand,0.42857142857142855
1500,kosten,costs,0.5
1501,zeige,show,0.0
1502,traf,met,0.0
1503,eigenes,own,0.3333333333333333
1504,haar,hair,1.0
1505,fragte,asked,0.0
1506,jason,jason,1.0
1507,operation,surgery,0.2
1508,befehle,command,0.0
1509,schmerzen,pains,0.0
1510,erklärt,explained,0.16666666666666666
1511,steve,steve,1.0
1512,dach,"top, roof",0.0
1513,folge,episode,0.0
1514,gelaufen,ran,0.25
1515,schwarze,black,0.0
1516,dankbar,thankful,0.3333333333333333
1517,gehirn,brain,0.5
1518,töte,kill,0.0
1519,mädels,girls,0.4
1520,mut,courage,0.0
1521,heilige,holy,0.6666666666666666
1522,laura,laura,1.0
1523,tier,animal,0.0
1524,system,system,1.0
1525,mannes,man,0.5
1526,wahnsinn,craziness,0.16666666666666666
1527,nee,nope,0.5
1528,rose,rose,1.0
1529,club,club,1.0
1530,geschlossen,closed,0.375
1531,hintern,butt,0.2
1532,is,is,1.0
1533,thema,theme,1.0
1534,fiel,fell,0.6666666666666666
1535,gehalten,held,0.4
1536,dorthin,there,0.4
1537,urlaub,holiday,0.25
1538,steig,climb,0.0
1539,vorwärts,forward,0.42857142857142855
1540,überprüfen,check over,0.0
1541,besseres,better,0.4
1542,beweis,proof,0.0
1543,baum,tree,0.0
1544,gebt,give,0.3333333333333333
1545,funktionieren,function,0.5714285714285714
1546,anscheinend,apparently,0.0
1547,lehrer,teacher,0.25
1548,hoffen,to hope,0.0
1549,bessere,better,0.5
1550,isst,eats,0.3333333333333333
1551,nachmittag,afternoon,0.0
1552,nem,nope,0.5
1553,risiko,risk,1.0
1554,chuck,chuck,1.0
1555,knast,prison,0.25
1556,entschuldigt,sorry,0.1111111111111111
1557,gilt,is applicable,0.125
1558,held,hero,0.3333333333333333
1559,daraus,from it,0.2
1560,erstes,first,0.5
1561,fräulein,young lady,0.14285714285714285
1562,rachel,rachel,1.0
1563,prima,great,0.3333333333333333
1564,brauchte,needed,0.0
1565,gewalt,violence,0.0
1566,dean,dean,1.0
1567,liebes,dear,0.0
1568,schaffst,make it,0.14285714285714285
1569,nachdenken,think,0.42857142857142855
1570,tor,gate,0.0
1571,erfahrung,experience,0.3333333333333333
1572,pläne,plans,0.5
1573,jagen,to hunt,0.2
1574,katze,cat,0.3333333333333333
1575,runde,round,1.0
1576,deutsche,german,0.0
1577,schwanz,tail,0.0
1578,taten,did,0.0
1579,lord,lord,1.0
1580,dringend,urgently,0.16666666666666666
1581,commander,commander,1.0
1582,großvater,grandfather,0.5
1583,sommer,summer,1.0
1584,gezeigt,shown,0.0
1585,hinterlassen,leave behind,0.0
1586,gewissen,conscience,0.3333333333333333
1587,getrunken,drunk,0.5
1588,wahre,real,0.0
1589,luke,hatch,0.0
1590,kunden,customers,0.0
1591,kate,kate,1.0
1592,zeugen,procreate,0.0
1593,geplant,planned,0.4
1594,amanda,amanda,1.0
1595,erreicht,reached,0.6
1596,stören,disturb,0.4
1597,stein,stone,1.0
1598,atmen,to breathe,0.16666666666666666
1599,hose,trousers,0.2
1600,weiße,white,0.3333333333333333
1601,sprichst,speak,0.2857142857142857
1602,größer,greater,0.6
1603,schickt,sends,0.16666666666666666
1604,city,city,1.0
1605,prinz,prince,0.75
1606,behandelt,treated,0.16666666666666666
1607,tote,dead,0.0
1608,überlegen,think,0.0
1609,karten,cards,0.25
1610,it,it,1.0
1611,d,i.e,0.0
1612,restaurant,restaurant,1.0
1613,roger,roger,1.0
1614,natur,nature,1.0
1615,carter,carter,1.0
1616,emily,emily,1.0
1617,mami,mommy,0.5
1618,verschwindet,disappears,0.1111111111111111
1619,lautet,reads,0.0
1620,streit,argument,0.2
1621,küssen,kiss,0.6
1622,sprich,speak,0.4
1623,längst,a long time ago,0.3333333333333333
1624,fängt,catches,0.0
1625,drüber,over,0.2
1626,gingen,went,0.25
1627,erlaubt,permitted,0.3333333333333333
1628,einzigen,single,0.25
1629,bad,bath,0.3333333333333333
1630,schmeckt,tastes,0.0
1631,kugel,bullet,0.25
1632,normalerweise,usually,0.14285714285714285
1633,schwarzen,black,0.0
1634,rauf,up,0.0
1635,flug,flight,0.6
1636,beruhigen,calm,0.0
1637,walter,walter,1.0
1638,halbe,half,0.6666666666666666
1639,dan,dan,1.0
1640,geschieht,happens,0.0
1641,entdeckt,discovered,0.0
1642,morgens,in the morning,0.3
1643,schlechter,worse,0.0
1644,vollkommen,completely,0.0
1645,gelogen,lied,0.25
1646,verfolgt,tracked,0.16666666666666666
1647,college,college,1.0
1648,weiteren,further,0.2
1649,chris,chris,1.0
1650,louis,louis,1.0
1651,eh,uh,1.0
1652,schwert,sword,0.5
1653,hunde,dogs,0.0
1654,steigen,climb,0.0
1655,verdammter,damn,0.2857142857142857
1656,dürfte,should,0.0
1657,riecht,smells,0.0
1658,labor,laboratory,0.5
1659,bat,asked,0.0
1660,tim,tim,1.0
1661,arthur,arthur,1.0
1662,mindestens,at least,0.2857142857142857
1663,fisch,fish,0.75
1664,füße,feet,0.3333333333333333
1665,stehst,stand,0.4
1666,erschießen,shoot,0.3333333333333333
1667,kuchen,cake,0.25
1668,versuchte,tried,0.16666666666666666
1669,zustand,status,0.4
1670,wunsch,wish,0.6
1671,gäste,guests,0.5
1672,erwähnt,mentioned,0.16666666666666666
1673,farbe,color,0.0
1674,van,van,1.0
1675,zufall,coincidence,0.0
1676,garten,garden,0.75
1677,junger,younger,0.75
1678,autos,cars,0.3333333333333333
1679,abgesehen,apart from,0.0
1680,fair,fair,1.0
1681,vertraut,trusted,0.2
1682,koffer,suitcase,0.0
1683,hieß,was called,0.0
1684,kurs,course,0.6666666666666666
1685,wirkt,works,0.75
1686,idioten,idiots,0.6666666666666666
1687,netter,nicer,0.5
1688,seitdem,since,0.25
1689,angegriffen,attacked,0.0
1690,geschichten,stories,0.125
1691,wahnsinnig,insane,0.42857142857142855
1692,ähnlich,similar,0.16666666666666666
1693,lily,lily,1.0
1694,aufgeben,give up,0.0
1695,england,england,1.0
1696,entführt,kidnapped,0.0
1697,ms.,ms.,1.0
1698,mistkerl,bastard,0.5
1699,ner,ner,1.0
1700,geschossen,shot,0.2857142857142857
1701,lager,warehouse,0.0
1702,besprechen,discuss,0.2857142857142857
1703,reihe,line,0.0
1704,polizisten,police officers,0.2222222222222222
1705,vogel,bird,0.0
1706,legt,lays,0.3333333333333333
1707,strand,beach,0.0
1708,amerikaner,american,0.6
1709,schwarz,black,0.0
1710,fern,remote,0.0
1711,fick,fuck,1.0
1712,scherz,joke,0.0
1713,san,san,1.0
1714,erzählte,told,0.16666666666666666
1715,wichser,wanker,0.4
1716,jake,jake,1.0
1717,langweilig,boring,0.16666666666666666
1718,womit,by which,0.14285714285714285
1719,geschäfte,businesses,0.14285714285714285
1720,my,my,1.0
1721,kapiert,got it,0.25
1722,nachher,later,0.2
1723,verlangt,required,0.16666666666666666
1724,schlägt,beats,0.0
1725,überzeugt,convinced,0.0
1726,irgendjemand,anyone,0.25
1727,rot,red,0.5
1728,soldat,soldier,0.75
1729,vorbereitet,prepared,0.3333333333333333
1730,geschah,happened,0.0
1731,reisen,to travel,0.16666666666666666
1732,termin,meeting,0.0
1733,gang,gear,0.3333333333333333
1734,stehlen,steal,0.6
1735,rechte,right,0.75
1736,rache,revenge,0.25
1737,bemerkt,noticed,0.0
1738,frankreich,france,0.5714285714285714
1739,stört,disturbs,0.3333333333333333
1740,radio,radio,1.0
1741,beruhige,calm down,0.0
1742,pferde,horses,0.0
1743,vertrag,contract,0.3333333333333333
1744,arbeitest,work,0.0
1745,dienst,service,0.0
1746,zählt,counts,0.0
1747,fragst,ask,0.2
1748,wesen,being,0.0
1749,bürgermeister,mayor,0.2222222222222222
1750,emma,emma,1.0
1751,fluss,river,0.0
1752,woran,on what,0.2
1753,geblieben,remained,0.0
1754,durcheinander,confused,0.25
1755,me,me,1.0
1756,ted,ted,1.0
1757,nette,nice,0.3333333333333333
1758,test,test,1.0
1759,mister,mister,1.0
1760,dadurch,thereby,0.2
1761,direktor,director,0.8
1762,wichtiger,more important,0.1111111111111111
1763,kevin,kevin,1.0
1764,scott,scott,1.0
1765,karriere,career,0.5
1766,akte,file,0.0
1767,erinnerung,memory,0.16666666666666666
1768,großmutter,grandmother,0.625
1769,erzähle,tell,0.2
1770,lösen,solve,0.0
1771,bravo,bravo,1.0
1772,griff,handle,0.0
1773,verfolgen,pursue,0.16666666666666666
1774,zweifel,doubt,0.0
1775,such,search,0.75
1776,sprache,language,0.0
1777,nerven,annoy,0.25
1778,officer,officers,0.8
1779,andy,andy,1.0
1780,langer,longer,1.0
1781,ziehe,pull,0.0
1782,entlassen,fire,0.0
1783,zweimal,twice,0.25
1784,abholen,collect,0.2
1785,washington,washington,1.0
1786,kollegen,colleagues,0.6
1787,doc,doctor,0.5
1788,fass,barrel,0.0
1789,szene,scene,0.6666666666666666
1790,robin,robin,1.0
1791,scheinen,seem to be,0.16666666666666666
1792,bösen,evil,0.0
1793,schaffe,manage,0.0
1794,pflicht,duty,0.0
1795,wache,guard,0.0
1796,neulich,recently,0.16666666666666666
1797,beeilen,hurry,0.0
1798,knie,knee,1.0
1799,alice,alice,1.0
1800,lauter,volume up,0.2
1801,spannende,exciting,0.16666666666666666
1802,unschuldig,innocent,0.2857142857142857
1803,folgt,follows,0.4
1804,schutz,protection,0.16666666666666666
1805,weshalb,why,0.4
1806,geheiratet,got married,0.2857142857142857
1807,woanders,somewhere else,0.25
1808,wurdest,became,0.0
1809,kuss,kiss,1.0
1810,verhindern,impede,0.14285714285714285
1811,erklärung,explanation,0.2857142857142857
1812,video,video,1.0
1813,rom,rome,1.0
1814,klug,smart,0.0
1815,kräfte,forces,0.2
1816,verlangen,to demand,0.0
1817,außerhalb,outside of,0.0
1818,opa,grandpa,0.2
1819,selbstverständlich,of course,0.13333333333333333
1820,aufstehen,stand up,0.16666666666666666
1821,hassen,to hate,0.0
1822,pete,pete,1.0
1823,gebrauchen,use,0.0
1824,geglaubt,believed,0.2
1825,milch,milk,0.5
1826,trink,drink,0.75
1827,gefeuert,fired,0.5
1828,erinnerungen,memories,0.14285714285714285
1829,müssten,would have to,0.0
1830,suchst,are looking for,0.0
1831,fährst,drive,0.16666666666666666
1832,kochen,cook,0.25
1833,schwach,weak,0.16666666666666666
1834,schreibt,writes,0.16666666666666666
1835,schulden,debts,0.0
1836,hinein,in,0.3333333333333333
1837,simon,simon,1.0
1838,grenze,border,0.25
1839,braut,bride,0.6666666666666666
1840,gebraucht,second hand,0.125
1841,peinlich,awkward,0.0
1842,klappt,works,0.0
1843,geheimnisse,secrets,0.16666666666666666
1844,joey,joey,1.0
1845,aufmerksamkeit,attention,0.0
1846,form,shape,0.0
1847,umsonst,for free,0.0
1848,kennenzulernen,get to know,0.1111111111111111
1849,überlebt,survived,0.16666666666666666
1850,nirgendwo,nowhere,0.16666666666666666
1851,meilen,miles,0.6666666666666666
1852,einfacher,easier,0.2
1853,blöde,stupid,0.25
1854,mond,moon,0.6666666666666666
1855,ergibt,results,0.4
1856,daten,data,0.6666666666666666
1857,merken,notice,0.0
1858,schande,shame,0.4
1859,fuck,fuck,1.0
1860,fühlte,felt,0.6
1861,jenny,jenny,1.0
1862,sieg,victory,0.0
1863,satt,fed up,0.0
1864,blödsinn,nonsense,0.2857142857142857
1865,adam,adam,1.0
1866,lisa,lisa,1.0
1867,pfund,lb,0.0
1868,handeln,act,0.0
1869,lois,lois,1.0
1870,enden,end up,0.5
1871,warm,warm,1.0
1872,raten,guess,0.0
1873,übersetzung,translation,0.25
1874,kunst,art,0.25
1875,kapitän,captain,0.6
1876,desto,the,0.0
1877,einsatz,mission,0.25
1878,schweigen,remain silent,0.125
1879,krankheit,disease,0.0
1880,toller,great,0.0
1881,schatten,the shade,0.0
1882,wachen,wake up,0.25
1883,tatsache,fact,0.2
1884,eric,eric,1.0
1885,stock,floor,0.0
1886,chief,chief,1.0
1887,hingehen,go there,0.2
1888,verboten,forbidden,0.5
1889,gäbe,would exist,0.0
1890,anzug,men's suit,0.14285714285714285
1891,leichen,corpses,0.0
1892,high,high,1.0
1893,beendet,completed,0.16666666666666666
1894,freitag,friday,0.5
1895,million,million,1.0
1896,verflucht,cursed,0.14285714285714285
1897,dunkel,dark,0.5
1898,geb,born,0.0
1899,enttäuscht,disappointed,0.0
1900,klopfen,beat,0.0
1901,spuren,sense,0.25
1902,dreck,dirt,0.5
1903,seiten,pages,0.0
1904,mühe,effort,0.0
1905,gezogen,drawn,0.25
1906,brian,brian,1.0
1907,kontrollieren,check,0.0
1908,knochen,bone,0.2
1909,schick,chic,0.6
1910,getrennt,cut,0.16666666666666666
