,french,spanish,Distances
953,préfère,prefiere,0.6666666666666666
954,coupable,culpable,0.8
955,rire,risa,0.5
956,payé,pagado,0.3333333333333333
957,soin,cuidado,0.0
958,milieu,ambiente,0.25
959,appartement,apartamento,0.8571428571428571
960,prochain,siguiente,0.0
961,cerveau,cerebro,0.5
962,paris,parís,0.75
963,blague,broma,0.3333333333333333
964,choisi,seleccionado,0.16666666666666666
965,époque,era,0.0
966,voie,camino,0.0
967,réunion,reunión,0.5
968,connu,conocido,0.5
969,allée,pasillo,0.25
970,intérêt,interés,0.5
971,cheval,caballo,0.5
972,combat,lucha,0.0
973,silence,silencio,1.0
974,coups,trazos,0.25
975,existe,existir,0.75
976,ia,ai,
977,retourne,devolver,0.0
978,tel,teléfono,0.4
979,trou,agujero,0.3333333333333333
980,public,audiencia,0.25
981,peter,tirarse un pedo,0.1111111111111111
982,oeil,ojo,0.0
983,pleine,completo,0.4
984,cacher,esconder,0.4
985,amoureux,enamorado,0.5
986,drogue,marihuana,0.25
987,commandant,el oficial al mando,0.18181818181818182
988,garçons,niños,0.2
989,faisons,hacer,0.0
990,paul,pablo,0.6666666666666666
991,tient,está aguantando,0.3333333333333333
992,est-elle,es ella,0.6
993,prise,enchufe,0.0
994,gouvernement,gobierno,0.42857142857142855
995,dirai,diría,0.6666666666666666
996,client,cliente,1.0
997,adresse,dirección,0.3333333333333333
998,journal,iniciar sesión,0.125
999,contact,contactar,0.8333333333333334
1000,dingue,loca,0.0
1001,sent,siente,1.0
1002,récupérer,recuperar,0.7142857142857143
1003,base,base,1.0
1004,preuves,evidencia,0.0
1005,présente,presente,0.8333333333333334
1006,peau,piel,0.5
1007,servir,servir,1.0
1008,peuple,poblada,0.5
1009,exemple,ejemplo,0.75
1010,fiche,forma,0.3333333333333333
1011,max,máximo,0.5
1012,promets,promesa,0.8
1013,lequel,cual,0.3333333333333333
1014,blessé,herir,0.0
1015,société,sociedad,0.4
1016,tort,equivocado,0.0
1017,sept,siete,0.6666666666666666
1018,pourriez,pudo,0.25
1019,savent,saber,0.25
1020,ouvert,abierto,0.6666666666666666
1021,héros,héroe,0.75
1022,menti,mintió,0.75
1023,mer,mar,1.0
1024,contente,feliz,0.0
1025,quitté,en paz,0.0
1026,jeter,tirar,0.3333333333333333
1027,sauvé,seguro,0.3333333333333333
1028,bière,cerveza,0.0
1029,assis,se sentó,0.3333333333333333
1030,robe,vestir,0.0
1031,ecoutez,escuchar,0.2
1032,devient,se convierte en,0.2222222222222222
1033,félicitations,felicidades,0.5
1034,opération,operación,0.4
1035,prévu,destinado,0.0
1036,tenez,mantener,0.4
1037,livres,libros,0.75
1038,répondre,responder,0.8333333333333334
1039,seuls,solo,0.6666666666666666
1040,pute,puta,1.0
1041,entrée,salón,0.0
1042,vol,vuelo,1.0
1043,horrible,horrible,1.0
1044,vin,vino,1.0
1045,dommage,verguenza,0.0
1046,dites-moi,dime,0.4
1047,colonel,coronel,0.75
1048,ramener,traer de vuelta,0.1111111111111111
1049,règles,normas,0.2
1050,nez,nariz,0.6666666666666666
1051,justice,justicia,1.0
1052,fbi,fbi,1.0
1053,découvert,descubierto,0.6666666666666666
1054,départ,salida,0.0
1055,bruit,ruido,0.3333333333333333
1056,secours,rescate,0.25
1057,vérifier,controlar,0.3333333333333333
1058,enceinte,embarazada,0.0
1059,mise,apuesta,0.3333333333333333
1060,témoin,testigo,0.25
1061,dirais,diría,0.6666666666666666
1062,directeur,director,1.0
1063,intéressant,interesante,0.75
1064,excuse,disculpar,0.16666666666666666
1065,environ,alrededor de,0.14285714285714285
1066,inutile,inútil,0.75
1067,terrible,horrible,0.8
1068,danse,baile,0.0
1069,position,posición,0.6
1070,humain,humano,1.0
1071,apparemment,aparentemente,0.5714285714285714
1072,avenir,viniendo,0.5
1073,rêves,sueños,0.25
1074,œil,ojo,0.0
1075,bête,bestia,0.6666666666666666
1076,sérieusement,en serio,0.14285714285714285
1077,bravo,bien hecho,0.16666666666666666
1078,approche,acercarse,0.2
1079,nourriture,alimento,0.2
1080,fric,dinero,0.0
1081,plupart,principalmente,0.3333333333333333
1082,lycée,escuela secundaria,0.2222222222222222
1083,tas,montón,0.2
1084,empêcher,evitar,0.16666666666666666
1085,longue,largo,0.6666666666666666
1086,sexe,sexo,1.0
1087,niveau,nivel,0.6666666666666666
1088,banque,banco,0.6666666666666666
1089,éviter,para evitar,0.5
1090,lune,luna,1.0
1091,pitié,lástima,0.2
1092,liberté,libertad,0.8
1093,expérience,experiencia,0.8333333333333334
1094,procès,caso de corte,0.125
1095,radio,radio,1.0
1096,hum,em,0.5
1097,verra,veremos,0.5
1098,thé,té,0.6666666666666666
1099,partez,abandonar,0.0
1100,utilisé,usó,0.25
1101,mur,pared,0.3333333333333333
1102,pose,establecido,0.0
1103,revenu,ingresos,0.2
1104,deuxième,en segundo,0.0
1105,bande,vendado,0.5
1106,asseyez-vous,siéntese,0.2857142857142857
1107,certaines,alguno,0.2
1108,ridicule,ridículo,0.8
1109,nord,norte,0.6666666666666666
1110,appelez,llamar,0.0
1111,copine,amigo,0.0
1112,baiser,beso,0.6666666666666666
1113,anglais,inglés,0.8
1114,henry,enrique,0.5
1115,toilettes,baño,0.0
1116,portes,puertas,1.0
1117,faudra,tendrá que,0.2857142857142857
1118,occupé,ocupado,0.5
1119,grands,grande,0.8
1120,and,y,0.0
1121,dérange,molesta,0.0
1122,rôle,role,0.6666666666666666
1123,censé,supuesto,0.25
1124,savez-vous,¿lo sabías?,0.125
1125,james,james,1.0
1126,reine,reina,1.0
1127,croit,cree,0.6666666666666666
1128,cour,tribunal,0.2
1129,église,iglesia,0.75
1130,vide,vacío,0.3333333333333333
1131,obtenir,obtener,1.0
1132,conneries,mierda,0.2
1133,ennuis,problema,0.0
1134,personnel,personal,0.8333333333333334
1135,conduire,conducir,0.8
1136,tombé,caídas,0.0
1137,sol,suelo,1.0
1138,code,codificado,0.4
1139,huit,ocho,0.0
1140,espoir,esperar,0.75
1141,comprenez,comprender,0.7142857142857143
1142,spécial,especial,0.8
1143,vidéo,video,0.6666666666666666
1144,vêtements,ropa,0.0
1145,défense,defensa,0.8
1146,alex,alex,1.0
1147,sud,sur,0.5
1148,grand-mère,abuela,0.0
1149,match,juego,0.0
1150,bombe,bomba,1.0
1151,intéresse,interesado,0.6666666666666666
1152,zone,área,0.0
1153,tante,tía,0.3333333333333333
1154,paraît,parece,0.5
1155,excuser,disculpar,0.3333333333333333
1156,magasin,tienda,0.0
1157,marier,casar,0.3333333333333333
1158,chère,querida,0.0
1159,souvenir,acuerdo,0.0
1160,proche,cerca,0.5
1161,revient,regresar,0.2
1162,danny,danny,1.0
1163,douleur,dolor,1.0
1164,arrivera,llegar a,0.2
1165,presse,apuro,0.5
1166,merveilleux,maravilloso,0.8333333333333334
1167,asseoir,sentar,0.5
1168,ravi,contento,0.0
1169,aimais,amado,0.5
1170,h.,h.,1.0
1171,amérique,america,0.5
1172,fenêtre,ventana,0.4
1173,mien,mía,0.5
1174,terrain,terrestre,0.5
1175,sergent,sargento,1.0
1176,peux-tu,puedes,0.25
1177,projet,proyecto,0.6
1178,quartier,pieza,0.0
1179,planète,planeta,0.8
1180,certainement,definitivamente,0.5
1181,rapide,rápido,0.75
1182,lorsque,cuando,0.0
1183,assurer,para asegurar,0.42857142857142855
1184,rendu,rendido,0.75
1185,mignon,lindo,0.25
1186,tourne,transformado,0.375
1187,danser,bailar,0.25
1188,bob,beto,0.5
1189,clients,clientela,0.8
1190,petites,pequeña,0.25
1191,aimez,amor,0.5
1192,présenter,presentar,0.8571428571428571
1193,importance,importancia,1.0
1194,venus,venus,1.0
1195,jimmy,palanqueta,0.0
1196,sache,saber,0.3333333333333333
1197,mérite,merecido,0.25
1198,machine,máquina,0.5
1199,derniers,ultimo,0.0
1200,programme,programa,0.8333333333333334
1201,mesdames,señoras,0.4
1202,meilleurs,mejor,0.4
1203,honnête,honesto,0.6
1204,essayez,probar,0.0
1205,irai,iré,0.5
1206,connard,estúpido,0.2
1207,occasion,oportunidad,0.16666666666666666
1208,prouver,demostrar,0.16666666666666666
1209,travaillé,trabajar,0.3333333333333333
1210,glace,helado,0.3333333333333333
1211,parie,apuesta,0.3333333333333333
1212,camion,camión,0.75
1213,fier,orgulloso,0.0
1214,discuter,conversar,0.16666666666666666
1215,village,pueblo,0.25
1216,spectacle,espectáculo,0.8571428571428571
1217,nul,malo,0.5
1218,rose,rosado,0.6666666666666666
1219,touché,pegar,0.0
1220,mangé,comer,0.0
1221,vis,tornillo,0.0
1222,parole,discurso,0.2
1223,rencontre,reunir,0.5
1224,apprécie,valorar,0.2
1225,jane,jane,1.0
1226,réalité,la realidad,0.16666666666666666
1227,savons,jabones,0.5
1228,respect,respeto,0.8
1229,remettre,volver a poner,0.2222222222222222
1230,vacances,vacaciones,0.6
1231,détruire,destruir,0.8
1232,choisir,elegir,0.25
1233,ha,decir ah,0.2
1234,découvrir,descubrir,0.6666666666666666
1235,idées,ideas,0.6666666666666666
1236,officier,oficial,0.5
1237,frères,hermanos,0.4
1238,sert,sirve,0.6666666666666666
1239,bill,factura,0.0
1240,solution,solución,0.6
1241,informations,información,0.5714285714285714
1242,attendais,estaba esperando,0.2222222222222222
1243,monstre,fenómeno,0.2
1244,sexy,sexy,1.0
1245,ordinateur,computadora,0.3333333333333333
1246,retrouvé,fundar,0.0
1247,nature,naturaleza,0.6
1248,rappeler,recuerdo,0.2
1249,énergie,energía,0.5
1250,pierre,piedra,0.6666666666666666
1251,utilise,usó,0.0
1252,pression,presión,0.8
1253,chaussures,zapatos,0.16666666666666666
1254,faite,hecho,0.0
1255,histoires,cuentos,0.4
1256,sarah,sara,0.6666666666666666
1257,marié,marie,0.6666666666666666
1258,espace,espacio,1.0
1259,nick,mella,0.0
1260,portable,portátil,0.6666666666666666
1261,préparer,preparar,0.8333333333333334
1262,nécessaire,necesario,0.6666666666666666
1263,court,corre,0.6666666666666666
1264,offrir,ofrecer,0.5
1265,will,voluntad,0.2
1266,ai-je,tengo,0.0
1267,tony,tony,1.0
1268,envers,hacia,0.0
1269,bain,bañera,0.3333333333333333
1270,charge,cobrar,0.5
1271,mary,maría,0.6666666666666666
1272,harry,harry,1.0
1273,jim,jim,1.0
1274,ennemi,enemigo,0.3333333333333333
1275,arrivent,llegar,0.0
1276,immédiatement,inmediatamente,0.75
1277,finalement,por último,0.14285714285714285
1278,énorme,enorme,0.75
1279,grand-père,abuelo,0.0
1280,test,prueba,0.0
1281,gagne,ganó,0.3333333333333333
1282,réfléchir,reflejar,0.5
1283,victimes,victimas,1.0
1284,chanter,cantar,0.8
1285,futur,futuro,1.0
1286,lâche,cobardemente,0.0
1287,mademoiselle,señorita,0.0
1288,copain,novio,0.0
1289,enlever,para eliminar,0.2857142857142857
1290,pensez-vous,tu crees,0.14285714285714285
1291,retrouve,encontrar,0.3333333333333333
1292,épouser,casar,0.5
1293,fleurs,flores,1.0
1294,salope,puta,0.0
1295,gosse,niño,0.0
1296,arranger,arreglar,0.6
1297,riche,rico,0.6666666666666666
1298,faits,hechos,0.25
1299,ancien,antiguo,0.3333333333333333
1300,stop,deténgase,0.16666666666666666
1301,accepter,aceptar,0.8
1302,restes,restos,1.0
1303,nouveaux,nuevo,0.6666666666666666
1304,sauter,saltar,0.75
1305,suspect,sospechoso,0.6666666666666666
1306,vies,vive,0.5
1307,durant,durante,1.0
1308,invité,invitado,0.75
1309,politique,política,0.6
1310,dents,dientes,1.0
1311,patient,paciente,0.75
1312,repas,comida,0.0
1313,urgence,emergencia,0.8
1314,cartes,tarjetas,0.6
1315,jambes,piernas,0.25
1316,conversation,conversación,0.75
1317,telle,tal,0.6666666666666666
1318,bus,autobús,0.5
1319,to,a,0.0
1320,tourner,girar,0.5
1321,toucher,tocar,0.75
1322,mémoire,memoria,0.75
1323,série,serie,0.6666666666666666
1324,mariée,casada,0.0
1325,contraire,opuesto,0.2
1326,vent,viento,1.0
1327,taille,tamaño,0.3333333333333333
1328,donnez-moi,dame,0.3333333333333333
1329,trouves,fundar,0.0
1330,celui-là,aquél,0.2
1331,chat,gato,0.3333333333333333
1332,continuez,seguir,0.0
1333,contrat,contrato,1.0
1334,couteau,cuchillo,0.2
1335,double,doble,1.0
1336,dure,difícil,0.2
1337,carrière,carrera profesional,0.36363636363636365
1338,excuse-moi,disculpe,0.0
1339,ray,rayo,1.0
1340,regardé,mirar,0.2
1341,descendre,para ir abajo,0.0
1342,université,universidad,0.6666666666666666
1343,sentiments,sentimientos,1.0
1344,papier,papel,0.6666666666666666
1345,remarqué,observó,0.2
1346,noms,sustantivos,0.2857142857142857
1347,vécu,vivió,0.3333333333333333
1348,courage,coraje,0.6666666666666666
1349,beauté,belleza,0.25
1350,bu,bebió,0.3333333333333333
1351,tais-toi,cállate,0.2
1352,après-midi,tarde,0.2857142857142857
1353,excellent,excelente,0.8333333333333334
1354,assieds-toi,siéntate,0.3333333333333333
1355,richard,ricardo,0.8
1356,propres,limpio,0.2
1357,parmi,entre,0.0
1358,forte,fuerte,1.0
1359,couple,pareja,0.0
1360,aiment,amor,0.3333333333333333
1361,permis,permiso,1.0
1362,différence,diferencia,0.7142857142857143
1363,faudrait,debería,0.25
1364,course,la raza,0.25
1365,humains,humanos,1.0
1366,dégage,claro,0.0
1367,mille,mil,0.6666666666666666
1368,accès,acceso,0.75
1369,cible,objetivo,0.0
1370,joyeux,alegre,0.0
1371,bonheur,felicidad,0.0
1372,aimait,amado,0.5
1373,manqué,falta,0.0
1374,action,valores,0.0
1375,steve,steve,1.0
1376,aidé,ayuda,0.0
1377,vouliez,querido,0.0
1378,trouvez,encontrar,0.16666666666666666
1379,films,películas,0.3333333333333333
1380,emmène,tomar,0.25
1381,marie,marie,1.0
1382,taxi,taxi,1.0
1383,restaurant,restaurante,1.0
1384,crise,crisis,0.75
1385,piste,pista,1.0
1386,dernières,más reciente,0.125
1387,puisque,ya que,0.3333333333333333
1388,blanche,blanca,0.8
1389,coupe,cortado,0.25
1390,secrets,misterios,0.4
1391,prince,príncipe,0.6666666666666666
1392,marrant,gracioso,0.2
1393,raisons,razones,0.75
1394,refuse,denegado,0.0
1395,apporté,trajo,0.2
1396,cassé,roto,0.0
1397,lors,durante,0.25
1398,mettez,poner,0.0
1399,dis-lui,dile,0.5
1400,tuée,delicado,0.0
1401,maladie,enfermedad,0.3333333333333333
1402,mienne,mía,0.3333333333333333
1403,rentré,vete a casa,0.0
1404,week-end,fin de semana,0.0
1405,excuses,excusas,1.0
1406,km,millas,0.0
1407,alcool,alcohol,0.75
1408,voudrait,gustaría,0.2
1409,fil,hilo,0.5
1410,rends,devolver,0.0
1411,quitte,en paz,0.0
1412,couché,mintiendo,0.0
1413,disons,digamos,0.5
1414,totalement,totalmente,1.0
1415,claire,claro,1.0
1416,it,eso,0.0
1417,londres,londres,1.0
1418,remercier,gracias,0.4
1419,mêmes,mismo,0.5
1420,partis,desaparecido,0.3333333333333333
1421,pensait,pensamiento,0.6666666666666666
1422,île,isla,0.5
1423,tommy,tommy,1.0
1424,remercie,gracias,0.25
1425,caméra,cámara,0.5
1426,pensent,pensar,0.6
1427,suis-je,soy yo,0.25
1428,pleurer,llorar,0.75
1429,régler,ajustar,0.2
1430,ouvrez,abierto,0.3333333333333333
1431,entier,completo,0.0
1432,foutu,maldita sea,0.16666666666666666
1433,types,tipo,0.5
1434,fermer,cerca,0.25
1435,animaux,animales,0.5
1436,dise,decir,0.3333333333333333
1437,image,imagen,0.6666666666666666
1438,étage,escenario,0.0
1439,rejoindre,reunirse con,0.14285714285714285
1440,soldats,soldados,0.8
1441,amuser,entretener,0.16666666666666666
1442,points,puntos,1.0
1443,suivi,seguido,0.3333333333333333
1444,oubliez,olvidar,0.0
1445,langue,lengua,1.0
1446,direction,dirección,0.6666666666666666
1447,frais,costos,0.25
1448,veuillez,por favor,0.0
1449,miss,señorita,0.0
1450,soldat,soldado,0.75
1451,couleur,color,1.0
1452,bouger,mover,0.3333333333333333
1453,frappé,golpeado,0.2
1454,frapper,golpear,0.4
1455,venait,vino,0.6666666666666666
1456,raté,omitido,0.3333333333333333
1457,évidemment,obviamente,0.5714285714285714
1458,sacré,sagrado,0.5
1459,clés,llaves,0.5
1460,mentir,mentir,1.0
1461,épouse,esposa,0.6666666666666666
1462,troisième,tercera,0.4
1463,johnny,johnny,1.0
1464,amy,amy,1.0
1465,jésus,jesús,0.5
1466,faible,débil,0.5
1467,ryan,ryan,1.0
1468,afin,con el fin de,0.2222222222222222
1469,bleu,azul,0.5
1470,failli,arruinado,0.0
1471,courir,correr,0.75
1472,américain,americano,0.8
1473,détails,detalles,0.6
1474,pont,puente,1.0
1475,gay,homosexual,0.0
1476,regarde-moi,mírame,0.3333333333333333
1477,jake,jake,1.0
1478,billy,porra,0.0
1479,attraper,capturar,0.4
1480,papiers,documentos,0.16666666666666666
1481,poisson,pez,0.25
1482,lui-même,él mismo,0.5
1483,wow,guau,0.0
1484,chiens,perros,0.25
1485,date,fecha,0.0
1486,intention,intención,0.6666666666666666
1487,procureur,fiscal,0.2
1488,goût,gusto,0.6666666666666666
1489,pourras,pueden,0.25
1490,shérif,alguacil,0.0
1491,sais-tu,¿lo sabías?,0.125
1492,arrêt,deténgase,0.0
1493,sourire,sonreír,0.6
1494,lait,leche,0.3333333333333333
1495,chasse,caza,0.25
1496,signal,señal,0.5
1497,parlait,habló,0.25
1498,destin,destino,1.0
1499,marre,harto,0.3333333333333333
1500,français,francés,0.6666666666666666
1501,princesse,princesa,0.8333333333333334
1502,paie,pagar,0.3333333333333333
1503,foi,fe,1.0
1504,chier,echar un basurero,0.3
1505,dois-je,debería,0.25
1506,présence,presencia,0.8333333333333334
1507,doigts,dedos,0.5
1508,partenaire,pareja,0.4
1509,quelles,qué,0.25
1510,daniel,daniel,1.0
1511,préféré,prefiere,0.5714285714285714
1512,adieu,adiós,0.3333333333333333
1513,costume,traje,0.0
1514,entreprise,empresa,0.5
1515,utile,útil,0.6666666666666666
1516,calme-toi,cálmate,0.6
1517,lien,enlace,0.3333333333333333
1518,unique,unico,0.5
1519,appartient,pertenece,0.6666666666666666
1520,attendant,esperando,0.16666666666666666
1521,amené,traer,0.0
1522,moindre,menor,0.75
1523,quels,qué,0.3333333333333333
1524,amener,traer,0.3333333333333333
1525,amène,traer,0.0
1526,enfoiré,hijo de puta,0.0
1527,recherches,investigar,0.0
1528,discours,discurso,1.0
1529,données,datos,0.4
1530,robert,roberto,1.0
1531,art,arte,1.0
1532,appelles,llamar,0.2
1533,salaud,bastardo,0.4
1534,penses-tu,tu crees,0.0
1535,magie,magia,1.0
1536,bouteille,botella,1.0
1537,justement,exactamente,0.6666666666666666
1538,raconter,decir,0.4
1539,rapidement,rápidamente,0.8571428571428571
1540,bref,corto,0.3333333333333333
1541,tribunal,tribunal,1.0
1542,viendra,vendrá,0.8
1543,passée,pasado,0.5
1544,superbe,impresionante,0.2857142857142857
1545,pourrai,pudo,0.3333333333333333
1546,pièces,monedas,0.25
1547,certaine,cierto,0.75
1548,obligé,obligatorio,0.6
1549,formidable,enorme,0.3333333333333333
1550,pause,pausa,1.0
1551,identité,identificar,0.5
1552,campagne,país,0.2
1553,lee,sotavento,0.0
1554,couper,cortar,0.5
1555,mark,marcos,0.5
1556,morceau,pieza,0.0
1557,os,hueso,0.5
1558,lettres,letras,0.8
1559,nombre,número,0.5
1560,intelligent,inteligente,0.8571428571428571
1561,gâteau,pastel,0.25
1562,dépend,depende,0.8
1563,job,trabajo,0.25
1564,jeux,juegos,0.3333333333333333
1565,compter,contar,0.6
1566,cou,cuello,0.3333333333333333
1567,of,de,0.0
1568,reprendre,retomar,0.3333333333333333
1569,joie,alegría,0.0
1570,agents,oficiales,0.25
1571,gardes,guardias,1.0
1572,star,estrella,0.6
1573,regard,vistazo,0.0
1574,demandez,pedir,0.2
1575,balles,pelotas,0.5
1576,vendu,vendido,0.75
1577,majesté,majestad,0.8
1578,menace,amenaza,0.6666666666666666
1579,malgré,a pesar de,0.16666666666666666
1580,appareil,dispositivo,0.16666666666666666
1581,demandais,estaba preguntando,0.09090909090909091
1582,là-haut,allí arriba,0.14285714285714285
1583,privé,privado,0.75
1584,adam,adán,0.3333333333333333
1585,forces,fortalezas,0.5
1586,fonctionne,obras,0.0
1587,méchant,malo,0.16666666666666666
1588,jambe,pierna,0.0
1589,empreintes,huellas dactilares,0.18181818181818182
1590,ange,ángel,0.5
1591,agir,actuar,0.3333333333333333
1592,noire,negro,0.6666666666666666
1593,imbécile,imbécil,1.0
1594,gentille,amable,0.2
1595,labo,laboratorio,0.4
1596,résultats,resultados,0.7142857142857143
1597,toi-même,tu mismo,0.6
1598,cinéma,cine,0.5
1599,nouvel,nuevo,0.6666666666666666
1600,malheureusement,desgraciadamente,0.4444444444444444
1601,décider,decidir,0.8
1602,né,nacido,0.3333333333333333
1603,importante,importante,1.0
1604,voulons,querer,0.0
1605,détruit,destruir,0.6
1606,parfaitement,perfectamente,0.875
1607,martin,martín,0.8
1608,produit,producto,0.8
1609,réparer,reparar,0.8
1610,chapeau,sombrero,0.0
1611,gérer,administrar,0.2857142857142857
1612,écoute-moi,escúchame,0.3333333333333333
1613,adn,adn,1.0
1614,échange,intercambio,0.0
1615,mince,delgada,0.0
1616,bougez,muevete,0.0
1617,parfaite,perfecto,0.8
1618,meurt,muere,0.6666666666666666
1619,fout,folla,0.3333333333333333
1620,vitesse,velocidad,0.2
1621,fermé,granja,0.25
1622,succès,pegar,0.0
1623,au-dessus,encima,0.0
1624,etre,estar,0.6666666666666666
1625,souvenirs,recuerdos,0.2
1626,comprend,comprender,0.8571428571428571
1627,odeur,olor,0.5
1628,pain,pan de molde,0.25
1629,falloir,necesitar,0.2
1630,aise,fácil,0.0
1631,caché,oculto,0.25
1632,règle,regla,0.75
1633,imaginer,imaginar,1.0
1634,raconte,relata,0.5
1635,vus,visto,0.6666666666666666
1636,accepté,aceptado,0.6
1637,trouvée,fundar,0.0
1638,dors,dormir,0.5
1639,celui-ci,éste,0.0
1640,ministre,ministro,1.0
1641,infos,información,0.2857142857142857
1642,vendredi,viernes,0.2
1643,voitures,coches,0.25
1644,lever,elevar,1.0
1645,arbre,árbol,0.5
1646,maire,alcalde,0.0
1647,faveur,favor,1.0
1648,pourraient,pudo,0.2
1649,prendra,tomará,0.0
1650,surpris,sorprendido,0.5714285714285714
1651,jeté,yo te,0.0
1652,également,además,0.16666666666666666
1653,fac,colega,0.0
1654,apporter,traer,0.4
1655,washington,washington,1.0
1656,champ,campo,0.75
1657,peut-on,podemos,0.25
1658,comptes,cuentas,0.6
1659,échapper,escapar,0.5
1660,valeur,valor,1.0
1661,in,en,1.0
1662,réel,real,0.6666666666666666
1663,couverture,cubrir,0.6
1664,million,millón,0.8
1665,article,artículo,0.8
1666,doux,suave,0.0
1667,parc,parque,0.6666666666666666
1668,toit,techo,0.3333333333333333
1669,unité,unidad,0.3333333333333333
1670,resté,descansar,0.16666666666666666
1671,plage,playa,0.6666666666666666
1672,partager,"compartir, repartir",0.3076923076923077
1673,malin,inteligente,0.3333333333333333
1674,recevoir,recibir,0.75
1675,inquiétez,preocuparse,0.0
1676,attendu,esperado,0.25
1677,charles,charles,1.0
1678,coffre,cofre,0.75
1679,uh,oh,1.0
1680,eddie,eddie,1.0
1681,chris,cris,0.75
1682,celle-là,aquella,0.3333333333333333
1683,ramène,devuelvelas,0.0
1684,mode,moda,1.0
1685,folie,locura,0.0
1686,extérieur,exterior,0.8
1687,van,camioneta,0.25
1688,membre,miembro,1.0
1689,prévenir,prevenir,0.8333333333333334
1690,cache,oculto,0.3333333333333333
1691,inquiéter,preocuparse,0.16666666666666666
1692,hasard,casualidad,0.4
1693,concerne,preocupado,0.2
1694,réponds,responder,0.6666666666666666
1695,génie,genio,0.6666666666666666
1696,parlais,estaba hablando,0.1111111111111111
1697,parlons,hablemos,0.4
1698,jardin,jardín,0.8
1699,saison,temporada,0.0
1700,montré,reloj,0.0
1701,frappe,golpeado,0.25
1702,enchanté,encantada,0.6666666666666666
1703,gosses,niños,0.25
1704,abandonner,abandonar,0.8333333333333334
1705,assure,asegura,0.6666666666666666
1706,apporte,trajo,0.25
1707,prépare,preparado,0.6
1708,mètres,metros,0.8
1709,suivant,próximo,0.0
1710,souhaite,deseo,0.0
1711,services,servicios,1.0
1712,ouest,oeste,1.0
1713,va-t',cómo estás,0.125
1714,poids,peso,0.6666666666666666
1715,poche,escalfado,0.2
1716,faisant,haciendo,0.25
1717,répondu,contestada,0.16666666666666666
1718,directement,directamente,1.0
1719,source,fuente,0.0
1720,france,francia,1.0
1721,créer,crear,0.75
1722,samedi,sábado,0.5
1723,aidez-moi,ayúdame,0.25
1724,univers,universo,1.0
1725,saura,sabrá,0.5
1726,réalisé,comprendió,0.0
1727,américains,americano,0.6666666666666666
1728,perds,perder,0.75
1729,membres,miembros,1.0
1730,viande,carne,0.0
1731,o',oh,0.0
1732,bobby,poli,0.0
1733,sont-ils,son ellos,0.6666666666666666
1734,crois-moi,créeme,0.6
1735,amoureuse,enamorado,0.5
1736,grandes,largo,0.2
1737,changement,cambio,0.2857142857142857
1738,compliqué,complicado,0.6666666666666666
1739,bal,pelota,0.3333333333333333
1740,page,página,0.5
1741,conduit,guías,0.0
1742,passage,paso,0.5
1743,piège,trampa,0.0
1744,kevin,kevin,1.0
1745,ressens,sentir,0.2
1746,accepte,aceptado,0.5
1747,grace,gracia,1.0
1748,fais-le,hazlo,0.25
1749,amusant,divertida,0.2
1750,dan,dan,1.0
1751,donnez,dar,0.25
1752,traces,pistas,0.25
1753,trésor,tesoro,0.6
1754,explique,explique,1.0
1755,fesses,nalgas,0.25
1756,perte,pérdida,0.4
1757,fantôme,fantasma,0.8
1758,naissance,nacimiento,0.4
1759,retraite,jubilado,0.0
1760,regardes,mira,0.2
1761,franchement,francamente,0.875
1762,côtés,lados,0.2
1763,larry,larry,1.0
1764,étranger,extranjero,0.6666666666666666
1765,poulet,pollo,0.6666666666666666
1766,vienne,venir,0.6666666666666666
1767,débarrasser,librar,0.375
1768,enlève,quitar,0.0
1769,marque,marca,0.6666666666666666
1770,mens,mentir,0.5
1771,fantastique,fantástico,0.7142857142857143
1772,cent,ciento,1.0
1773,beaux,hermosos,0.0
1774,entendez,oír,0.0
1775,ouverte,abrió,0.3333333333333333
1776,bâtiment,edificio,0.0
1777,a-t-elle,ella ha,0.0
1778,devrions,debería,0.4
1779,embrasser,besar,0.5
1780,tombée,caído,0.0
1781,manquer,faltar,0.25
1782,entré,entre,0.75
1783,san,sin que,0.5
1784,chevaux,caballos,0.2
1785,habite,residir,0.0
1786,animal,animal,1.0
1787,fatigué,cansado,0.0
1788,heureusement,por suerte,0.3333333333333333
1789,billets,entradas,0.2
1790,convaincre,convencer,1.0
1791,appelait,estaba llamando,0.1111111111111111
1792,rachel,raquel,0.5
1793,paradis,cielo,0.0
1794,émission,emisión,0.6
1795,lance,lanza,0.6666666666666666
1796,nettoyer,limpiar,0.2
1797,file,cola,0.5
1798,dimanche,domingo,0.6
1799,agréable,agradable,0.8
1800,plans,planos,1.0
1801,conscience,conciencia,0.8333333333333334
1802,ennemis,enemigos,0.5
1803,disant,dicho,0.25
1804,connaissance,conocimiento,0.42857142857142855
1805,douce,amable,0.0
1806,belles,hermosas,0.2
1807,sentiment,sentimiento,1.0
1808,bataille,batalla,1.0
1809,perd,perder,0.75
1810,pourrez,pueden,0.25
1811,relations,relaciones,0.8
1812,espérais,esperado,0.6
1813,fais-moi,hazme,0.25
1814,vôtre,su,0.0
1815,servi,servido,0.75
1816,souci,preocuparse,0.16666666666666666
1817,note,nota,1.0
1818,doigt,dedo,0.3333333333333333
1819,mensonge,mintiendo,0.6
1820,volonté,voluntad,0.8
