,spanish,french,Distances
938,destino,destin,1.0
939,base,base,1.0
940,solía,habitué,0.0
941,cliente,client,1.0
942,irse,pars,0.6666666666666666
943,perra,chienne,0.0
944,james,james,1.0
945,encuentro,rencontre,0.8333333333333334
946,encontró,il a trouvé,0.2857142857142857
947,pelea,lutte,0.0
948,san,saint,0.6666666666666666
949,norte,nord,0.6666666666666666
950,quise,je voulais,0.2
951,coronel,colonel,0.75
952,apuesto,beau,0.0
953,peligroso,dangereux,0.4
954,viva,direct,0.0
955,max,maximum,0.5
956,vienes,tu viens,0.6
957,necesitan,ils ont besoin,0.2222222222222222
958,té,thé,0.6666666666666666
959,excepto,à l'exception,0.4444444444444444
960,juicio,jugement,0.2
961,podamos,nous pouvons,0.2857142857142857
962,llave,clé,0.3333333333333333
963,equivocado,mauvais,0.25
964,posición,position,0.6
965,trasero,arrière,0.5
966,irnos,s'en aller,0.14285714285714285
967,espalda,dos,0.0
968,excelente,excellent,0.8333333333333334
969,éxito,succès,0.0
970,modos,modes,1.0
971,ventana,la fenêtre,0.2857142857142857
972,veamos,voyons voir,0.2857142857142857
973,especie,espèces,0.6
974,diferencia,différence,0.7142857142857143
975,formas,formes,1.0
976,pedir,interroger,0.16666666666666666
977,últimos,dernier,0.0
978,escúchame,écoutez-moi,0.3333333333333333
979,ejemplo,exemple,0.75
980,ése,ce,0.0
981,radio,radio,1.0
982,lee,lis,0.5
983,calma,calmer,0.75
984,hogar,foyer,0.3333333333333333
985,volveré,je reviendrai,0.14285714285714285
986,fondo,contexte,0.2
987,humano,humain,1.0
988,henry,henri,0.75
989,tí,tu,0.5
990,iremos,nous irons,0.3333333333333333
991,unidos,uni,0.3333333333333333
992,jesús,jésus,0.5
993,planeta,planète,0.8
994,verme,regarde moi,0.3333333333333333
995,respecto,qui concerne,0.14285714285714285
996,regreso,revenir,0.25
997,debido,exigible,0.25
998,leer,lis,0.5
999,parar,arrêt,0.25
1000,lleno,plein,0.6666666666666666
1001,dejé,pars,0.0
1002,respeto,respect,0.8
1003,debajo,en dessous de,0.125
1004,harry,harry,1.0
1005,escribir,écrire,0.6
1006,estación,station,0.6
1007,pidió,a demandé,0.16666666666666666
1008,alta,haute,0.5
1009,pista,indice,0.0
1010,estrella,etoile,0.4
1011,enfermo,malade,0.0
1012,duele,fait mal,0.2
1013,sueños,rêves,0.25
1014,veremos,on verra,0.2
1015,miles,milliers,0.6
1016,darme,donne-moi,0.4
1017,órdenes,ordres,0.6
1018,ocupado,occupé,0.5
1019,sigues,es-tu encore,0.14285714285714285
1020,corre,court,0.6666666666666666
1021,podido,j'ai,0.0
1022,dejes,laisser,0.25
1023,nivel,niveau,0.6666666666666666
1024,experiencia,vivre,0.2
1025,darte,pour te donner,0.2222222222222222
1026,salida,sortir,0.25
1027,decirlo,dis-le,0.5
1028,confiar,confiance,0.6
1029,hacerte,te faire,0.0
1030,necesitaba,nécessaire,0.5
1031,hermanos,frères,0.4
1032,zapatos,des chaussures,0.1111111111111111
1033,color,couleur,1.0
1034,vistazo,coup d'œil,0.0
1035,nena,poussin,0.25
1036,tratar,traiter,1.0
1037,parecer,paraître,0.6
1038,juez,juge,0.5
1039,próximo,suivant,0.0
1040,paciente,patient,0.75
1041,bolsa,sac,0.0
1042,arte,art,1.0
1043,mary,marie,0.6666666666666666
1044,jugando,en jouant,0.2
1045,llevas,tu portes,0.16666666666666666
1046,alegra,content,0.0
1047,bailar,danser,0.25
1048,diablo,diable,1.0
1049,oí,j'ai entendu,0.0
1050,sepa,connaître,0.0
1051,sur,sud,0.5
1052,banda,bande,1.0
1053,aprender,apprendre,0.8333333333333334
1054,precio,le prix,0.4
1055,completo,achevée,0.2
1056,santo,saint,1.0
1057,culpable,coupable,0.8
1058,ganas,désir,0.25
1059,you,tu,0.0
1060,verla,la voir,0.25
1061,volvió,est revenu,0.16666666666666666
1062,libros,livres,0.75
1063,ojo,œil,0.0
1064,cielos,cieux,0.3333333333333333
1065,matado,tué,0.3333333333333333
1066,azul,bleu,0.5
1067,diferentes,différent,0.5714285714285714
1068,irte,s'en aller,0.0
1069,ia,entre autres,0.0
1070,comandante,le commandant,0.6666666666666666
1071,acción,action,0.5
1072,reglas,règles,0.8
1073,obra,chantier de construction,0.0625
1074,esperanza,espoir,0.6
1075,cuestión,question,0.6
1076,molesta,bouleversé,0.3333333333333333
1077,bill,facture,0.0
1078,informe,rapport,0.2
1079,jimmy,jimmy,1.0
1080,río,fleuve,0.0
1081,bienvenido,accueillir,0.0
1082,abrir,ouvert,0.3333333333333333
1083,tocar,toucher,0.75
1084,bob,bob,1.0
1085,contar,compter,0.6
1086,sigo,je suis,0.25
1087,interior,à l'intérieur,0.4444444444444444
1088,apartamento,appartement,0.8571428571428571
1089,vea,voir,0.5
1090,preocupa,des soucis,0.16666666666666666
1091,tomó,je prends,0.0
1092,principal,majeur,0.0
1093,empieza,commencer,0.16666666666666666
1094,londres,londres,1.0
1095,empezó,ça a commencé,0.1111111111111111
1096,vayan,aller,0.0
1097,jim,jim,1.0
1098,llaman,appel,0.0
1099,ojalá,je souhaite,0.2
1100,perdona,pardon,1.0
1101,vuelvo,je reviens,0.16666666666666666
1102,golpe,souffler,0.2
1103,quedarme,rester,0.0
1104,llamaré,je vais appeler,0.0
1105,acabado,terminer,0.0
1106,estilo,style,0.75
1107,nueve,neuf,0.5
1108,definitivamente,absolument,0.375
1109,quedar,rester,0.25
1110,cartas,cartes,1.0
1111,bomba,bombe,1.0
1112,guardia,gardien,0.75
1113,pistola,pistolet,0.8
1114,probar,tester,0.25
1115,majestad,majesté,0.8
1116,traer,apporter,0.4
1117,marcha,mars,0.5
1118,pareces,tu sembles,0.14285714285714285
1119,común,commun,0.75
1120,aquel,ce,0.0
1121,hacerle,fais-lui,0.25
1122,vuelo,voyage en avion,0.125
1123,nota,remarque,0.0
1124,danny,dany,0.75
1125,humanos,humains,1.0
1126,valor,la peine,0.0
1127,objetivo,objectif,0.6
1128,repente,soudain,0.25
1129,debía,devrait,0.25
1130,rojo,rouge,0.5
1131,bromeando,plaisanterie,0.16666666666666666
1132,irá,va,0.0
1133,entrada,entrée,0.75
1134,doble,double,1.0
1135,dejaré,je vais partir,0.1111111111111111
1136,evitar,éviter de,0.5
1137,máquina,machine,0.5
1138,cuello,cou,0.3333333333333333
1139,conocí,j'ai rencontre,0.2222222222222222
1140,tiempos,temps,1.0
1141,tome,prendre,0.0
1142,nick,pseudo,0.0
1143,animales,les animaux,0.16666666666666666
1144,alex,alexandre,0.4
1145,acaso,peut-être,0.0
1146,pareja,partenaire,0.4
1147,verano,été,0.0
1148,escuché,ecoutez,0.2
1149,ama,aime,1.0
1150,mentira,mentir,1.0
1151,tarjeta,carte,0.5
1152,hagan,fais,0.0
1153,perdí,j'ai raté,0.16666666666666666
1154,correr,courir,0.75
1155,steve,steve,1.0
1156,traído,amené,0.0
1157,llegue,je suis arrivé,0.0
1158,preparado,préparé,0.6666666666666666
1159,haberlo,l'avoir,0.0
1160,tony,tony,1.0
1161,usa,les usages,0.16666666666666666
1162,intentar,tentative,0.4
1163,ayudarme,aide-moi,0.5
1164,flores,fleurs,1.0
1165,dando,donnant,0.4
1166,vos,tu,0.0
1167,opción,option,0.5
1168,isla,île,0.5
1169,cierra,proche,0.25
1170,piel,peau,0.5
1171,enemigo,ennemi,0.3333333333333333
1172,dejo,la gauche,0.0
1173,exacto,exact,1.0
1174,imbécil,idiot,0.0
1175,jóvenes,jeunes,0.6
1176,pedido,ordre,0.3333333333333333
1177,larga,long,0.6666666666666666
1178,entiende,comprend,0.3333333333333333
1179,justicia,justice,1.0
1180,nuevos,nouveau,0.6666666666666666
1181,obviamente,évidemment,0.5714285714285714
1182,despierta,réveillez-vous,0.0
1183,pido,je demande,0.16666666666666666
1184,calor,chauffer,0.4
1185,luces,lumières,0.4
1186,refiero,je veux dire,0.14285714285714285
1187,batalla,bataille,1.0
1188,déjalo,laisser seul,0.14285714285714285
1189,intenta,essayer,0.0
1190,sarah,sarah,1.0
1191,fantástico,fantastique,0.7142857142857143
1192,brazo,bras,0.6666666666666666
1193,absolutamente,tout à fait,0.14285714285714285
1194,llena,plein,0.6666666666666666
1195,hacerme,faîtes-moi,0.16666666666666666
1196,salga,dehors,0.0
1197,recordar,rappeler,0.4
1198,escapar,va-t-en,0.0
1199,bosque,forêt,0.0
1200,gay,homosexuel,0.0
1201,señores,messieurs,0.6
1202,quedan,rester,0.0
1203,piernas,les jambes,0.14285714285714285
1204,visita,visite,1.0
1205,parís,paris,0.75
1206,usando,portant,0.2
1207,ganado,bétail,0.0
1208,movimiento,mouvement,1.0
1209,blanca,blanche,0.8
1210,rico,riche,0.6666666666666666
1211,inocente,innocent,0.8
1212,pesar,peser,1.0
1213,absoluto,absolu,0.75
1214,vacaciones,des vacances,0.375
1215,um,euh,0.0
1216,mismos,eux-mêmes,0.5
1217,tomado,pris,0.0
1218,planes,des plans,0.5714285714285714
1219,cine,cinéma,0.5
1220,toca,toucher,0.5
1221,brillante,scintillant,0.5
1222,confianza,confiance,0.8
1223,nombres,des noms,0.16666666666666666
1224,especialmente,spécialement,0.875
1225,fbi,fbi,1.0
1226,embarazada,enceinte,0.0
1227,esperen,attendez,0.0
1228,pantalones,pantalons,1.0
1229,defensa,défendre,0.5
1230,terminó,terme,0.6
1231,salido,sorti,0.3333333333333333
1232,estupendo,formidable,0.0
1233,jane,jeanne,0.6666666666666666
1234,presión,pression,0.8
1235,inmediatamente,immédiatement,0.75
1236,testigo,témoin,0.25
1237,deberían,ils devraient,0.25
1238,olvidado,oublié,0.0
1239,soldados,soldats,0.8
1240,resulta,résultat,0.6666666666666666
1241,tommy,tommy,1.0
1242,depende,dépend,0.8
1243,motivo,raison,0.0
1244,inglés,anglais,0.8
1245,estudio,étude,0.6666666666666666
1246,acabar,finir,0.3333333333333333
1247,sentimientos,sentiments,1.0
1248,tomando,prise,0.0
1249,dieron,ils ont donné,0.2
1250,parecen,ils ressemblent à,0.15384615384615385
1251,llaves,clés,0.5
1252,perros,chiens,0.25
1253,propósito,objectif,0.0
1254,noticia,nouvelles,0.2
1255,partir,pars,0.5
1256,metros,mètres,0.8
1257,santa,saint,1.0
1258,quedarse,rester,0.0
1259,clientes,clients,1.0
1260,podrá,pourra,0.5
1261,cuántas,combien,0.2
1262,ridículo,ridicule,0.8
1263,damas,dames,1.0
1264,tranquila,calme,0.0
1265,operación,opération,0.4
1266,come,manger,0.0
1267,empresa,entreprise,0.5
1268,ayúdame,aide-moi,0.25
1269,laboratorio,laboratoire,1.0
1270,elección,choix,0.2
1271,menudo,souvent,0.25
1272,beso,embrasser,0.3333333333333333
1273,copa,tasse,0.0
1274,conversación,conversation,0.75
1275,brazos,les bras,0.3333333333333333
1276,espíritu,esprit,0.8
1277,dejas,vous laissez,0.14285714285714285
1278,cansado,fatigué,0.0
1279,interesa,intéressé,0.5714285714285714
1280,refieres,tu veux dire,0.0
1281,casado,marié,0.0
1282,enorme,énorme,0.75
1283,asuntos,affaires,0.25
1284,fe,foi,1.0
1285,muestra,goûter,0.5
1286,trampa,piège,0.0
1287,ray,rayon,0.6666666666666666
1288,billy,gamelle,0.25
1289,memoria,mémoire,0.75
1290,johnny,johnny,1.0
1291,contrario,contraire,1.0
1292,soldado,soldat,0.75
1293,subir,monter,0.25
1294,turno,tour,0.6666666666666666
1295,encantaría,aimerait,0.16666666666666666
1296,preocupado,concerné,0.16666666666666666
1297,restaurante,restaurant,1.0
1298,saliendo,sortir,0.25
1299,escrito,écrit,0.75
1300,cálmate,allez-y doucement,0.18181818181818182
1301,bienvenida,accueillir,0.0
1302,caer,tomber,0.25
1303,llevaré,je vais prendre,0.2
1304,leche,le lait,0.25
1305,estrellas,étoiles,0.5
1306,prefiero,je préfère,0.5
1307,red,rapporter,0.16666666666666666
1308,viejos,agé de,0.0
1309,solamente,seulement,1.0
1310,oiga,ecoutez,0.0
1311,cuentas,comptes,0.6
1312,taxi,taxi,1.0
1313,anillo,anneau,0.3333333333333333
1314,richard,richard,1.0
1315,preguntar,demander,0.3333333333333333
1316,victoria,la victoire,0.6666666666666666
1317,quiénes,qui est-ce,0.16666666666666666
1318,héroe,héros,0.75
1319,pequeños,petits,0.5
1320,decidido,décidé,0.6
1321,películas,films,0.3333333333333333
1322,responsable,responsable,1.0
1323,trago,gorgée,0.5
1324,volverá,retourner à,0.14285714285714285
1325,árbol,arbre,0.5
1326,ibas,tu allais,0.2
1327,dientes,les dents,0.5714285714285714
1328,encantado,enchanté,0.6666666666666666
1329,camión,un camion,0.4
1330,vender,vendre,1.0
1331,llame,j'ai appelé,0.14285714285714285
1332,detente,arrêt,0.25
1333,luchar,lutte,0.25
1334,cabo,cap,0.5
1335,ruido,bruit,0.3333333333333333
1336,lucha,lutter,0.25
1337,muere,va mourir,0.4
1338,reloj,l'horloge,0.3333333333333333
1339,gato,chat,0.3333333333333333
1340,averiguar,déterminer,0.2857142857142857
1341,volar,voler,1.0
1342,vayamos,allons-y,0.16666666666666666
1343,tanta,tellement de,0.375
1344,vendrá,viendra,0.8
1345,corriendo,pressé,0.2
1346,yendo,aller,0.0
1347,colegio,collège,0.6
1348,sonido,du son,0.25
1349,caballero,chevalier,0.6
1350,pasada,passer,0.5
1351,código,code,0.5
1352,hagamos,faisons,0.25
1353,imagen,image,0.6666666666666666
1354,riesgo,risque,0.6666666666666666
1355,llegamos,nous sommes arrivés,0.15384615384615385
1356,alguno,quelques,0.25
1357,pan,pain,1.0
1358,millón,million,0.8
1359,malas,mal,0.6666666666666666
1360,dama,dame,1.0
1361,hielo,glace,0.3333333333333333
1362,coño,cône,0.3333333333333333
1363,cayó,c'est tombé,0.1111111111111111
1364,prensa,presse,0.75
1365,querer,vouloir,0.3333333333333333
1366,vengan,viens,0.5
1367,eddie,eddie,1.0
1368,caminar,marcher,0.2
1369,televisión,la télé,0.0
1370,pasará,ça va arriver,0.125
1371,momentos,des moments,0.625
1372,coger,prendre,0.2
1373,posibilidad,possibilité,0.5714285714285714
1374,mark,marque,0.6666666666666666
1375,asiento,siège,0.3333333333333333
1376,herido,blessée,0.0
1377,maría,marie,0.6666666666666666
1378,seguramente,sûrement,0.8333333333333334
1379,proyecto,projet,0.6
1380,pared,mur,0.3333333333333333
1381,sentí,feutre,0.25
1382,sospechoso,méfiant,0.0
1383,naturaleza,la nature,0.2
1384,ésa,cette,0.0
1385,silla,chaise,0.0
1386,perdió,perdu,0.75
1387,robert,robert,1.0
1388,policías,flics,0.6
1389,arreglar,organiser,0.4
1390,sentado,assise,0.25
1391,papi,papa,1.0
1392,ideas,des idées,0.3333333333333333
1393,obtener,obtenir,1.0
1394,felices,heureux,0.0
1395,señoría,seigneurie,0.25
1396,cantidad,montant,0.4
1397,bebe,bébé,0.5
1398,mírame,regardez-moi,0.2857142857142857
1399,chris,chris,1.0
1400,papa,papa,1.0
1401,llorar,faire le deuil,0.14285714285714285
1402,quedó,séjourné,0.0
1403,familiar,famille,0.75
1404,desastre,un sinistre,0.5714285714285714
1405,locos,fou,0.0
1406,escuche,j'ai écouté,0.14285714285714285
1407,quedarte,rester,0.0
1408,política,politique,0.6
1409,pedí,j'ai demandé,0.125
1410,will,sera,0.0
1411,enfermedad,maladies,0.16666666666666666
1412,encontraron,ils ont trouvé,0.3
1413,colega,collègue,0.6
1414,príncipe,le prince,0.3333333333333333
1415,verde,vert,0.6666666666666666
1416,bajar,descendre,0.16666666666666666
1417,nervioso,nerveux,0.75
1418,vengo,je viens,0.4
1419,inspector,inspecteur,1.0
1420,sirve,ça sert,0.4
1421,puertas,des portes,0.5714285714285714
1422,fuerzas,les forces,0.42857142857142855
1423,playa,plage,0.6666666666666666
1424,cantar,chanter,0.8
1425,déjeme,laisse moi,0.2
1426,velocidad,la rapidité,0.14285714285714285
1427,total,total,1.0
1428,cabello,cheveu,0.25
1429,suficientemente,suffisamment,0.625
1430,huellas,empreintes de pas,0.09090909090909091
1431,haberte,avez-vous,0.0
1432,debí,j'aurais dû,0.0
1433,unidad,unité,0.3333333333333333
1434,estan,sommes,0.25
1435,cuchillo,couteau,0.2
1436,t,tu,1.0
1437,oigan,hé,0.0
1438,gana,gagner,0.5
1439,tonterías,et mince,0.16666666666666666
1440,emergencia,urgence,0.8
1441,perfecta,parfaite,0.8
1442,hable,j'ai parlé,0.14285714285714285
1443,gustaba,aimait,0.25
1444,lugares,endroits,0.4
1445,ryan,ryan,1.0
1446,show,spectacle,0.16666666666666666
1447,robo,a volé,0.0
1448,permite,il permet,0.6666666666666666
1449,parque,parc,0.6666666666666666
1450,uds.,tu.,0.3333333333333333
1451,roto,cassé,0.0
1452,serie,série,0.6666666666666666
1453,puse,je mets,0.2
1454,nuevas,nouveau,0.6666666666666666
1455,evidencia,preuve,0.0
1456,conocerte,te connais,0.16666666666666666
1457,estúpida,stupide,0.8
1458,preocupe,inquiétude,0.0
1459,perdone,pardon,1.0
1460,botella,bouteille,1.0
1461,viento,vent,1.0
1462,mando,j'envoie,0.25
1463,extraña,étrange,0.4
1464,historias,histoires,1.0
1465,aquella,celle-la,0.4
1466,solos,seul,0.6666666666666666
1467,apoyo,support,0.2
1468,bala,balle,0.6666666666666666
1469,verdadera,vrai,0.4
1470,tiro,jeta,0.0
1471,época,époque,0.6666666666666666
1472,puente,pont,1.0
1473,olvídalo,oublie,0.2
1474,distancia,distance,1.0
1475,desea,vouloir,0.0
1476,dejarlo,quitter,0.0
1477,pelear,se battre,0.16666666666666666
1478,pierna,jambe,0.0
1479,echar,jeter,0.3333333333333333
1480,descanso,pause,0.2
1481,américa,amérique,0.75
1482,área,région,0.0
1483,orgulloso,fier,0.0
1484,datos,les données,0.25
1485,espectáculo,afficher,0.14285714285714285
1486,sube,monte,0.0
1487,dejaste,vous avez quitté,0.1
1488,acabas,vous avez terminé,0.0
1489,verá,tu verras,0.3333333333333333
1490,magia,la magie,0.5
1491,nacional,nationale,0.75
1492,universo,univers,1.0
1493,llevaba,portait,0.0
1494,necesitar,avoir besoin,0.0
1495,nariz,nez,0.6666666666666666
1496,aquellos,ceux,0.0
1497,clases,cours,0.5
1498,jake,cric,0.0
1499,casas,maisons,0.5
1500,vergüenza,la honte,0.16666666666666666
1501,monstruo,monstre,1.0
1502,princesa,princesse,0.8333333333333334
1503,autobús,bus,0.5
1504,cuidar,garder,0.5
1505,ei,hé,0.0
1506,huevos,des œufs,0.16666666666666666
1507,pocos,peu,0.3333333333333333
1508,podrás,tu peux,0.0
1509,enferma,malade,0.0
1510,paseo,marche,0.0
1511,detalles,détails,0.6
1512,llamadas,appels,0.2
1513,belleza,beauté,0.25
1514,francia,france,1.0
1515,abierto,ouvert,0.6666666666666666
1516,viviendo,vivant,0.75
1517,envió,expédition,0.0
1518,puntos,points,1.0
1519,ministro,ministre,1.0
1520,conducir,balade,0.2
1521,aceptar,accepter,0.8
1522,borracho,ivre,0.2
1523,animal,animal,1.0
1524,caballos,les chevaux,0.0
1525,trajo,il a apporté,0.125
1526,contrato,contrat,1.0
1527,viernes,vendredi,0.2
1528,bobby,policier,0.0
1529,martin,martin,1.0
1530,amy,amy,1.0
1531,bienvenidos,accueillir,0.0
1532,ex,ex,1.0
1533,hechos,les faits,0.16666666666666666
1534,sociedad,société,0.4
1535,dra.,dr.,1.0
1536,quede,rester,0.0
1537,inglaterra,angleterre,1.0
1538,carga,charge,0.75
1539,diste,vous avez donné,0.1
1540,puto,putain de,0.4
1541,lleve,j'ai porté,0.0
1542,presente,cadeau,0.0
1543,conocía,connaissait,0.3333333333333333
1544,uso,utilisation,0.2
1545,dedos,des doigts,0.42857142857142855
1546,oferta,offrir,0.5
1547,sentía,feutre,0.25
1548,proteger,protéger,0.8333333333333334
1549,daniel,daniel,1.0
1550,date,date,1.0
1551,hiciera,ferait,0.0
1552,hablé,j'ai parlé,0.2857142857142857
1553,recibir,recevoir,0.75
1554,agradezco,j'apprécie,0.14285714285714285
1555,robar,voler,0.3333333333333333
1556,enamorado,aimé,0.25
1557,sepas,vous connaissez,0.2222222222222222
1558,oeste,ouest,1.0
1559,herida,plaie,0.0
1560,despacio,tout doucement,0.125
1561,ayude,aider,0.0
1562,supe,je savais,0.2
1563,directamente,directement,1.0
1564,inmediato,immédiat,0.6
1565,profesional,professionnelle,0.6666666666666666
1566,oscuro,sombre,0.5
1567,mercado,marché,0.6
1568,cerdo,porc,0.3333333333333333
1569,tardes,après midi,0.2857142857142857
1570,líder,chef,0.0
1571,grave,grave,1.0
1572,llegué,je suis arrivé,0.1111111111111111
1573,jurado,jury,0.6666666666666666
1574,casos,cas,0.6666666666666666
1575,acuerdas,te souviens tu,0.125
1576,ahi,là bas,0.0
1577,desaparecido,disparu,0.6666666666666666
1578,debió,devrait,0.25
1579,últimamente,dernièrement,0.375
1580,piedra,pierre,0.6666666666666666
1581,habló,parler,0.25
1582,charles,charles,1.0
1583,paga,payer,0.3333333333333333
1584,secretos,secrets,1.0
1585,digamos,disons,0.5
1586,intención,intention,0.6666666666666666
1587,humor,humour,1.0
1588,dura,dur,1.0
1589,dará,donner à,0.3333333333333333
1590,seguros,assurance,0.4
1591,leo,leo,1.0
1592,adam,adam,1.0
1593,and,et,0.0
1594,ángeles,anges,0.6
1595,querría,je voudrais,0.16666666666666666
1596,cerrar,fermer,0.5
1597,conseguido,atteint,0.0
1598,peso,lester,0.25
1599,víctimas,victimes,0.8333333333333334
1600,asesinado,assassiné,0.5
1601,humana,humain,1.0
1602,directo,droit,0.75
1603,central,central,1.0
1604,termina,prend fin,0.2857142857142857
1605,compañeros,compagnons,0.5714285714285714
1606,escuchado,écouté,0.2
1607,contento,content,1.0
1608,llevan,ils portent,0.25
1609,podré,je serai capable,0.1111111111111111
1610,oscuridad,obscurité,0.5
1611,actuar,loi,0.0
1612,siga,suivez,0.3333333333333333
1613,llevado,led,0.5
1614,comenzó,a débuté,0.0
1615,regresa,revenu,0.25
1616,privado,privé,0.75
1617,mirada,voir,0.3333333333333333
1618,demonio,mauvais,0.0
1619,abierta,ouvert,0.6666666666666666
1620,kevin,kévin,0.75
1621,m,m,1.0
1622,llámame,appelez-moi,0.3333333333333333
1623,siguen,suivre,0.3333333333333333
1624,romper,pause,0.25
1625,cambia,monnaie,0.0
1626,fiscal,fiscal,1.0
1627,jardín,cour,0.2
1628,natural,naturel,1.0
1629,gratis,libre,0.0
1630,cuesta,coût,0.6666666666666666
1631,amenaza,menace,0.6666666666666666
1632,pon,mettre,0.0
1633,marca,marque,0.6666666666666666
1634,comenzar,commencer,0.6666666666666666
1635,ponte,mettre,0.25
1636,medicina,médicament,0.5714285714285714
1637,podremos,nous pourrons,0.375
1638,tomé,prendre,0.0
1639,preciosa,précieux,0.6
1640,sexual,sexuel,1.0
1641,acceso,accéder,0.4
1642,necesidad,besoin,0.2
1643,dueño,propriétaire,0.0
1644,merece,mérite,0.5
1645,rayos,rayon,0.6666666666666666
1646,d,ré,0.0
1647,mintiendo,mensonge,0.6
1648,tantas,de nombreux,0.14285714285714285
1649,imagino,j'imagine,0.6
1650,fantasma,fantôme,0.8
1651,creerlo,crois le,0.6
1652,llamé,j'ai appelé,0.14285714285714285
1653,ponga,mettre,0.0
1654,brian,brian,1.0
1655,dé,de,0.5
1656,pollo,poulet,0.6666666666666666
1657,varios,plusieurs,0.4
1658,efecto,effet,0.6666666666666666
1659,felicidad,félicité,0.5
1660,espada,épée,0.3333333333333333
1661,relaciones,rapports,0.3333333333333333
1662,entró,j'entre,0.4
1663,resultado,résultat,0.6666666666666666
1664,sombrero,chapeau,0.0
1665,menor,mineure,1.0
1666,recibido,reçu,0.25
1667,negra,le noir,0.25
1668,to,à,0.0
1669,limpio,propre,0.25
1670,china,chine,1.0
1671,juegos,jeux,0.3333333333333333
1672,correo,courrier,0.75
1673,confía,confiance,0.6
1674,video,vidéo,0.6666666666666666
1675,perfectamente,à la perfection,0.4
1676,harán,ils feront,0.14285714285714285
1677,teatro,théâtre,0.5
1678,dormido,endormi,0.5
1679,local,local,1.0
1680,quedado,la gauche,0.0
1681,lástima,pitié,0.2
1682,calles,des rues,0.2
1683,créeme,fais-moi confiance,0.1
1684,responsabilidad,responsabilité,0.7777777777777778
1685,búsqueda,recherche,0.0
1686,dedo,doigt,0.3333333333333333
1687,tonta,stupide,0.25
1688,recuerdos,cordialement,0.2857142857142857
1689,razones,les raisons,0.42857142857142855
1690,escuchando,écoute,0.16666666666666666
1691,eric,éric,0.6666666666666666
1692,elegir,choisir,0.25
1693,amas,tu aimes,0.5
1694,huele,sent,0.0
1695,almuerzo,déjeuner,0.0
1696,cien,cent,0.6666666666666666
1697,adn,adn,1.0
1698,tantos,tant,0.75
1699,pago,paiement,0.25
1700,normalmente,d'habitude,0.0
1701,mr,m,0.5
1702,pastel,tarte,0.25
1703,bastardo,bâtard,0.8
1704,cinta,bandeau,0.3333333333333333
1705,pasé,arrive,0.0
1706,dígame,dites-moi,0.4
1707,anna,anne,1.0
1708,costa,côte,0.6666666666666666
1709,levántate,se lever,0.0
1710,llamando,appel,0.0
1711,cerrado,fermé,0.25
1712,interés,intérêt,0.5
1713,enfermera,infirmière,0.8333333333333334
1714,comienzo,début,0.0
1715,olvidé,oublié,0.25
1716,militar,militaire,1.0
1717,polvo,poussière,0.2
1718,bella,belle,1.0
1719,quedo,je reste,0.0
1720,kate,kate,1.0
1721,encontraste,par contre,0.2857142857142857
1722,voluntad,sera,0.0
1723,varias,plusieurs,0.4
1724,teoría,la théorie,0.16666666666666666
1725,roja,rouge,0.5
1726,cuento,histoire,0.25
1727,escenario,décor,0.25
1728,diario,du quotidien,0.16666666666666666
1729,propiedad,propriété,0.42857142857142855
1730,agujero,trou,0.3333333333333333
1731,aspecto,apparence,0.2
1732,campamento,camp,0.5
1733,descansar,le repos,0.16666666666666666
1734,matarme,tue-moi,0.5
1735,metido,bloqué,0.0
1736,quiso,recherché,0.0
1737,ángel,ange,0.5
1738,enviar,envoyer,0.75
1739,impresionante,impressionnant,0.7777777777777778
1740,proceso,traiter,0.25
1741,intentado,a essayé,0.0
1742,mio,mien,0.5
1743,fuente,police de caractère,0.08333333333333333
1744,alcalde,maire,0.0
1745,ocurrido,passé,0.0
1746,malos,mal,0.6666666666666666
1747,carretera,autoroute,0.4
1748,desapareció,il a disparu,0.2857142857142857
1749,desayuno,petit-déjeuner,0.2222222222222222
1750,débil,faible,0.5
1751,roma,rome,1.0
1752,sabido,connu,0.0
1753,comienza,commence,0.6
1754,tambien,aussi,0.0
1755,intentarlo,essayez-le,0.16666666666666666
1756,miembro,membre,1.0
1757,perdiendo,perdant,0.8
1758,resultados,résultats,0.7142857142857143
1759,jerry,jerry,1.0
1760,mata,buisson,0.0
1761,sr,m,0.0
1762,valiente,braver,0.0
1763,deber,devoir,0.6666666666666666
1764,pecho,buste,0.0
1765,gustó,goûter,0.5
1766,oyes,entendez-vous,0.125
1767,thomas,thomas,1.0
1768,periódico,un journal,0.0
1769,mami,maman,0.6666666666666666
1770,piensan,ils pensent,0.5
1771,washington,washington,1.0
1772,tv,la télé,0.16666666666666666
1773,cansada,fatigué,0.0
1774,limpiar,nettoyer,0.2
1775,crear,créer,0.75
1776,explicar,explique,0.6
1777,robado,volé,0.0
1778,resolver,résoudre,0.4
1779,maté,camarade,0.25
1780,guapo,beau,0.0
1781,continuar,continuer,1.0
1782,sheriff,shérif,0.6
1783,funcionar,fonction,0.6
1784,extra,en plus,0.0
1785,primo,cousine,0.0
1786,manejar,manipuler,0.6
1787,primeros,première,0.6
1788,acto,loi,0.0
1789,poniendo,mettre en place,0.1
1790,números,nombres,0.6
1791,kilómetros,kilomètres,0.7142857142857143
1792,andy,andy,1.0
1793,llevará,porter,0.2
1794,rachel,rachel,1.0
1795,niñas,les filles,0.14285714285714285
