,french,spanish,Distances
960,fiche,forma,0.3333333333333333
961,bière,cerveza,0.0
962,présente,presente,0.8333333333333334
963,preuves,evidencia,0.0
964,max,máximo,0.5
965,colonel,coronel,0.75
966,lequel,cual,0.3333333333333333
967,don,don,1.0
968,journal,iniciar sesión,0.125
969,société,sociedad,0.4
970,quitté,en paz,0.0
971,assis,senté,0.25
972,menti,mintió,0.75
973,sept,siete,0.6666666666666666
974,contact,contactar,0.8333333333333334
975,base,base,1.0
976,vin,vino,1.0
977,servir,servir,1.0
978,exemple,ejemplo,0.75
979,jeter,desechar,0.2
980,contente,feliz,0.0
981,félicitations,felicidades,0.5
982,mer,mar,1.0
983,savent,saber,0.25
984,tort,equivocado,0.0
985,ouvert,abierto,0.6666666666666666
986,récupérer,recuperar,0.7142857142857143
987,dommage,vergüenza,0.0
988,gouvernement,gobierno,0.42857142857142855
989,pourriez,podría,0.5
990,vol,vuelo,1.0
991,nez,nariz,0.6666666666666666
992,devient,se convierte en,0.2222222222222222
993,sauvé,a salvo,0.25
994,héros,héroe,0.75
995,tenez,mantener,0.4
996,livres,libros,0.75
997,horrible,horrible,1.0
998,prévu,visto el futuro,0.0
999,enceinte,embarazada,0.0
