,french,english,Distances
1053,découvert,discovered,0.6666666666666666
1054,départ,departure,0.6
1055,bruit,noise,0.0
1056,secours,relief,0.0
1057,vérifier,check,0.0
1058,enceinte,pregnant,0.3333333333333333
1059,mise,bet,0.0
1060,témoin,witness,0.2
1061,dirais,would say,0.3333333333333333
1062,directeur,director,1.0
1063,intéressant,interesting,0.625
1064,excuse,excuse,1.0
1065,environ,about,0.0
1066,inutile,useless,0.0
1067,terrible,terrible,1.0
1068,danse,dance,0.6666666666666666
1069,position,position,1.0
1070,humain,human,1.0
1071,apparemment,apparently,0.42857142857142855
1072,avenir,coming,0.25
1073,rêves,dreams,0.25
1074,œil,eye,0.0
1075,bête,stupid,0.0
1076,sérieusement,seriously,0.42857142857142855
1077,bravo,well done,0.0
1078,approche,approach,1.0
1079,nourriture,food,0.0
1080,fric,money,0.0
1081,plupart,mostly,0.0
1082,lycée,high school,0.125
1083,tas,heap,0.0
1084,empêcher,to prevent,0.14285714285714285
1085,longue,long,1.0
1086,sexe,sex,1.0
1087,niveau,level,0.3333333333333333
1088,banque,bank,0.6666666666666666
1089,éviter,to avoid,0.0
1090,lune,moon,0.5
1091,pitié,pity,0.6666666666666666
1092,liberté,freedom,0.2
1093,expérience,experience,0.8333333333333334
1094,procès,court case,0.3333333333333333
1095,radio,radio,1.0
1096,hum,um,0.5
1097,verra,will see,0.0
1098,thé,tea,0.3333333333333333
1099,partez,leave,0.0
1100,utilisé,used,0.25
1101,mur,wall,0.0
1102,pose,laid,0.0
1103,revenu,revenue,1.0
1104,deuxième,second,0.0
1105,bande,bandaged,0.6
1106,asseyez-vous,sit down,0.14285714285714285
1107,certaines,some,0.0
1108,ridicule,ridiculous,0.8
1109,nord,north,0.5
1110,appelez,call,0.25
1111,copine,friend,0.25
1112,baiser,kiss,0.3333333333333333
1113,anglais,english,0.8
1114,henry,henry,1.0
1115,toilettes,bathroom,0.0
1116,portes,doors,0.5
1117,faudra,will have to,0.0
1118,occupé,busy,0.0
1119,grands,big,0.0
1120,and,and,1.0
1121,dérange,disturbs,0.3333333333333333
1122,rôle,role,0.6666666666666666
1123,censé,supposed,0.2
1124,savez-vous,do you know,0.0
1125,james,james,1.0
1126,reine,queen,0.5
1127,croit,believes,0.0
1128,cour,court,0.6666666666666666
1129,église,church,0.0
1130,vide,empty,0.0
1131,obtenir,obtain,0.75
1132,conneries,bullshit,0.0
1133,ennuis,trouble,0.0
1134,personnel,personal,0.8333333333333334
1135,conduire,conduct,0.6
1136,tombé,falls,0.0
1137,sol,floor,0.3333333333333333
1138,code,coded,0.6666666666666666
1139,huit,eight,0.6666666666666666
1140,espoir,hope,0.3333333333333333
1141,comprenez,understand,0.14285714285714285
1142,spécial,special,0.8
1143,vidéo,video,0.6666666666666666
1144,vêtements,clothes,0.2857142857142857
1145,défense,defense,0.8
1146,alex,alex,1.0
1147,sud,south,0.3333333333333333
1148,grand-mère,grandmother,0.625
1149,match,match,1.0
1150,bombe,bomb,1.0
1151,intéresse,interested,0.5
1152,zone,area,0.0
1153,tante,aunt,0.6666666666666666
1154,paraît,seems,0.0
1155,excuser,excuse,0.75
1156,magasin,store,0.0
1157,marier,marry,0.75
1158,chère,dear,0.25
1159,souvenir,memory,0.0
1160,proche,close,0.0
1161,revient,come back,0.0
1162,danny,danny,1.0
1163,douleur,pain,0.0
1164,arrivera,to arrive at,0.42857142857142855
1165,presse,hurry,0.25
1166,merveilleux,marvellous,0.8333333333333334
1167,asseoir,sit,0.3333333333333333
1168,ravi,delighted,0.0
1169,aimais,loved,0.0
1170,h.,h.,1.0
1171,amérique,america,0.5
1172,fenêtre,window,0.2
1173,mien,mine,1.0
1174,terrain,ground,0.25
1175,sergent,sergeant,1.0
1176,peux-tu,can you,0.0
1177,projet,project,0.8
1178,quartier,piece,0.0
1179,planète,planet,0.8
1180,certainement,definitely,0.14285714285714285
1181,rapide,fast,0.0
1182,lorsque,when,0.0
1183,assurer,to assure,0.4
1184,rendu,rendered,0.6
1185,mignon,cute,0.0
1186,tourne,turned,0.75
1187,danser,to dance,0.2
1188,bob,bob,1.0
1189,clients,clients,1.0
1190,petites,small,0.0
1191,aimez,love,0.0
1192,présenter,to present,0.42857142857142855
1193,importance,importance,1.0
1194,venus,venus,1.0
1195,jimmy,jimmy,1.0
1196,sache,know,0.0
1197,mérite,deserved,0.2
1198,machine,machine,1.0
1199,derniers,last,0.0
1200,programme,program,0.8333333333333334
1201,mesdames,ladies,0.4
1202,meilleurs,best,0.0
1203,honnête,honest,0.6
1204,essayez,try,0.25
1205,irai,will go,0.0
1206,connard,asshole,0.0
1207,occasion,opportunity,0.14285714285714285
1208,prouver,prove,0.75
1209,travaillé,work,0.16666666666666666
1210,glace,ice,0.3333333333333333
1211,parie,bet,0.0
1212,camion,truck,0.0
1213,fier,proud,0.3333333333333333
1214,discuter,discuss,0.6
1215,village,town,0.0
1216,spectacle,spectacle,1.0
1217,nul,bad,0.0
1218,rose,pink,0.0
1219,touché,hit,0.25
1220,mangé,eat,0.0
1221,vis,screw,0.0
1222,parole,speech,0.25
1223,rencontre,meet,0.16666666666666666
1224,apprécie,appreciate,0.6
1225,jane,jane,1.0
1226,réalité,reality,0.6
1227,savons,soaps,0.5
1228,respect,respect,1.0
1229,remettre,to put back,0.125
1230,vacances,holidays,0.2
1231,détruire,destroy,0.6
1232,choisir,choose,0.75
1233,ha,ha,1.0
1234,découvrir,discover,0.6666666666666666
1235,idées,ideas,0.6666666666666666
1236,officier,officer,1.0
1237,frères,brothers,0.5
1238,sert,serves,0.5
1239,bill,bill,1.0
1240,solution,solution,1.0
1241,informations,information,0.8571428571428571
1242,attendais,was waiting,0.14285714285714285
1243,monstre,freak,0.0
1244,sexy,sexy,1.0
1245,ordinateur,computer,0.4
1246,retrouvé,found,0.0
1247,nature,nature,1.0
1248,rappeler,recall,0.4
1249,énergie,energy,0.5
1250,pierre,pierre,1.0
1251,utilise,used,0.0
1252,pression,pressure,0.8
1253,chaussures,shoes,0.3333333333333333
1254,faite,done,0.0
1255,histoires,stories,0.8
1256,sarah,sarah,1.0
1257,marié,married,0.5
1258,espace,space,1.0
1259,nick,nick,1.0
1260,portable,portable,1.0
1261,préparer,to prepare,0.3333333333333333
1262,nécessaire,necessary,0.6666666666666666
1263,court,short,0.5
1264,offrir,to offer,0.4
1265,will,will,1.0
1266,ai-je,have i got,0.0
1267,tony,tony,1.0
1268,envers,towards,0.4
1269,bain,bath,0.3333333333333333
1270,charge,charge,1.0
1271,mary,mary,1.0
1272,harry,harry,1.0
1273,jim,jim,1.0
1274,ennemi,enemy,0.3333333333333333
1275,arrivent,arrive,0.6
1276,immédiatement,immediately,0.5
1277,finalement,ultimately,0.0
1278,énorme,huge,0.0
1279,grand-père,grandfather,0.625
1280,test,test,1.0
1281,gagne,won,0.3333333333333333
1282,réfléchir,reflect,0.5
1283,victimes,victims,1.0
1284,chanter,to sing,0.0
1285,futur,future,1.0
1286,lâche,cowardly,0.0
1287,mademoiselle,miss,0.3333333333333333
1288,copain,buddy,0.0
1289,enlever,to remove,0.0
1290,pensez-vous,do you think,0.0
1291,retrouve,find,0.0
1292,épouser,marry,0.0
1293,fleurs,flowers,0.8
1294,salope,slut,0.6666666666666666
1295,gosse,kid,0.0
1296,arranger,arrange,0.8
1297,riche,rich,1.0
1298,faits,facts,0.75
1299,ancien,ancient,0.75
1300,stop,stop,1.0
1301,accepter,accept,0.8
1302,restes,remains,0.5
1303,nouveaux,new,0.3333333333333333
1304,sauter,skip,0.3333333333333333
1305,suspect,suspicious,0.8
1306,vies,lives,0.6666666666666666
1307,durant,during,0.75
1308,invité,guest,0.25
1309,politique,politics,0.6
1310,dents,teeth,0.25
1311,patient,patient,1.0
1312,repas,meal,0.0
1313,urgence,emergency,0.6666666666666666
1314,cartes,cards,0.75
1315,jambes,legs,0.25
1316,conversation,conversation,1.0
1317,telle,such,0.0
1318,bus,bus,1.0
1319,to,to,1.0
1320,tourner,turn,0.75
1321,toucher,to touch,0.4
1322,mémoire,memory,0.5
1323,série,series,0.3333333333333333
1324,mariée,bride,0.3333333333333333
1325,contraire,opposite,0.0
1326,vent,wind,0.3333333333333333
1327,taille,cut,0.0
1328,donnez-moi,give me,0.16666666666666666
1329,trouves,found,0.0
1330,celui-là,that one,0.0
1331,chat,cat,0.6666666666666666
1332,continuez,continue,0.8
1333,contrat,contract,0.8333333333333334
1334,couteau,knife,0.0
1335,double,double,1.0
1336,dure,hard,0.3333333333333333
1337,carrière,career,0.6
1338,excuse-moi,excuse me,0.8
1339,ray,ray,1.0
1340,regardé,look at,0.0
1341,descendre,to come down,0.25
1342,université,university,0.8333333333333334
1343,sentiments,feelings,0.2857142857142857
1344,papier,paper,1.0
1345,remarqué,noticed,0.0
1346,noms,nouns,0.6666666666666666
1347,vécu,lived,0.0
1348,courage,courage,1.0
1349,beauté,beauty,0.6666666666666666
1350,bu,drank,0.0
1351,tais-toi,shut up,0.2
1352,après-midi,afternoon,0.0
1353,excellent,excellent,1.0
1354,assieds-toi,sit down,0.16666666666666666
1355,richard,richard,1.0
1356,propres,clean,0.0
1357,parmi,among,0.0
1358,forte,strong,0.2
1359,couple,couple,1.0
1360,aiment,love,0.0
1361,permis,permit,0.75
1362,différence,difference,0.8571428571428571
1363,faudrait,should,0.0
1364,course,race,0.3333333333333333
1365,humains,humans,1.0
1366,dégage,clear,0.0
1367,mille,thousand,0.0
1368,accès,access,0.75
1369,cible,target,0.0
1370,joyeux,joyful,0.5
1371,bonheur,happiness,0.16666666666666666
1372,aimait,loved,0.0
1373,manqué,lack,0.0
1374,action,stock,0.25
1375,steve,steve,1.0
1376,aidé,assistance,0.0
1377,vouliez,wanted,0.0
1378,trouvez,find,0.0
1379,films,movies,0.25
1380,emmène,take,0.0
1381,marie,married,0.5
1382,taxi,taxi,1.0
1383,restaurant,restaurant,1.0
1384,crise,crisis,0.75
1385,piste,track,0.0
1386,dernières,latest,0.0
1387,puisque,since,0.0
1388,blanche,white,0.0
1389,coupe,chopped off,0.25
1390,secrets,secrets,1.0
1391,prince,prince,1.0
1392,marrant,funny,0.2
1393,raisons,reasons,1.0
1394,refuse,denied,0.0
1395,apporté,brought,0.0
1396,cassé,broken,0.0
1397,lors,during,0.25
1398,mettez,put,0.25
1399,dis-lui,tell him,0.0
1400,tuée,killed,0.0
1401,maladie,sickness,0.0
1402,mienne,mine,0.6666666666666666
1403,rentré,go home,0.0
1404,week-end,weekend,0.8
1405,excuses,excuses,1.0
1406,km,miles,0.0
1407,alcool,alcohol,0.75
1408,voudrait,would like,0.16666666666666666
1409,fil,thread,0.0
1410,rends,give back,0.0
1411,quitte,quits,0.6666666666666666
1412,couché,lying,0.0
1413,disons,let's say,0.2857142857142857
1414,totalement,totally,0.5
1415,claire,clear,1.0
1416,it,it,1.0
1417,londres,london,0.6
1418,remercier,thank,0.0
1419,mêmes,same,0.25
1420,partis,gone,0.0
1421,pensait,thought,0.2
1422,île,island,0.25
1423,tommy,tommy,1.0
1424,remercie,thanks,0.0
1425,caméra,camera,0.75
1426,pensent,think,0.2
1427,suis-je,am i,0.0
1428,pleurer,cry,0.25
1429,régler,adjust,0.0
1430,ouvrez,open,0.0
1431,entier,entire,1.0
1432,foutu,damn,0.0
1433,types,guys,0.5
1434,fermer,close,0.0
1435,animaux,animals,0.5
1436,dise,say,0.0
1437,image,image,1.0
1438,étage,stage,0.6666666666666666
1439,rejoindre,rejoin,0.6
1440,soldats,soldiers,0.8
1441,amuser,amuse,0.6666666666666666
1442,points,points,1.0
1443,suivi,followed,0.0
1444,oubliez,forget,0.0
1445,langue,language,0.75
1446,direction,direction,1.0
1447,frais,costs,0.25
1448,veuillez,please,0.25
1449,miss,miss,1.0
1450,soldat,soldier,0.75
1451,couleur,color,1.0
1452,bouger,to move,0.0
1453,frappé,struck,0.0
1454,frapper,to hit,0.0
1455,venait,came,0.0
1456,raté,missed,0.0
1457,évidemment,obviously,0.14285714285714285
1458,sacré,sacred,0.75
1459,clés,keys,0.25
1460,mentir,lie,0.0
1461,épouse,spouse,0.6666666666666666
1462,troisième,third,0.2
1463,johnny,johnny,1.0
1464,amy,amy,1.0
1465,jésus,jesus,0.75
1466,faible,weak,0.0
1467,ryan,ryan,1.0
1468,afin,in order to,0.0
1469,bleu,blue,1.0
1470,failli,bankrupt,0.0
1471,courir,to run,0.25
1472,américain,american,0.8
1473,détails,details,0.8
1474,pont,bridge,0.0
1475,gay,gay,1.0
1476,regarde-moi,look at me,0.16666666666666666
1477,jake,jake,1.0
1478,billy,billy,1.0
1479,attraper,to catch,0.16666666666666666
1480,papiers,papers,1.0
1481,poisson,fish,0.25
1482,lui-même,himself,0.0
1483,wow,wow,1.0
1484,chiens,dogs,0.25
1485,date,date,1.0
1486,intention,intention,1.0
1487,procureur,prosecutor,0.6666666666666666
1488,goût,taste,0.3333333333333333
1489,pourras,can,0.0
1490,shérif,sheriff,0.6
1491,sais-tu,do you know,0.0
1492,arrêt,stop,0.0
1493,sourire,smile,0.3333333333333333
1494,lait,milk,0.3333333333333333
1495,chasse,hunt,0.25
1496,signal,signal,1.0
1497,parlait,spoke,0.0
1498,destin,fate,0.25
1499,marre,fed up,0.0
1500,français,french,0.6
1501,princesse,princess,1.0
1502,paie,pay,0.5
1503,foi,faith,0.3333333333333333
1504,chier,take a dump,0.0
1505,dois-je,should i,0.0
1506,présence,presence,0.8333333333333334
1507,doigts,fingers,0.4
1508,partenaire,partner,1.0
1509,quelles,what,0.0
1510,daniel,daniel,1.0
1511,préféré,prefer,0.5714285714285714
1512,adieu,goodbye,0.25
1513,costume,suit,0.5
1514,entreprise,company,0.16666666666666666
1515,utile,useful,0.3333333333333333
1516,calme-toi,calm down,0.42857142857142855
1517,lien,link,0.6666666666666666
1518,unique,unique,1.0
1519,appartient,belongs,0.0
1520,attendant,waiting,0.3333333333333333
1521,amené,bring,0.25
1522,moindre,lesser,0.25
1523,quels,what,0.0
1524,amener,to bring,0.16666666666666666
1525,amène,bring,0.25
1526,enfoiré,motherfucker,0.125
1527,recherches,research,0.5714285714285714
1528,discours,speech,0.2
1529,données,data,0.2
1530,robert,robert,1.0
1531,art,art,1.0
1532,appelles,call,0.4
1533,salaud,bastard,0.4
1534,penses-tu,do you think,0.0
1535,magie,magic,0.6666666666666666
1536,bouteille,bottle,0.75
1537,justement,exactly,0.16666666666666666
1538,raconter,to tell about,0.0
1539,rapidement,rapidly,0.5
1540,bref,short,0.25
1541,tribunal,court,0.2
1542,viendra,will come,0.0
1543,passée,past,0.5
1544,superbe,stunning,0.16666666666666666
1545,pourrai,could,0.0
1546,pièces,rooms,0.25
1547,certaine,certain,1.0
1548,obligé,obligatory,0.5
1549,formidable,tremendous,0.3333333333333333
1550,pause,pause,1.0
1551,identité,identify,0.6
1552,campagne,country,0.2
1553,lee,lee,1.0
1554,couper,to cut,0.0
1555,mark,mark,1.0
1556,morceau,piece,0.3333333333333333
1557,os,bone,0.0
1558,lettres,letters,1.0
1559,nombre,number,1.0
1560,intelligent,clever,0.14285714285714285
1561,gâteau,cake,0.0
1562,dépend,depends,0.6
1563,job,job,1.0
1564,jeux,games,0.0
1565,compter,count,0.4
1566,cou,neck,0.3333333333333333
1567,of,of,1.0
1568,reprendre,to resume,0.16666666666666666
1569,joie,joy,0.5
1570,agents,agents,1.0
1571,gardes,guards,1.0
1572,star,star,1.0
1573,regard,glance,0.0
1574,demandez,ask,0.0
1575,balles,balls,1.0
1576,vendu,sold,0.3333333333333333
1577,majesté,majesty,0.8
1578,menace,threatens,0.16666666666666666
1579,malgré,despite,0.0
1580,appareil,device,0.0
1581,demandais,was asking,0.0
1582,là-haut,up there,0.2
1583,privé,private,0.75
1584,adam,adam,1.0
1585,forces,strengths,0.25
1586,fonctionne,works,0.0
1587,méchant,nasty,0.0
1588,jambe,leg,0.0
1589,empreintes,fingerprints,0.5555555555555556
1590,ange,angel,0.6666666666666666
1591,agir,to act,0.0
1592,noire,black,0.0
1593,imbécile,imbecile,0.8
1594,gentille,gentle,0.8
1595,labo,lab,1.0
1596,résultats,results,0.7142857142857143
1597,toi-même,yourself,0.0
1598,cinéma,movie theater,0.0
1599,nouvel,new,0.3333333333333333
1600,malheureusement,sadly,0.125
1601,décider,decide,0.6
1602,né,born,0.0
1603,importante,important,1.0
1604,voulons,want to,0.0
1605,détruit,destroy,0.6
1606,parfaitement,perfectly,0.42857142857142855
1607,martin,martin,1.0
1608,produit,product,0.8
1609,réparer,to fix,0.0
1610,chapeau,hat,0.3333333333333333
1611,gérer,to manage,0.0
1612,écoute-moi,listen to me,0.25
1613,adn,dna,1.0
1614,échange,exchange,0.8
1615,mince,thin,0.0
1616,bougez,move,0.0
1617,parfaite,perfect,0.8
1618,meurt,dies,0.0
1619,fout,fucks,0.25
1620,vitesse,speed,0.0
1621,fermé,firm,0.75
1622,succès,hit,0.0
1623,au-dessus,above,0.0
1624,etre,to be=,0.25
1625,souvenirs,memories,0.4
1626,comprend,understand,0.2857142857142857
1627,odeur,odour,1.0
1628,pain,bread,0.0
1629,falloir,to need,0.0
1630,aise,easy,0.5
1631,caché,hidden,0.0
1632,règle,rule,0.5
1633,imaginer,to imagine,0.4
1634,raconte,recount,1.0
1635,vus,seen,0.0
1636,accepté,accepted,0.8
1637,trouvée,found,0.0
1638,dors,sleep,0.0
1639,celui-ci,this one,0.0
1640,ministre,minister,1.0
1641,infos,info,0.6666666666666666
1642,vendredi,friday,0.2
1643,voitures,cars,0.5
1644,lever,get up,0.0
1645,arbre,tree,0.3333333333333333
1646,maire,mayor,0.6666666666666666
1647,faveur,favor,1.0
1648,pourraient,could,0.0
1649,prendra,will take,0.0
1650,surpris,surprised,0.8333333333333334
1651,jeté,thrown,0.0
1652,également,also,0.16666666666666666
1653,fac,college,0.0
1654,apporter,to bring,0.16666666666666666
1655,washington,washington,1.0
1656,champ,field,0.0
1657,peut-on,can we,0.0
1658,comptes,accounts,0.6
1659,échapper,escape,0.3333333333333333
1660,valeur,value,0.6666666666666666
1661,in,in,1.0
1662,réel,real,0.6666666666666666
1663,couverture,cover,0.6
1664,million,million,1.0
1665,article,article,1.0
1666,doux,soft,0.0
1667,parc,park,0.6666666666666666
1668,toit,roof,0.0
1669,unité,unity,0.6666666666666666
1670,resté,rest,0.75
1671,plage,beach,0.0
1672,partager,to share,0.2
1673,malin,clever,0.25
1674,recevoir,receive,0.75
1675,inquiétez,worry,0.0
1676,attendu,expected,0.2
1677,charles,charles,1.0
1678,coffre,chest,0.25
1679,uh,uh,1.0
1680,eddie,eddie,1.0
1681,chris,chris,1.0
1682,celle-là,that one,0.0
1683,ramène,brings back,0.1111111111111111
1684,mode,fashion,0.0
1685,folie,madness,0.0
1686,extérieur,outside,0.2
1687,van,van,1.0
1688,membre,member,1.0
1689,prévenir,prevent,0.6666666666666666
1690,cache,hidden,0.0
1691,inquiéter,worry,0.0
1692,hasard,chance,0.0
1693,concerne,concerned,0.8333333333333334
1694,réponds,answer,0.0
1695,génie,genius,0.3333333333333333
1696,parlais,was talking,0.125
1697,parlons,let's talk,0.0
1698,jardin,garden,0.75
1699,saison,season,1.0
1700,montré,show,0.0
1701,frappe,struck,0.2
1702,enchanté,nice to meet you,0.3333333333333333
1703,gosses,kids,0.25
1704,abandonner,to abandon,0.3333333333333333
1705,assure,ensures,0.5
1706,apporte,brought,0.2
1707,prépare,prepared,0.6
1708,mètres,meters,0.8
1709,suivant,next,0.25
1710,souhaite,wish,0.3333333333333333
1711,services,services,1.0
1712,ouest,west,0.6666666666666666
1713,va-t',how are you,0.0
1714,poids,weight,0.0
1715,poche,poached,0.75
1716,faisant,doing,0.25
1717,répondu,answered,0.2
1718,directement,directly,0.5714285714285714
1719,source,source,1.0
1720,france,france,1.0
1721,créer,create,0.5
1722,samedi,saturday,0.4
1723,aidez-moi,help me,0.2
1724,univers,universe,1.0
1725,saura,will know,0.0
1726,réalisé,realized,0.4
1727,américains,american,0.6666666666666666
1728,perds,lose,0.25
1729,membres,members,1.0
1730,viande,meat,0.0
1731,o',oh,0.0
1732,bobby,bobby,1.0
1733,sont-ils,are they,0.16666666666666666
1734,crois-moi,believe me,0.2
1735,amoureuse,in love,0.0
1736,grandes,large,0.2
1737,changement,change,0.5714285714285714
1738,compliqué,complicated,0.5714285714285714
1739,bal,ball,0.6666666666666666
1740,page,page,1.0
1741,conduit,leads,0.25
1742,passage,passage,1.0
1743,piège,trap,0.0
1744,kevin,kevin,1.0
1745,ressens,feel,0.0
1746,accepte,accepted,0.8
1747,grace,grace,1.0
1748,fais-le,do it,0.0
1749,amusant,fun,0.25
1750,dan,dan,1.0
1751,donnez,give,0.0
1752,traces,tracks,0.8
1753,trésor,treasure,0.8
1754,explique,explain,0.75
1755,fesses,buttocks,0.16666666666666666
1756,perte,loss,0.0
1757,fantôme,phantom,0.4
1758,naissance,birth,0.0
1759,retraite,retirement,0.6666666666666666
1760,regardes,look,0.0
1761,franchement,frankly,0.375
1762,côtés,sides,0.2
1763,larry,larry,1.0
1764,étranger,foreign,0.3333333333333333
1765,poulet,chicken,0.0
1766,vienne,come,0.0
1767,débarrasser,rid,0.125
1768,enlève,takes away,0.0
1769,marque,mark,0.6666666666666666
1770,mens,lie,0.0
1771,fantastique,fantastic,0.8333333333333334
1772,cent,hundred,0.2
1773,beaux,beautiful,0.25
1774,entendez,hear,0.0
1775,ouverte,opened,0.0
1776,bâtiment,building,0.3333333333333333
1777,a-t-elle,has she,0.0
1778,devrions,should,0.0
1779,embrasser,embrace,0.5
1780,tombée,fallen,0.0
1781,manquer,to lack,0.0
1782,entré,between,0.25
1783,san,without,0.0
1784,chevaux,horses,0.0
1785,habite,reside,0.0
1786,animal,animal,1.0
1787,fatigué,tiredness,0.0
1788,heureusement,fortunately,0.2857142857142857
1789,billets,tickets,0.4
1790,convaincre,convince,0.8333333333333334
1791,appelait,was calling,0.125
1792,rachel,rachel,1.0
1793,paradis,heaven,0.0
1794,émission,emission,0.8
1795,lance,spear,0.0
1796,nettoyer,to clean,0.0
1797,file,queue,0.0
1798,dimanche,sunday,0.2
1799,agréable,pleasant,0.0
1800,plans,blueprints,0.42857142857142855
1801,conscience,awareness,0.16666666666666666
1802,ennemis,enemies,0.75
1803,disant,saying,0.25
1804,connaissance,knowledge,0.14285714285714285
1805,douce,gentle,0.0
1806,belles,beautiful,0.25
1807,sentiment,feeling,0.16666666666666666
1808,bataille,battle,0.75
1809,perd,lose,0.0
1810,pourrez,can,0.0
1811,relations,relationships,0.625
1812,espérais,hoped,0.2
1813,fais-moi,make me,0.25
1814,vôtre,your,0.25
1815,servi,served,0.75
1816,souci,worry,0.0
1817,note,note,1.0
1818,doigt,finger,0.25
1819,mensonge,lying,0.4
1820,volonté,will,0.2
1821,walter,walter,1.0
1822,victoire,victoire,1.0
1823,direct,direct,1.0
1824,abandonné,abandoned,0.6666666666666666
1825,information,information,1.0
1826,joindre,join,0.5
1827,proches,relatives,0.2
1828,brian,brian,1.0
1829,droits,rights,0.4
1830,eric,eric,1.0
1831,nerveux,nervous,0.75
1832,coupé,cut,0.3333333333333333
1833,patients,patients,1.0
1834,invités,guests,0.4
1835,arrivés,arrived,0.6
1836,descends,get down,0.0
1837,pleure,cry,0.0
1838,traitement,treatment,1.0
1839,jerry,jerry,1.0
1840,senti,felt,0.3333333333333333
1841,cancer,cancer,1.0
1842,répète,say again,0.0
1843,reposer,to rest,0.2
1844,regrette,regret,0.8
1845,aide-moi,help me,0.2
1846,flingue,gun,0.25
1847,cousin,cousin,1.0
1848,désormais,from now on,0.0
1849,vérifié,checked,0.0
1850,crains,fear,0.25
1851,douche,shower,0.0
1852,gaz,gas,0.5
1853,interdit,prohibited,0.16666666666666666
1854,théorie,theory,0.5
1855,scott,scott,1.0
1856,trace,trace,1.0
1857,contrôler,control,0.7142857142857143
1858,signer,sign,0.75
1859,no,no,1.0
1860,demandes,requests,0.2
1861,internet,internet,1.0
1862,andy,andy,1.0
1863,cherchez,seek,0.0
1864,salon,living room,0.14285714285714285
1865,pete,fart,0.3333333333333333
1866,appels,calls,0.5
1867,lancer,throw,0.0
1868,protection,protection,1.0
1869,pantalon,trousers,0.0
1870,rappelles,remind,0.16666666666666666
1871,dossiers,folders,0.4
1872,style,style,1.0
1873,ravie,delighted,0.0
1874,semblant,pretend,0.16666666666666666
1875,yeah,yeah,1.0
1876,kim,kim,1.0
1877,offert,free,0.5
1878,vieil,old,0.0
1879,humaine,human,1.0
1880,grandi,grown up,0.5
1881,médicaments,medications,0.625
1882,acte,deed,0.0
1883,moyens,means,0.75
1884,lois,laws,0.6666666666666666
1885,kate,kate,1.0
1886,meurs,die,0.0
1887,laisserai,will leave,0.16666666666666666
1888,aéroport,airport,0.8
1889,mauvaises,bad,0.0
1890,détective,detective,0.8333333333333334
1891,autrement,other,0.2
1892,témoins,witnesses,0.3333333333333333
1893,queue,tail,0.0
1894,coincé,stuck,0.25
1895,mariés,married,0.5
1896,sonne,rings,0.25
1897,innocent,innocent,1.0
1898,dira,will say,0.0
1899,créé,created,0.5
1900,jason,jason,1.0
1901,supporter,support,0.8333333333333334
1902,milliers,thousands,0.16666666666666666
1903,heu,uh,1.0
1904,infirmière,nurse,0.3333333333333333
1905,métier,job,0.0
1906,crétin,dumbass,0.0
1907,retirer,remove,0.25
1908,surveillance,surveillance,1.0
1909,chances,odds,0.2
1910,oreilles,ears,0.5
1911,trouvera,will find,0.0
1912,suicide,suicide,1.0
1913,militaire,military,0.8
1914,atteindre,reach,0.0
1915,fuir,to run away,0.14285714285714285
1916,casse,broken,0.0
1917,dormi,slept,0.0
1918,pilote,pilot,1.0
1919,rires,laughter,0.0
1920,appelée,called,0.25
1921,risques,risks,0.75
1922,leçon,lesson,0.5
1923,paquet,pack,0.3333333333333333
1924,man,man,1.0
1925,défendre,defend,0.6666666666666666
1926,immeuble,building,0.0
1927,récemment,recently,0.2857142857142857
1928,chinois,chinese,1.0
1929,battu,beaten,0.6666666666666666
1930,aveugle,blind,0.0
1931,oiseau,bird,0.0
1932,propriétaire,owner,0.14285714285714285
1933,ancienne,ancient,0.75
1934,veste,jacket,0.25
1935,anna,anna,1.0
1936,simon,simon,1.0
1937,saviez,did you know,0.0
1938,amies,friends,0.2
1939,cherché,look for,0.0
1940,tirez,pull,0.0
1941,al,there,0.0
1942,différents,different,0.75
1943,gardez,keep,0.0
1944,feras,will do,0.0
1945,lisa,lisa,1.0
1946,lis,lily,0.3333333333333333
1947,station,station,1.0
1948,mandat,mandate,1.0
1949,assassin,assassin,1.0
1950,thomas,thomas,1.0
1951,célèbre,famous,0.0
1952,dort,sleeping,0.0
1953,bague,ring,0.3333333333333333
1954,dépêche-toi,hurry up,0.0
1955,tente,attempted,0.3333333333333333
1956,devenue,become,0.0
1957,ventre,belly,0.0
1958,carter,crankcase,0.3333333333333333
1959,respire,breathe,0.0
1960,haute,high,0.3333333333333333
1961,connaissais,knew,0.16666666666666666
1962,genoux,knees,0.3333333333333333
1963,terme,term,1.0
1964,vert,green,0.3333333333333333
1965,emily,emily,1.0
1966,refusé,refuse,0.75
1967,hâte,hurry,0.25
1968,réveiller,wake,0.0
1969,commande,ordered,0.2
1970,commun,common,1.0
1971,souris,mouse,0.3333333333333333
1972,partons,let's go,0.16666666666666666
1973,perdue,lost,0.0
1974,dirige,directed,0.4
1975,verras,will see,0.2
1976,charmant,charming,0.8333333333333334
1977,chante,sung,0.25
1978,sport,sport,1.0
1979,celle-ci,this one,0.0
1980,viré,fired,0.3333333333333333
1981,ies,ies,1.0
1982,fiston,son,0.5
1983,étoiles,stars,0.5
1984,laisses,leashes,0.75
1985,parlant,speaking,0.2
1986,là-dessus,on it,0.0
1987,signé,sign,0.75
1988,virer,fire,0.3333333333333333
