,spanish,english,Distances
1044,jugando,playing,0.2
1045,llevas,you carry,0.0
1046,alegra,glad,0.0
1047,bailar,dance,0.0
1048,diablo,devil,0.6666666666666666
1049,oí,i heard,0.0
1050,sepa,know,0.0
1051,sur,south,0.3333333333333333
1052,banda,band,1.0
1053,aprender,to learn,0.0
1054,precio,price,1.0
1055,completo,complete,1.0
1056,santo,holy,0.0
1057,culpable,guilty,0.2
1058,ganas,desire,0.0
1059,you,you,1.0
1060,verla,see her,0.0
1061,volvió,went back,0.0
1062,libros,books,0.5
1063,ojo,eye,0.0
1064,cielos,heavens,0.25
1065,matado,killed,0.25
1066,azul,blue,0.5
1067,diferentes,different,0.6666666666666666
1068,irte,go away,0.0
1069,ia,ia,
1070,comandante,commander,0.5
1071,acción,action,0.5
1072,reglas,rules,0.75
1073,obra,construction site,0.09090909090909091
1074,esperanza,hope,0.2
1075,cuestión,question,0.6
1076,molesta,upset,0.5
1077,bill,bill,1.0
1078,informe,report,0.25
1079,jimmy,jimmy,1.0
1080,río,river,0.3333333333333333
1081,bienvenido,welcome,0.0
1082,abrir,open,0.0
1083,tocar,play,0.0
1084,bob,bob,1.0
1085,contar,count,0.75
1086,sigo,i follow,0.0
1087,interior,inside,0.25
1088,apartamento,apartment,1.0
1089,vea,see,0.0
1090,preocupa,worries,0.25
1091,tomó,i take,0.0
1092,principal,major,0.0
1093,empieza,begin,0.0
1094,londres,london,0.6
1095,empezó,it started,0.0
1096,vayan,go,0.0
1097,jim,jim,1.0
1098,llaman,call,0.25
1099,ojalá,i wish,0.0
1100,perdona,sorry,0.25
1101,vuelvo,i come back,0.0
1102,golpe,blow,0.3333333333333333
1103,quedarme,stay,0.0
1104,llamaré,i will call,0.25
1105,acabado,finish,0.0
1106,estilo,style,0.75
1107,nueve,nine,0.5
1108,definitivamente,definitely,0.5
1109,quedar,stay,0.0
1110,cartas,cards,0.75
1111,bomba,bomb,1.0
1112,guardia,guard,1.0
1113,pistola,gun,0.0
1114,probar,try,0.25
1115,majestad,majesty,0.8
1116,traer,bring,0.25
1117,marcha,march,1.0
1118,pareces,you seem,0.0
1119,común,common,0.75
1120,aquel,that,0.0
1121,hacerle,make him,0.0
1122,vuelo,flight,0.2
1123,nota,note,1.0
1124,danny,danny,1.0
1125,humanos,humans,1.0
1126,valor,worth,0.0
1127,objetivo,objective,0.8
1128,repente,suddenly,0.16666666666666666
1129,debía,should,0.0
1130,rojo,red,0.5
1131,bromeando,joking,0.2
1132,irá,gonna,0.0
1133,entrada,entry,0.75
1134,doble,double,1.0
1135,dejaré,i will leave,0.0
1136,evitar,avoid,0.3333333333333333
1137,máquina,machine,0.5
1138,cuello,neck,0.0
1139,conocí,i met,0.0
1140,tiempos,time,0.5
1141,tome,take,0.5
1142,nick,nick,1.0
1143,animales,animals,1.0
1144,alex,alex,1.0
1145,acaso,perhaps,0.2
1146,pareja,partner,0.4
1147,verano,summer,0.0
1148,escuché,listen,0.0
1149,ama,loves,0.0
1150,mentira,lie,0.0
1151,tarjeta,card,0.25
1152,hagan,do,0.0
1153,perdí,i missed,0.0
1154,correr,run,0.25
1155,steve,steve,1.0
1156,traído,brought,0.2
1157,llegue,i arrived,0.0
1158,preparado,prepared,1.0
1159,haberlo,have it,0.25
1160,tony,tony,1.0
1161,usa,uses,0.5
1162,intentar,attempt,0.2
1163,ayudarme,help me,0.2
1164,flores,flowers,0.8
1165,dando,giving,0.25
1166,vos,you,0.0
1167,opción,option,0.5
1168,isla,island,0.5
1169,cierra,close,0.3333333333333333
1170,piel,skin,0.0
1171,enemigo,enemy,0.6666666666666666
1172,dejo,left,0.0
1173,exacto,exact,1.0
1174,imbécil,fool,0.2
1175,jóvenes,youths,0.2
1176,pedido,order,0.3333333333333333
1177,larga,long,0.6666666666666666
1178,entiende,understands,0.5
1179,justicia,justice,1.0
1180,nuevos,new,0.3333333333333333
1181,obviamente,obviously,0.4
1182,despierta,wake up,0.0
1183,pido,i ask,0.0
1184,calor,heat,0.0
1185,luces,lights,0.4
1186,refiero,i mean,0.0
1187,batalla,battle,0.75
1188,déjalo,leave it alone,0.14285714285714285
1189,intenta,try,0.25
1190,sarah,sarah,1.0
1191,fantástico,fantastic,0.8571428571428571
1192,brazo,arm,0.3333333333333333
1193,absolutamente,absolutely,0.5714285714285714
1194,llena,full,0.3333333333333333
1195,hacerme,make me,0.25
1196,salga,out,0.0
1197,recordar,to remember,0.2857142857142857
1198,escapar,get away,0.0
1199,bosque,forest,0.25
1200,gay,gay,1.0
1201,señores,sirs,0.75
1202,quedan,remain,0.3333333333333333
1203,piernas,legs,0.25
1204,visita,visit,1.0
1205,parís,paris,0.75
1206,usando,wearing,0.25
1207,ganado,livestock,0.0
1208,movimiento,movement,1.0
1209,blanca,white,0.0
1210,rico,rich,0.6666666666666666
1211,inocente,innocent,0.8
1212,pesar,to weigh,0.0
1213,absoluto,absolute,1.0
1214,vacaciones,holidays,0.2
1215,um,um,1.0
1216,mismos,themselves,0.42857142857142855
1217,tomado,taken,0.3333333333333333
1218,planes,plans,1.0
1219,cine,cinema,0.6666666666666666
1220,toca,touch,0.6666666666666666
1221,brillante,sparkly,0.16666666666666666
1222,confianza,confidence,0.6666666666666666
1223,nombres,names,0.6
1224,especialmente,especially,0.5714285714285714
1225,fbi,fbi,1.0
1226,embarazada,pregnant,0.0
1227,esperen,wait,0.0
1228,pantalones,pants,0.6666666666666666
1229,defensa,defending,0.5
1230,terminó,term,0.6
1231,salido,stepped out,0.2857142857142857
1232,estupendo,great,0.0
1233,jane,jane,1.0
1234,presión,pressure,0.6
1235,inmediatamente,immediately,0.42857142857142855
1236,testigo,witness,0.2
1237,deberían,they should,0.0
1238,olvidado,forgotten,0.0
1239,soldados,soldiers,0.8
1240,resulta,result,1.0
1241,tommy,tommy,1.0
1242,depende,depends,0.8
1243,motivo,reason,0.0
1244,inglés,english,0.6
1245,estudio,study,0.75
1246,acabar,finish,0.0
1247,sentimientos,feelings,0.2857142857142857
1248,tomando,taking,0.5
1249,dieron,they gave,0.0
1250,parecen,they look like,0.0
1251,llaves,keys,0.25
1252,perros,dogs,0.25
1253,propósito,purpose,0.6666666666666666
1254,noticia,news,0.3333333333333333
1255,partir,leave,0.0
1256,metros,meters,1.0
1257,santa,holy,0.0
1258,quedarse,to stay,0.0
1259,clientes,customers,0.3333333333333333
1260,podrá,will be able,0.0
1261,cuántas,how many,0.0
1262,ridículo,ridiculous,0.6
1263,damas,ladies,0.3333333333333333
1264,tranquila,quiet,0.2
1265,operación,operation,0.6
1266,come,eat,0.0
1267,empresa,business,0.2
1268,ayúdame,help me,0.2
1269,laboratorio,laboratory,0.8333333333333334
1270,elección,choice,0.2
1271,menudo,often,0.0
1272,beso,kiss,0.3333333333333333
1273,copa,cup,1.0
1274,conversación,conversation,0.75
1275,brazos,arms,0.5
1276,espíritu,spirit,0.8
1277,dejas,you let,0.0
1278,cansado,tired,0.25
1279,interesa,interested,0.6666666666666666
1280,refieres,you mean,0.0
1281,casado,married,0.25
1282,enorme,enormous,0.75
1283,asuntos,affairs,0.25
1284,fe,faith,0.3333333333333333
1285,muestra,sample,0.0
1286,trampa,trap,0.75
1287,ray,ray,1.0
1288,billy,billy,1.0
1289,memoria,memory,0.75
1290,johnny,johnny,1.0
1291,contrario,contrary,0.8333333333333334
1292,soldado,soldier,0.75
1293,subir,go up,0.0
1294,turno,turn,1.0
1295,encantaría,would love,0.0
1296,preocupado,concerned,0.3333333333333333
1297,restaurante,restaurant,1.0
1298,saliendo,coming out,0.16666666666666666
1299,escrito,written,0.2
1300,cálmate,take it easy,0.0
1301,bienvenida,welcome,0.0
1302,caer,fall,0.0
1303,llevaré,i will take,0.2857142857142857
1304,leche,milk,0.0
1305,estrellas,stars,0.6666666666666666
1306,prefiero,i prefer,0.8
1307,red,net,0.0
1308,viejos,old,0.0
1309,solamente,only,0.2
1310,oiga,listen,0.0
1311,cuentas,accounts,0.8
1312,taxi,cab,0.0
1313,anillo,ring,0.0
1314,richard,richard,1.0
1315,preguntar,to ask,0.0
1316,victoria,victory,0.8
1317,quiénes,who is it,0.16666666666666666
1318,héroe,hero,0.6666666666666666
1319,pequeños,little ones,0.14285714285714285
1320,decidido,decided,1.0
1321,películas,films,0.3333333333333333
1322,responsable,responsible,1.0
1323,trago,drink,0.25
1324,volverá,to return to,0.125
1325,árbol,tree,0.25
1326,ibas,you were going,0.0
1327,dientes,teeth,0.25
1328,encantado,delighted,0.3333333333333333
1329,camión,truck,0.0
1330,vender,sell,0.0
1331,llame,i called,0.4
1332,detente,stop,0.25
1333,luchar,struggle,0.0
1334,cabo,cape,0.5
1335,ruido,noise,0.0
1336,lucha,struggle,0.0
1337,muere,go dead,0.0
1338,reloj,clock,0.25
1339,gato,cat,0.5
1340,averiguar,figure out,0.2
1341,volar,to fly,0.2
1342,vayamos,let's go,0.16666666666666666
1343,tanta,so much,0.0
1344,vendrá,will come,0.0
1345,corriendo,in a hurry,0.14285714285714285
1346,yendo,going,0.3333333333333333
1347,colegio,college,0.75
1348,sonido,sound,1.0
1349,caballero,knight,0.0
1350,pasada,pass,0.6666666666666666
1351,código,code,0.5
1352,hagamos,let's do,0.16666666666666666
1353,imagen,image,0.6666666666666666
1354,riesgo,risk,0.6666666666666666
1355,llegamos,we arrived,0.0
1356,alguno,some,0.0
1357,pan,bread,0.0
1358,millón,million,0.8
1359,malas,bad,0.0
1360,dama,lady,0.3333333333333333
1361,hielo,ice,0.0
1362,coño,cone,0.5
1363,cayó,it fell,0.0
1364,prensa,press,0.75
1365,querer,want,0.0
1366,vengan,come,0.0
1367,eddie,eddie,1.0
1368,caminar,to walk,0.0
1369,televisión,tv,0.3333333333333333
1370,pasará,it will happen,0.0
1371,momentos,moments,1.0
1372,coger,take,0.0
1373,posibilidad,possibility,0.5714285714285714
1374,mark,mark,1.0
1375,asiento,seat,0.6666666666666666
1376,herido,injured,0.5
1377,maría,maria,0.6666666666666666
1378,seguramente,surely,0.3333333333333333
1379,proyecto,project,0.8
1380,pared,wall,0.0
1381,sentí,felt,0.25
1382,sospechoso,suspicious,0.8333333333333334
1383,naturaleza,nature,0.6
1384,ésa,this,0.3333333333333333
1385,silla,chair,0.0
1386,perdió,lost,0.0
1387,robert,robert,1.0
1388,policías,cops,0.4
1389,arreglar,arrange,0.4
1390,sentado,seated,0.75
1391,papi,daddy,0.0
1392,ideas,ideas,1.0
1393,obtener,get,0.25
1394,felices,happy,0.0
1395,señoría,lordship,0.0
1396,cantidad,amount,0.4
1397,bebe,baby,0.6666666666666666
1398,mírame,look at me,0.16666666666666666
1399,chris,chris,1.0
1400,papa,dad,0.0
1401,llorar,mourn,0.25
1402,quedó,stayed,0.0
1403,familiar,family,0.75
1404,desastre,disaster,1.0
1405,locos,crazy,0.0
1406,escuche,i listened,0.16666666666666666
1407,quedarte,stay,0.0
1408,política,politics,0.6
1409,pedí,i asked,0.0
1410,will,will,1.0
1411,enfermedad,illness,0.0
1412,encontraron,they found,0.0
1413,colega,colleague,0.75
1414,príncipe,the prince,0.2857142857142857
1415,verde,green,0.3333333333333333
1416,bajar,go down,0.0
1417,nervioso,highly strung,0.09090909090909091
1418,vengo,i come,0.0
1419,inspector,inspector,1.0
1420,sirve,it serves,0.5
1421,puertas,doors,0.5
1422,fuerzas,forces,0.75
1423,playa,beach,0.0
1424,cantar,sing,0.25
1425,déjeme,let me,0.25
1426,velocidad,speed,0.2
1427,total,total,1.0
1428,cabello,hair,0.0
1429,suficientemente,enough,0.125
1430,huellas,footprints,0.14285714285714285
1431,haberte,have you,0.25
1432,debí,i should have,0.125
1433,unidad,unit,0.3333333333333333
1434,estan,are,0.0
1435,cuchillo,knife,0.0
1436,t,you,0.0
1437,oigan,hey,0.0
1438,gana,win,0.5
1439,tonterías,crap,0.16666666666666666
1440,emergencia,emergency,0.8333333333333334
1441,perfecta,perfect,1.0
1442,hable,i talked,0.2
1443,gustaba,liked,0.0
1444,lugares,places,0.25
1445,ryan,ryan,1.0
1446,show,show,1.0
1447,robo,stole,0.0
1448,permite,it allows,0.0
1449,parque,park,0.6666666666666666
1450,uds.,you.,0.3333333333333333
1451,roto,broken,0.25
1452,serie,serie,1.0
1453,puse,i put,0.3333333333333333
1454,nuevas,new,0.3333333333333333
1455,evidencia,evidence,1.0
1456,conocerte,know you,0.2
1457,estúpida,stupid,0.8
1458,preocupe,worry,0.25
1459,perdone,excuse me,0.0
1460,botella,bottle,0.75
1461,viento,wind,0.3333333333333333
1462,mando,i send,0.5
1463,extraña,strange,0.4
1464,historias,stories,0.8
1465,aquella,that,0.0
1466,solos,alone,0.3333333333333333
1467,apoyo,support for,0.125
1468,bala,bullet,0.5
1469,verdadera,true,0.2
1470,tiro,threw,0.5
1471,época,epoch,0.3333333333333333
1472,puente,bridge,0.0
1473,olvídalo,forget it,0.0
1474,distancia,distance,1.0
1475,desea,want,0.0
1476,dejarlo,quit,0.0
1477,pelear,quarrel,0.25
1478,pierna,leg,0.0
1479,echar,throw,0.5
1480,descanso,break,0.0
1481,américa,america,0.75
1482,área,area,0.5
1483,orgulloso,proud,0.0
1484,datos,data,0.6666666666666666
1485,espectáculo,show,0.14285714285714285
1486,sube,goes up,0.25
1487,dejaste,you left,0.2
1488,acabas,you finish,0.16666666666666666
1489,verá,you will see,0.0
1490,magia,magic,0.6666666666666666
1491,nacional,national,0.75
1492,universo,universe,1.0
1493,llevaba,wore,0.0
1494,necesitar,need,0.2
1495,nariz,nose,0.3333333333333333
1496,aquellos,those,0.25
1497,clases,lessons,0.4
1498,jake,jack,0.6666666666666666
1499,casas,houses,0.6666666666666666
1500,vergüenza,shame,0.0
1501,monstruo,monster,1.0
1502,princesa,princess,0.8333333333333334
1503,autobús,bus,0.5
1504,cuidar,look after,0.16666666666666666
1505,ei,hey,0.0
1506,huevos,eggs,0.3333333333333333
1507,pocos,few,0.0
1508,podrás,you can,0.0
1509,enferma,ill,0.0
1510,paseo,walk,0.0
1511,detalles,details,0.8
1512,llamadas,calls,0.4
1513,belleza,beauty,0.25
1514,francia,france,1.0
1515,abierto,open,0.0
1516,viviendo,living,0.5
1517,envió,shipping,0.0
1518,puntos,points,1.0
1519,ministro,minister,1.0
1520,conducir,ride,0.2
1521,aceptar,to accept,0.3333333333333333
1522,borracho,drunk,0.2
1523,animal,animal,1.0
1524,caballos,horses,0.2
1525,trajo,he brought,0.14285714285714285
1526,contrato,contract,0.8333333333333334
1527,viernes,friday,0.25
1528,bobby,bobby,1.0
1529,martin,martin,1.0
1530,amy,amy,1.0
1531,bienvenidos,welcome,0.0
1532,ex,ex,1.0
1533,hechos,facts,0.5
1534,sociedad,society,0.5
1535,dra.,dr.,1.0
1536,quede,stay,0.0
1537,inglaterra,england,0.5
1538,carga,burden,0.25
1539,diste,you gave,0.0
1540,puto,fucking,0.0
1541,lleve,i carried,0.0
1542,presente,present,1.0
1543,conocía,knew,0.25
1544,uso,use,1.0
1545,dedos,fingers,0.2
1546,oferta,offer,0.3333333333333333
1547,sentía,felt,0.25
1548,proteger,to protect,0.42857142857142855
1549,daniel,daniel,1.0
1550,date,date,1.0
1551,hiciera,would do,0.0
1552,hablé,i talked,0.2
1553,recibir,to receive,0.2
1554,agradezco,i appreciate,0.16666666666666666
1555,robar,steal,0.0
1556,enamorado,loved,0.25
1557,sepas,you know,0.0
1558,oeste,west,0.6666666666666666
1559,herida,wound,0.3333333333333333
1560,despacio,slowly,0.0
1561,ayude,help,0.0
1562,supe,i knew,0.0
1563,directamente,directly,0.5714285714285714
1564,inmediato,immediate,0.75
1565,profesional,professional,0.8571428571428571
1566,oscuro,dark,0.0
1567,mercado,market,0.5
1568,cerdo,pork,0.3333333333333333
1569,tardes,afternoon,0.4
1570,líder,leader,0.75
1571,grave,serious,0.3333333333333333
1572,llegué,i arrived,0.0
1573,jurado,jury,0.6666666666666666
1574,casos,cases,1.0
1575,acuerdas,do you remember,0.1111111111111111
1576,ahi,over there,0.16666666666666666
1577,desaparecido,missing,0.16666666666666666
1578,debió,should,0.0
1579,últimamente,lately,0.2857142857142857
1580,piedra,stone,0.0
1581,habló,speak,0.0
1582,charles,charles,1.0
1583,paga,pay,0.5
1584,secretos,secrets,1.0
1585,digamos,let's say,0.14285714285714285
1586,intención,intention,0.6666666666666666
1587,humor,humor,1.0
1588,dura,hard,0.3333333333333333
1589,dará,give to,0.0
1590,seguros,insurance,0.2
1591,leo,leo,1.0
1592,adam,adam,1.0
1593,and,and,1.0
1594,ángeles,angels,0.8
1595,querría,i would want,0.0
1596,cerrar,to close,0.0
1597,conseguido,achieved,0.4
1598,peso,weight,0.0
1599,víctimas,victims,0.8333333333333334
1600,asesinado,murdered,0.2
1601,humana,human,1.0
1602,directo,straight,0.3333333333333333
1603,central,central,1.0
1604,termina,ends,0.0
1605,compañeros,companions,0.6666666666666666
1606,escuchado,listened,0.2
1607,contento,glad,0.0
1608,llevan,they carry,0.0
1609,podré,i will be able,0.0
1610,oscuridad,darkness,0.0
1611,actuar,act,0.6666666666666666
1612,siga,follow,0.0
1613,llevado,led,0.5
1614,comenzó,started,0.0
1615,regresa,came back,0.0
1616,privado,private,0.75
1617,mirada,look,0.0
1618,demonio,evil,0.0
1619,abierta,open,0.0
1620,kevin,kevin,1.0
1621,m,m,1.0
1622,llámame,call me,0.4
1623,siguen,follow,0.0
1624,romper,break,0.0
1625,cambia,change,0.25
1626,fiscal,fiscal,1.0
1627,jardín,yard,0.4
1628,natural,natural,1.0
1629,gratis,free,0.25
1630,cuesta,cost,1.0
1631,amenaza,threat,0.0
1632,pon,put,0.5
1633,marca,brand,0.25
1634,comenzar,begin,0.2
1635,ponte,put,0.6666666666666666
1636,medicina,medicine,1.0
1637,podremos,we will can,0.0
1638,tomé,take,0.3333333333333333
1639,preciosa,precious,1.0
1640,sexual,sexual,1.0
1641,acceso,access,0.75
1642,necesidad,need,0.4
1643,dueño,owner,0.0
1644,merece,deserves,0.2
1645,rayos,ray,0.6666666666666666
1646,d,d,1.0
1647,mintiendo,lying,0.2
1648,tantas,many,0.25
1649,imagino,i imagine,0.75
1650,fantasma,ghost,0.2
1651,creerlo,believe it,0.0
1652,llamé,i called,0.2
1653,ponga,put,0.3333333333333333
1654,brian,brian,1.0
1655,dé,of,0.0
1656,pollo,chicken,0.0
1657,varios,several,0.5
1658,efecto,effect,0.75
1659,felicidad,happiness,0.0
1660,espada,sword,0.5
1661,relaciones,relations,0.8
1662,entró,i enter,0.5
1663,resultado,result,0.8
1664,sombrero,hat,0.0
1665,menor,minor,1.0
1666,recibido,received,0.75
1667,negra,black,0.0
1668,to,to,1.0
1669,limpio,cleansed,0.2
1670,china,china,1.0
1671,juegos,games,0.3333333333333333
1672,correo,mail,0.0
1673,confía,trust,0.0
1674,video,video,1.0
1675,perfectamente,perfectly,0.625
1676,harán,they will do,0.1111111111111111
1677,teatro,theater,0.75
1678,dormido,asleep,0.0
1679,local,local,1.0
1680,quedado,left,0.0
1681,lástima,pity,0.2
1682,calles,streets,0.2
1683,créeme,trust me,0.3333333333333333
1684,responsabilidad,responsibility,0.7777777777777778
1685,búsqueda,search,0.0
1686,dedo,finger,0.0
1687,tonta,silly,0.0
1688,recuerdos,regards,0.8
1689,razones,reasons,0.75
1690,escuchando,listening,0.16666666666666666
1691,eric,eric,1.0
1692,elegir,to choose,0.0
1693,amas,you love,0.0
1694,huele,smells,0.2
1695,almuerzo,lunch,0.25
1696,cien,one hundred,0.14285714285714285
1697,adn,dna,1.0
1698,tantos,so many,0.0
1699,pago,payment,0.2
1700,normalmente,usually,0.14285714285714285
1701,mr,mr,1.0
1702,pastel,pie,0.25
1703,bastardo,bastard,1.0
1704,cinta,headband,0.2
1705,pasé,happens,0.2
1706,dígame,tell me,0.2
1707,anna,anna,1.0
1708,costa,coast,1.0
1709,levántate,get up,0.0
1710,llamando,calling,0.4
1711,cerrado,closed,0.5
1712,interés,interest,0.6
1713,enfermera,nurse,0.4
1714,comienzo,beginning,0.16666666666666666
1715,olvidé,forgot,0.0
1716,militar,military,0.8
1717,polvo,dust,0.0
1718,bella,beautiful,0.5
1719,quedo,i stay,0.0
1720,kate,kate,1.0
1721,encontraste,by contrast,0.6666666666666666
1722,voluntad,will,0.2
1723,varias,several,0.5
1724,teoría,theory,0.5
1725,roja,red,0.5
1726,cuento,story,0.0
1727,escenario,scenery,0.8
1728,diario,daily,0.3333333333333333
1729,propiedad,property,0.5
1730,agujero,hole,0.0
1731,aspecto,appearance,0.2
1732,campamento,camp,0.5
1733,descansar,rest,0.16666666666666666
1734,matarme,kill me,0.2
1735,metido,stuck,0.25
1736,quiso,wanted,0.0
1737,ángel,angel,0.75
1738,enviar,send,0.0
1739,impresionante,awesome,0.14285714285714285
1740,proceso,process,0.8
1741,intentado,tried,0.4
1742,mio,mine,0.5
1743,fuente,font,1.0
1744,alcalde,mayor,0.0
1745,ocurrido,happened,0.2
1746,malos,bad,0.0
1747,carretera,highway,0.0
1748,desapareció,he disappeared,0.375
1749,desayuno,breakfast,0.0
1750,débil,weak,0.0
1751,roma,rome,1.0
1752,sabido,known,0.0
1753,comienza,begins,0.25
1754,tambien,also,0.0
1755,intentarlo,try it,0.16666666666666666
1756,miembro,member,1.0
1757,perdiendo,losing,0.2
1758,resultados,results,0.8333333333333334
1759,jerry,jerry,1.0
1760,mata,bush,0.0
1761,sr,mr,0.5
1762,valiente,brave,0.0
1763,deber,have to,0.0
1764,pecho,chest,0.25
1765,gustó,taste,0.5
1766,oyes,do you hear,0.16666666666666666
1767,thomas,thomas,1.0
1768,periódico,newspaper,0.0
1769,mami,mommy,0.5
1770,piensan,they think,0.125
1771,washington,washington,1.0
1772,tv,tv,1.0
1773,cansada,tired,0.25
1774,limpiar,clean up,0.2
1775,crear,to create,0.4
1776,explicar,explain,0.6
1777,robado,stolen,0.0
1778,resolver,solve,0.6
1779,maté,mate,0.6666666666666666
1780,guapo,handsome,0.0
1781,continuar,continue,0.8
1782,sheriff,sheriff,1.0
1783,funcionar,function,0.6
1784,extra,extra,1.0
1785,primo,cousin,0.0
1786,manejar,handle,0.25
1787,primeros,first,0.2
1788,acto,act,1.0
1789,poniendo,putting up,0.2857142857142857
1790,números,numbers,0.6
1791,kilómetros,kilometres,0.8571428571428571
1792,andy,andy,1.0
1793,llevará,carry,0.2
1794,rachel,rachel,1.0
1795,niñas,girls,0.25
1796,premio,reward,0.25
1797,internet,internet,1.0
1798,harías,would you do,0.0
1799,inútil,useless,0.0
1800,domingo,sunday,0.0
1801,tomas,shots,0.25
1802,sensación,sensation,0.6666666666666666
1803,alcohol,alcohol,1.0
1804,tercera,third,0.25
1805,agentes,agents,1.0
1806,disculpas,apologies,0.3333333333333333
1807,antiguo,ancient,0.25
1808,guapa,beautiful,0.0
1809,asustado,afraid,0.25
1810,puedan,can,0.3333333333333333
1811,sexy,sexy,1.0
1812,genio,genius,0.6666666666666666
1813,recuperar,retrieve,0.4
1814,creemos,we believe,0.0
1815,lengua,language,0.75
1816,ladrón,thief,0.0
1817,intenté,i tried,0.2
1818,examen,test,0.0
1819,deprisa,hurry,0.25
1820,montaña,mountain,0.75
1821,durmiendo,sleeping,0.2
1822,disparar,shoot,0.2
1823,entrenador,coach,0.0
1824,queso,cheese,0.3333333333333333
1825,entero,whole,0.0
1826,papeles,papers,0.75
1827,pones,you put,0.0
1828,modelo,model,1.0
1829,fútbol,football,0.6
1830,detener,having,0.25
1831,lados,sides,0.6666666666666666
1832,miembros,members,1.0
1833,sábado,saturday,0.4
1834,pongo,i put,0.0
1835,mataron,they killed,0.0
1836,vuelvas,come back,0.0
1837,talento,talent,1.0
1838,descubrir,discover,0.6666666666666666
1839,gordo,fat,0.0
1840,tribunal,court,0.2
1841,toque,i touched,0.2
1842,wow,wow,1.0
1843,hables,talk,0.25
1844,conocemos,we know,0.0
1845,haberme,have me,0.5
1846,dispuesto,ready,0.0
1847,tamaño,size,0.0
1848,dejen,let,0.0
1849,maravillosa,wonderful,0.0
1850,invitado,guest,0.25
1851,importantes,important,0.8571428571428571
1852,derechos,rights,0.4
1853,scott,scott,1.0
1854,declaración,statement,0.0
1855,claramente,clearly,0.5
1856,pacientes,patients,0.8
1857,pérdida,loss,0.0
1858,in,in,1.0
1859,iban,were going,0.16666666666666666
1860,pudiste,you could,0.0
1861,profundo,deep,0.0
1862,gas,gas,1.0
1863,aeropuerto,airport,1.0
1864,consigue,get,0.0
1865,olvidar,forget,0.0
1866,gloria,glory,0.75
1867,olvides,forget,0.0
1868,volviendo,getting back,0.1111111111111111
1869,coge,take,0.0
1870,fué,it was,0.0
1871,llamaba,called,0.25
1872,pete,pete,1.0
1873,instituto,institute,1.0
1874,disparo,shooting,0.0
1875,encuentras,you find,0.0
1876,querían,wanted,0.0
1877,hablemos,let's talk,0.0
1878,dia,day,0.5
1879,enviado,send,0.3333333333333333
1880,pertenece,belongs,0.0
1881,sienta,sit down,0.16666666666666666
1882,pensó,thought,0.0
1883,cadáver,corpse,0.2
1884,gracia,grace,1.0
1885,doctora,doctor,1.0
1886,escuchen,listen,0.2
1887,amante,lover,0.0
1888,temporada,season,0.0
1889,kim,kim,1.0
1890,cuerpos,bodies,0.25
1891,amigas,friends,0.2
1892,larry,larry,1.0
1893,preguntaba,i was asking,0.0
1894,francés,french,0.6666666666666666
1895,mataste,you killed,0.0
1896,techo,the ceiling,0.2857142857142857
1897,íbamos,we were going,0.0
1898,protección,protection,0.7142857142857143
1899,médicos,doctors,0.2
1900,lisa,smooth,0.0
1901,venganza,revenge,0.4
1902,pensamos,we think,0.0
1903,walter,walter,1.0
1904,contó,counted,0.75
1905,discutir,argue,0.0
1906,comprendo,understand,0.2857142857142857
1907,idiotas,idiots,1.0
1908,enemigos,enemies,0.75
1909,camisa,t-shirt,0.16666666666666666
1910,superior,higher,0.25
1911,criminal,criminal,1.0
1912,preocupada,worried,0.4
1913,bote,boat,1.0
1914,escribió,wrote,0.2
1915,llevamos,we carry,0.0
1916,testigos,witnesses,0.3333333333333333
1917,recoger,pick up,0.2
1918,emily,emily,1.0
1919,truco,trick,0.75
1920,jason,jason,1.0
1921,original,original,1.0
1922,pide,asks,0.0
1923,jeff,jeff,1.0
1924,rosa,rose,1.0
1925,mama,mother,0.25
1926,negros,blacks,0.2
1927,sobrevivir,survive,0.6666666666666666
1928,rostro,face,0.0
1929,crédito,credit,0.8
1930,compartir,to share,0.16666666666666666
1931,saca,pulls out,0.16666666666666666
1932,irás,you will go,0.0
1933,pequeñas,little,0.0
1934,veía,saw,0.0
1935,empezando,starting,0.16666666666666666
1936,registro,registration,0.7142857142857143
1937,continúa,keep going,0.16666666666666666
1938,grandioso,magnificent,0.14285714285714285
1939,viniste,did you come,0.0
1940,esquina,corner,0.25
1941,contado,counted,1.0
1942,cientos,hundreds,0.3333333333333333
1943,tormenta,storm,0.4
1944,relájate,just relax,0.0
1945,siéntese,sit down,0.16666666666666666
1946,chocolate,chocolate,1.0
1947,matt,matt,1.0
1948,pedazo,piece,0.3333333333333333
1949,tomo,i take,0.3333333333333333
1950,olor,smell,0.25
1951,ciencia,science,0.75
1952,kelly,kelly,1.0
1953,conexión,connection,0.5
1954,vieron,saw,0.0
1955,salón,living room,0.14285714285714285
1956,sucio,dirty,0.0
1957,firma,signature,0.0
1958,vimos,we saw,0.25
1959,pidiendo,asking,0.25
1960,casarse,get marry,0.14285714285714285
1961,bebida,beverage,0.25
1962,tercer,third,0.25
1963,propios,own,0.0
1964,fuertes,powerful,0.2
1965,lluvia,rain,0.0
1966,recién,newly,0.0
1967,tomaré,i will take,0.0
1968,complicado,complicated,0.8571428571428571
1969,europa,europe,1.0
1970,toques,touches,0.5
1971,cámaras,cameras,0.8
1972,visión,vision,0.75
1973,llego,arrived,0.0
